t,T_e,T_p
220.3030303030303,318.5204122740313,305.63222764948375
220.40404040404042,318.51019848902627,305.6331408515336
220.5050505050505,318.4999932159694,305.634053263643
220.6060606060606,318.48979644852886,305.6349648864473
220.7070707070707,318.47960818037774,305.6358757205811
220.8080808080808,318.46942840519415,305.6367857666787
220.9090909090909,318.4592571166611,305.63769502537343
221.010101010101,318.4490943084667,305.638603497298
221.11111111111111,318.43893997430416,305.6395111830847
221.21212121212122,318.42879410787145,305.640418083365
221.31313131313132,318.41865670287183,305.6413241987696
221.41414141414143,318.4085277530131,305.64222952992884
221.5151515151515,318.39840725200867,305.6431340774722
221.6161616161616,318.3882951935764,305.6440378420287
221.7171717171717,318.3781915714396,305.64494082422647
221.8181818181818,318.3680963793262,305.6458430246932
221.91919191919192,318.35800961096936,305.64674444405586
222.02020202020202,318.3479312601071,305.64764508294076
222.12121212121212,318.3378613204826,305.64854494197357
222.22222222222223,318.327799785844,305.64944402177935
222.32323232323233,318.3177466499442,305.6503423229825
222.42424242424244,318.30770190654147,305.6512398462067
222.5252525252525,318.29766554939886,305.6521365920751
222.62626262626262,318.2876375722845,305.6530325612101
222.72727272727272,318.27761796897136,305.6539277542336
222.82828282828282,318.26760673323764,305.6548221717667
222.92929292929293,318.2576038588664,305.6557158144298
223.03030303030303,318.24760933964575,305.65660868284294
223.13131313131314,318.23762316936876,305.6575007776253
223.23232323232324,318.2276453418336,305.65839209939537
223.33333333333334,318.2176758508432,305.65928264877107
223.43434343434345,318.20771469020576,305.6601724263698
223.53535353535352,318.1977618537344,305.66106143280814
223.63636363636363,318.1878173352472,305.661949668702
223.73737373737373,318.1778811285672,305.66283713466686
223.83838383838383,318.1679532275225,305.6637238313173
223.93939393939394,318.1580336259462,305.6646097592674
224.04040404040404,318.14812231767644,305.66549491913065
224.14141414141415,318.1382192965563,305.66637931151973
224.24242424242425,318.1283245564338,305.66726293704676
224.34343434343435,318.1184380911621,305.66814579632313
224.44444444444446,318.1085598945993,305.66902788995975
224.54545454545453,318.0986899606084,305.6699092185669
224.64646464646464,318.0888279133995,305.6707897364816
224.74747474747474,318.07897387590816,305.6716694687367
224.84848484848484,318.0691280446377,305.6725484431461
224.94949494949495,318.0592904133366,305.6734266603189
225.05050505050505,318.04946097575674,305.6743041208637
225.15151515151516,318.03963972565356,305.67518082538896
225.25252525252526,318.02982665678593,305.67605677450246
225.35353535353536,318.02002176291626,305.6769319688119
225.45454545454547,318.01022503781024,305.67780640892465
225.55555555555554,318.00043647523717,305.6786800954474
225.65656565656565,317.9906560689697,305.67955302898685
225.75757575757575,317.98088381278404,305.6804252101491
225.85858585858585,317.9711197004598,305.68129663954
225.95959595959596,317.9613637257801,305.68216731776505
226.06060606060606,317.9516158825313,305.68303724542926
226.16161616161617,317.94187616450364,305.68390642313756
226.26262626262627,317.93214456549043,305.6847748514942
226.36363636363637,317.92242107928865,305.6856425311032
226.46464646464648,317.91270569969856,305.68650946256844
226.56565656565655,317.90299842052417,305.6873756464931
226.66666666666666,317.89329923557256,305.6882410834801
226.76767676767676,317.88360813865467,305.6891057741322
226.86868686868686,317.87392512358457,305.6899697190516
226.96969696969697,317.86425018418,305.69083291884016
227.07070707070707,317.85458331426196,305.6916953740995
227.17171717171718,317.8449245076552,305.69255708543074
227.27272727272728,317.83527375818755,305.6934180534347
227.37373737373738,317.82563105969075,305.694278278712
227.4747474747475,317.8159964059996,305.69513776186255
227.57575757575756,317.80636979095254,305.6959965034862
227.67676767676767,317.7967512083914,305.6968545041824
227.77777777777777,317.7871406521616,305.6977117645501
227.87878787878788,317.77753811611194,305.6985682851882
227.97979797979798,317.7679435940945,305.69942406669475
228.08080808080808,317.75835707996515,305.70027910966786
228.1818181818182,317.74877856758303,305.7011334147052
228.2828282828283,317.73920805081065,305.7019869824039
228.3838383838384,317.72964552351414,305.7028398133611
228.4848484848485,317.72009097956305,305.703691908173
228.58585858585857,317.7105444128305,305.7045432674361
228.68686868686868,317.7010058171927,305.70539389174604
228.78787878787878,317.6914751865297,305.70624378169845
228.88888888888889,317.68195251472497,305.7070929378883
228.989898989899,317.67243779566513,305.70794136091047
229.0909090909091,317.6629310232406,305.70878905135936
229.1919191919192,317.6534321913451,305.70963600982896
229.2929292929293,317.6439412938758,305.710482236913
229.3939393939394,317.6344583247334,305.7113277332048
229.4949494949495,317.62498327782197,305.71217249929737
229.59595959595958,317.61551614704916,305.71301653578325
229.6969696969697,317.60605692632595,305.71385984325485
229.7979797979798,317.59660560956684,305.7147024223039
229.8989898989899,317.58716219068987,305.7155442735221
230.0,317.5777266636164,305.71638539750063
230.1010101010101,317.56829902227116,305.7172257948302
230.2020202020202,317.55887926058267,305.7180654661014
230.3030303030303,317.5494673724827,305.7189044119044
230.40404040404042,317.5400633519063,305.71974263282885
230.5050505050505,317.53066719279246,305.7205801294643
230.6060606060606,317.5212788890831,305.72141690239965
230.7070707070707,317.511898434724,305.7222529522237
230.8080808080808,317.5025258236641,305.72308827952475
230.9090909090909,317.4931610498561,305.7239228848907
231.010101010101,317.4838041072559,305.7247567689094
231.11111111111111,317.4744549898229,305.72558993216796
231.21212121212122,317.46511369152006,305.72642237525326
231.31313131313132,317.4557802063139,305.727254098752
231.41414141414143,317.44645452817394,305.72808510325024
231.5151515151515,317.43713665107373,305.7289153893339
231.6161616161616,317.4278265689899,305.7297449575885
231.7171717171717,317.41852427590266,305.730573808599
231.8181818181818,317.4092297657957,305.7314019429504
231.91919191919192,317.39994303265615,305.732229361227
232.02020202020202,317.39066407047454,305.73305606401277
232.12121212121212,317.3813928732449,305.7338820518915
232.22222222222223,317.3721294349648,305.7347073254466
232.32323232323233,317.3628737496352,305.73553188526097
232.42424242424244,317.3536258112604,305.73635573191723
232.5252525252525,317.3443856138483,305.73717886599775
232.62626262626262,317.3351531514103,305.7380012880844
232.72727272727272,317.3259284179611,305.7388229987586
232.82828282828282,317.31671140751905,305.7396439986018
232.92929292929293,317.3075021141058,305.7404642881947
233.03030303030303,317.2983005317464,305.7412838681178
233.13131313131314,317.28910665446966,305.7421027389512
233.23232323232324,317.27992047630755,305.7429209012748
233.33333333333334,317.27074199129567,305.74373835566786
233.43434343434345,317.2615711934729,305.7445551027096
233.53535353535352,317.2524080768818,305.74537114297857
233.63636363636363,317.24325263556824,305.74618647705324
233.73737373737373,317.23410486358154,305.7470011055116
233.83838383838383,317.2249647549747,305.7478150289312
233.93939393939394,317.21583230380384,305.7486282478893
234.04040404040404,317.2067075041287,305.749440762963
234.14141414141415,317.19759035001255,305.7502525747287
234.24242424242425,317.1884808355221,305.7510636837626
234.34343434343435,317.1793789547274,305.7518740906406
234.44444444444446,317.170284701702,305.7526837959383
234.54545454545453,317.16119807052297,305.7534928002307
234.64646464646464,317.15211905527076,305.7543011040925
234.74747474747474,317.1430476500294,305.7551087080983
234.84848484848484,317.1339838488864,305.7559156128221
234.94949494949495,317.12492764593236,305.7567218188376
235.05050505050505,317.11587903526174,305.7575273267182
235.15151515151516,317.10683801097235,305.75833213703686
235.25252525252526,317.0978045671655,305.75913625036617
235.35353535353536,317.0887786979457,305.75993966727845
235.45454545454547,317.07976039742124,305.7607423883457
235.55555555555554,317.0707496597037,305.7615444141394
235.65656565656565,317.0617464789083,305.7623457452307
235.75757575757575,317.0527508491533,305.76314638219054
235.85858585858585,317.04376276456094,305.76394632558953
235.95959595959596,317.03478221925656,305.76474557599755
236.06060606060606,317.02580920736904,305.7655441339846
236.16161616161617,317.01684372303083,305.76634200012006
236.26262626262627,317.0078857603778,305.76713917497295
236.36363636363637,316.99893531354905,305.76793565911197
236.46464646464648,316.9899923766875,305.76873145310554
236.56565656565655,316.9810569439393,305.76952655752166
236.66666666666666,316.972129009454,305.7703209729279
236.76767676767676,316.9632085673849,305.7711146998916
236.86868686868686,316.9542956118885,305.7719077389796
236.96969696969697,316.94539013712483,305.77270009075863
237.07070707070707,316.93649213725735,305.77349175579485
237.17171717171718,316.92760160645304,305.774282734654
237.27272727272728,316.9187185388824,305.7750730279017
237.37373737373738,316.9098429287191,305.7758626361031
237.4747474747475,316.90097477014064,305.77665155982294
237.57575757575756,316.8921140573278,305.7774397996257
237.67676767676767,316.88326078446465,305.7782273560754
237.77777777777777,316.87441494573915,305.77901422973576
237.87878787878788,316.86557653534226,305.77980042117014
237.97979797979798,316.8567455474687,305.7805859309416
238.08080808080808,316.8479219763164,305.7813707596126
238.1818181818182,316.83910581608717,305.78215490774573
238.2828282828283,316.8302970609857,305.78293837590275
238.3838383838384,316.8214957052207,305.78372116464516
238.4848484848485,316.81270174300386,305.7845032745343
238.58585858585857,316.8039151685507,305.78528470613105
238.68686868686868,316.79513597607996,305.7860654599959
238.78787878787878,316.78636415981407,305.78684553668893
238.88888888888889,316.7775997139786,305.78762493676993
238.989898989899,316.7688426328028,305.78840366079834
239.0909090909091,316.76009291051935,305.7891817093333
239.1919191919192,316.7513505413644,305.78995908293354
239.2929292929293,316.7426155195775,305.79073578215736
239.3939393939394,316.73388783940163,305.79151180756276
239.4949494949495,316.7251674950834,305.7922871597074
239.59595959595958,316.71645448087264,305.79306183914866
239.6969696969697,316.7077487910228,305.7938358464434
239.7979797979798,316.69905041979086,305.79460918214824
239.8989898989899,316.690359361437,305.79538184681934
240.0,316.68167561022506,305.79615384101254
240.1010101010101,316.67299916042225,305.7969251652835
240.2020202020202,316.6643300062994,305.7976958201872
240.3030303030303,316.6556681421305,305.7984658062785
240.40404040404042,316.6470135621932,305.79923512411193
240.5050505050505,316.63836626076863,305.8000037742415
240.6060606060606,316.62972623214137,305.80077175722084
240.7070707070707,316.6210934705993,305.80153907360346
240.8080808080808,316.61246797043395,305.8023057239423
240.9090909090909,316.6038497259402,305.80307170879
241.010101010101,316.5952387314165,305.8038370286989
241.11111111111111,316.5866349811645,305.804601684221
241.21212121212122,316.5780384694896,305.80536567590775
241.31313131313132,316.5694491907006,305.8061290043105
241.41414141414143,316.5608671391096,305.80689166997996
241.5151515151515,316.5522923090322,305.8076536734668
241.6161616161616,316.5437246947877,305.8084150153211
241.7171717171717,316.5351642906987,305.80917569609267
241.8181818181818,316.5266110910909,305.8099357163309
241.91919191919192,316.51806509029416,305.81069507658503
242.02020202020202,316.5095262826412,305.81145377740364
242.12121212121212,316.50099466246854,305.81221181933523
242.22222222222223,316.49247022411606,305.8129692029276
242.32323232323233,316.48395296192706,305.8137259287287
242.42424242424244,316.4754428702483,305.81448199728555
242.5252525252525,316.46693994343,305.81523740914525
242.62626262626262,316.4584441758259,305.8159921648544
242.72727272727272,316.4499555617932,305.8167462649592
242.82828282828282,316.44147409569246,305.8174997100054
242.92929292929293,316.43299977188775,305.8182525005387
243.03030303030303,316.42453258474666,305.81900463710423
243.13131313131314,316.4160725286402,305.8197561202467
243.23232323232324,316.40761959794264,305.8205069505106
243.33333333333334,316.3991737870321,305.82125712844004
243.43434343434345,316.39073509028987,305.82200665457873
243.53535353535352,316.38230350210074,305.82275552947004
243.63636363636363,316.3738790168531,305.8235037536571
243.73737373737373,316.3654616289386,305.82425132768236
243.83838383838383,316.3570513327524,305.8249982520883
243.93939393939394,316.34864812269325,305.82574452741676
244.04040404040404,316.3402519931633,305.8264901542094
244.14141414141415,316.331862938568,305.82723513300743
244.24242424242425,316.3234809533165,305.82797946435176
244.34343434343435,316.3151060318212,305.82872314878284
244.44444444444446,316.30673816849816,305.82946618684093
244.54545454545453,316.2983773577667,305.83020857906575
244.64646464646464,316.29002359404967,305.8309503259968
244.74747474747474,316.28167687177347,305.8316914281731
244.84848484848484,316.2733371853679,305.83243188613346
244.94949494949495,316.26500452926604,305.83317170041624
245.05050505050505,316.2566788979048,305.8339108715595
245.15151515151516,316.2483602857242,305.83464940010083
245.25252525252526,316.2400486871679,305.8353872865776
245.35353535353536,316.23174409668303,305.8361245315267
245.45454545454547,316.22344650872003,305.8368611354848
245.55555555555554,316.21515591773294,305.8375970989881
245.65656565656565,316.20687231817925,305.8383324225725
245.75757575757575,316.1985957045198,305.8390671067735
245.85858585858585,316.190326071219,305.83980115212626
245.95959595959596,316.1820634127446,305.8405345591656
246.06060606060606,316.17380772356796,305.84126732842594
246.16161616161617,316.1655589981639,305.8419994604415
246.26262626262627,316.1573172310104,305.8427309557459
246.36363636363637,316.1490824165893,305.8434618148725
246.46464646464648,316.14085454938566,305.8441920383545
246.56565656565655,316.13263362388807,305.8449216267244
246.66666666666666,316.12441963458855,305.8456505805146
246.76767676767676,316.11621257598256,305.8463789002569
246.86868686868686,316.1080124425691,305.84710658648316
246.96969696969697,316.0998192288506,305.84783363972446
247.07070707070707,316.0916329293329,305.8485600605117
247.17171717171718,316.08345353852525,305.84928584937546
247.27272727272728,316.07528105094053,305.85001100684576
247.37373737373738,316.067115461095,305.8507355334526
247.4747474747475,316.05895676350826,305.8514594297254
247.57575757575756,316.0508049527035,305.85218269619315
247.67676767676767,316.0426600232074,305.85290533338474
247.77777777777777,316.03452196955004,305.8536273418284
247.87878787878788,316.0263907862648,305.8543487220523
247.97979797979798,316.01826646788885,305.85506947458407
248.08080808080808,316.0101490089626,305.855789599951
248.1818181818182,316.00203840402986,305.85650909868
248.2828282828283,315.9939346476381,305.85722797129785
248.3838383838384,315.98583773433813,305.85794621833065
248.4848484848485,315.9777476586843,305.8586638403043
248.58585858585857,315.96966441523415,305.85938083774437
248.68686868686868,315.96158799854896,305.86009721117597
248.78787878787878,315.95351840319347,305.860812961124
248.88888888888889,315.9454556237358,305.86152808811295
248.989898989899,315.9373996547475,305.8622425926668
249.0909090909091,315.92935049080353,305.8629564753094
249.1919191919192,315.9213081264824,305.863669736564
249.2929292929293,315.91327255636617,305.8643823769538
249.3939393939394,315.9052437750401,305.8650943970015
249.4949494949495,315.89722177709325,305.8658057972293
249.59595959595958,315.88920655711775,305.8665165781592
249.6969696969697,315.88119810970943,305.86722674031273
249.7979797979798,315.87319642946755,305.8679362842113
249.8989898989899,315.8652015109949,305.8686452103757
250.0,315.8572133488976,305.86935351932647
250.1010101010101,315.8492319377851,305.8700612115838
250.2020202020202,315.84125727227064,305.8707682876675
250.3030303030303,315.83328934697073,305.8714747480971
250.40404040404042,315.82532815650535,305.87218059339165
250.5050505050505,315.81737369549796,305.8728858240699
250.6060606060606,315.80942595857545,305.8735904406503
250.7070707070707,315.80148494036814,305.87429444365074
250.8080808080808,315.79355063551,305.8749978335891
250.9090909090909,315.78562303863816,305.87570061098256
251.010101010101,315.7777021443934,305.8764027763482
251.11111111111111,315.76978794741996,305.87710433020254
251.21212121212122,315.76188044236545,305.8778052730618
251.31313131313132,315.7539796238811,305.87850560544206
251.41414141414143,315.7460854866214,305.8792053278587
251.5151515151515,315.73819802524434,305.8799044408269
251.6161616161616,315.7303172344115,305.8806029448616
251.7171717171717,315.7224431087877,305.88130084047714
251.8181818181818,315.7145756430415,305.88199812818766
251.91919191919192,315.7067148318447,305.88269480850704
252.02020202020202,315.6988606698726,305.8833908819485
252.12121212121212,315.691013151804,305.8840863490252
252.22222222222223,315.68317227232114,305.88478121024986
252.32323232323233,315.6753380261098,305.88547546613466
252.42424242424244,315.667510407859,305.8861691171917
252.5252525252525,315.65968941226146,305.8868621639325
252.62626262626262,315.6518750340132,305.8875546068684
252.72727272727272,315.64406726781374,305.8882464465102
252.82828282828282,315.63626610836616,305.8889376833686
252.92929292929293,315.62847155037684,305.8896283179537
253.03030303030303,315.62068358855566,305.89031835077526
253.13131313131314,315.61290221761607,305.89100778234285
253.23232323232324,315.60512743227486,305.89169661316555
253.33333333333334,315.5973592272523,305.89238484375215
253.43434343434345,315.58959759727213,305.893072474611
253.53535353535352,315.58184253706156,305.8937595062502
253.63636363636363,315.5740940413512,305.8944459391774
253.73737373737373,315.5663521048752,305.8951317738999
253.83838383838383,315.5586167223712,305.89581701092476
253.93939393939394,315.5508878885802,305.89650165075864
254.04040404040404,315.54316559824656,305.8971856939076
254.14141414141415,315.5354498461184,305.89786914087773
254.24242424242425,315.5277406269471,305.8985519921745
254.34343434343435,315.52003793548744,305.8992342483031
254.44444444444446,315.5123417664978,305.8999159097684
254.54545454545453,315.50465211474,305.9005969770749
254.64646464646464,315.4969689749792,305.9012774507266
254.74747474747474,315.4892923419841,305.9019573312273
254.84848484848484,315.48162221052695,305.90263661908057
254.94949494949495,315.47395857538334,305.90331531478927
255.05050505050505,315.4663014313322,305.90399341885615
255.15151515151516,315.45865077315625,305.9046709317835
255.25252525252526,315.45100659564145,305.90534785407345
255.35353535353536,315.4433688935772,305.9060241862275
255.45454545454547,315.4357376617563,305.90669992874695
255.55555555555554,315.4281128949754,305.9073750821327
255.65656565656565,315.42049458803405,305.9080496468853
255.75757575757575,315.41288273573565,305.9087236235049
255.85858585858585,315.40527733288695,305.9093970124914
255.95959595959596,315.39767837429815,305.9100698143443
256.06060606060606,315.39008585478285,305.9107420295627
256.16161616161617,315.38249976915813,305.9114136586453
256.26262626262627,315.37492011224475,305.9120847020906
256.3636363636364,315.3673468788666,305.91275516039667
256.4646464646465,315.35978006385113,305.91342503406105
256.5656565656566,315.3522196620294,305.91409432358125
256.6666666666667,315.3446656682358,305.9147630294542
256.7676767676768,315.33711807730816,305.9154311521765
256.8686868686869,315.3295768840878,305.9160986922444
256.969696969697,315.32204208341955,305.91676565015393
257.07070707070704,315.31451367015165,305.91743202640055
257.17171717171715,315.3069916391357,305.9180978214794
257.27272727272725,315.2994759852269,305.91876303588543
257.37373737373736,315.2919667032839,305.9194276701131
257.47474747474746,315.2844637881688,305.9200917246566
257.57575757575756,315.2769672347471,305.9207552000095
257.67676767676767,315.2694770378877,305.9214180966654
257.77777777777777,315.26199319246325,305.9220804151173
257.8787878787879,315.25451569334945,305.9227421558579
257.979797979798,315.2470445354258,305.92340331937953
258.0808080808081,315.23957971357504,305.9240639061742
258.1818181818182,315.23212122268353,305.92472391673357
258.2828282828283,315.224669057641,305.9253833515489
258.3838383838384,315.2172232133406,305.926042211111
258.4848484848485,315.20978368467894,305.9267004959105
258.5858585858586,315.2023504665563,305.92735820643765
258.6868686868687,315.19492355387615,305.92801534318227
258.7878787878788,315.18750294154546,305.9286719066338
258.8888888888889,315.1800886244748,305.92932789728144
258.989898989899,315.1726805975781,305.9299833156139
259.09090909090907,315.16527885577284,305.9306381621197
259.19191919191917,315.15788339397983,305.9312924372868
259.2929292929293,315.15049420712336,305.93194614160296
259.3939393939394,315.14311129013123,305.9325992755555
259.4949494949495,315.13573463793466,305.9332518396314
259.5959595959596,315.12836424546833,305.9339038343173
259.6969696969697,315.1210001076705,305.9345552600995
259.7979797979798,315.11364221948276,305.9352061174639
259.8989898989899,315.10629057585015,305.93585640689616
260.0,315.0989451717211,305.9365061288813
260.1010101010101,315.09160600204774,305.9371552839043
260.2020202020202,315.08427306178555,305.93780387244965
260.3030303030303,315.07694634589336,305.9384518950014
260.4040404040404,315.0696258493335,305.9390993520434
260.5050505050505,315.0623115670718,305.93974624405905
260.6060606060606,315.05500349407765,305.94039257153145
260.7070707070707,315.04770162532367,305.9410383349433
260.80808080808083,315.0404059557861,305.9416835347769
260.90909090909093,315.0331164804446,305.94232817151425
261.010101010101,315.02583319428237,305.9429722456371
261.1111111111111,315.0185560922858,305.9436157576266
261.2121212121212,315.01128516944505,305.9442587079637
261.3131313131313,315.0040204207536,305.94490109712905
261.4141414141414,314.99676184120835,305.94554292560275
261.5151515151515,314.98950942580973,305.94618419386467
261.6161616161616,314.98226316956163,305.9468249023944
261.7171717171717,314.9750230674714,305.947465051671
261.8181818181818,314.9677891145497,305.94810464217323
261.9191919191919,314.96056130581087,305.9487436743796
262.020202020202,314.9533396362726,305.94938214876817
262.1212121212121,314.946124100956,305.95002006581655
262.22222222222223,314.93891469488574,305.95065742600224
262.32323232323233,314.9317114130899,305.9512942298021
262.42424242424244,314.9245142505999,305.9519304776928
262.52525252525254,314.9173232024508,305.95256617015076
262.62626262626264,314.9101382636812,305.95320130765174
262.72727272727275,314.90295942933267,305.9538358906714
262.82828282828285,314.89578669445086,305.9544699196849
262.92929292929296,314.88862005408447,305.9551033951672
263.030303030303,314.8814595032859,305.9557363175927
263.1313131313131,314.8743050371107,305.95636868743554
263.2323232323232,314.8671566506182,305.95700050516956
263.3333333333333,314.86001433887105,305.95763177126827
263.4343434343434,314.8528780969353,305.9582624862045
263.5353535353535,314.8457479198806,305.95889265045116
263.6363636363636,314.8386238027799,305.9595222644806
263.73737373737373,314.83150574070976,305.9601513287647
263.83838383838383,314.82439372875007,305.96077984377524
263.93939393939394,314.81728776198435,305.9614078099835
264.04040404040404,314.8101878354993,305.9620352278602
264.14141414141415,314.80309394438535,305.96266209787626
264.24242424242425,314.79600608373624,305.96328842050167
264.34343434343435,314.78892424864927,305.96391419620636
264.44444444444446,314.781848434225,305.96453942545975
264.54545454545456,314.77477863556777,305.96516410873113
264.64646464646466,314.7677148477851,305.9657882464892
264.74747474747477,314.76065706598797,305.96641183920235
264.8484848484849,314.7536052852911,305.96703488733874
264.949494949495,314.74655950081234,305.9676573913661
265.050505050505,314.7395197076732,305.96827935175173
265.1515151515151,314.73248590099854,305.96890076896267
265.25252525252523,314.7254580759168,305.9695216434656
265.35353535353534,314.7184362275597,305.97014197572673
265.45454545454544,314.7114203510626,305.9707617662121
265.55555555555554,314.7044104415642,305.9713810153871
265.65656565656565,314.69740649420675,305.9719997237172
265.75757575757575,314.6904085041359,305.9726178916672
265.85858585858585,314.68341646650066,305.97323551970146
265.95959595959596,314.67643037645365,305.97385260828423
266.06060606060606,314.669450229151,305.97446915787935
266.16161616161617,314.6624760197521,305.9750851689502
266.26262626262627,314.6555077434199,305.97570064195986
266.3636363636364,314.6485453953208,305.97631557737105
266.4646464646465,314.64158897062475,305.9769299756462
266.5656565656566,314.63463846450503,305.97754383724725
266.6666666666667,314.62769387213837,305.97815716263585
266.7676767676768,314.620755188705,305.97876995227335
266.8686868686869,314.6138224093887,305.9793822066207
266.969696969697,314.60689552937663,305.9799939261384
267.07070707070704,314.5999745438593,305.9806051112867
267.17171717171715,314.5930594480309,305.9812157625255
267.27272727272725,314.5861502370889,305.9818258803144
267.37373737373736,314.5792469062342,305.9824354651123
267.47474747474746,314.57234945067137,305.98304451737823
267.57575757575756,314.5654578656083,305.9836530375706
267.67676767676767,314.55857214625644,305.98426102614746
267.77777777777777,314.5516922878304,305.98486848356646
267.8787878787879,314.54481828554856,305.985475410285
267.979797979798,314.5379501346327,305.98608180676024
268.0808080808081,314.53108783030797,305.9866876734487
268.1818181818182,314.5242313678031,305.98729301080675
268.2828282828283,314.51738074235004,305.98789781929025
268.3838383838384,314.51053594918454,305.98850209935483
268.4848484848485,314.5036969835456,305.98910585145575
268.5858585858586,314.4968638406756,305.98970907604786
268.6868686868687,314.4900365158205,305.99031177358563
268.7878787878788,314.4832150042298,305.9909139445233
268.8888888888889,314.4763993011564,305.9915155893146
268.989898989899,314.46958940185647,305.99211670841305
269.09090909090907,314.46278530158986,305.99271730227167
269.19191919191917,314.45598699561987,305.9933173713432
269.2929292929293,314.44919447921313,305.99391691608014
269.3939393939394,314.4424077476397,305.9945159369343
269.4949494949495,314.4356267961734,305.99511443435745
269.5959595959596,314.42885162009117,305.9957124088009
269.6969696969697,314.42208221467365,305.9963098607156
269.7979797979798,314.4153185752046,305.99690679055215
269.8989898989899,314.4085606969717,305.99750319876074
270.0,314.40180857526576,305.99809908579124
270.1010101010101,314.3950622053812,305.9986944520932
270.2020202020202,314.38832158261573,305.9992892981158
270.3030303030303,314.3815867022707,305.9998836243078
270.4040404040404,314.3748575596509,306.0004774311177
270.5050505050505,314.3681341500644,306.0010707189936
270.6060606060606,314.36141646882294,306.00166348838314
270.7070707070707,314.3547045112416,306.00225573973376
270.80808080808083,314.3479982726391,306.0028474734926
270.90909090909093,314.34129774833724,306.00343869010607
271.010101010101,314.33460293366153,306.00402939002066
271.1111111111111,314.3279138239411,306.0046195736823
271.2121212121212,314.32123041450825,306.0052092415366
271.3131313131313,314.3145527006988,306.00579839402866
271.4141414141414,314.30788067785215,306.0063870316035
271.5151515151515,314.30121434131104,306.00697515470563
271.6161616161616,314.2945536864217,306.0075627637792
271.7171717171717,314.2878987085338,306.008149859268
271.8181818181818,314.2812494030006,306.00873644161544
271.9191919191919,314.27460576517865,306.00932251126477
272.020202020202,314.267967790428,306.00990806865855
272.1212121212121,314.2613354741121,306.0104931142393
272.22222222222223,314.25470881159816,306.011077648449
272.32323232323233,314.24808779825645,306.0116616717292
272.42424242424244,314.24147242946094,306.0122451845214
272.52525252525254,314.23486270058896,306.0128281872665
272.62626262626264,314.22825860702136,306.01341068040506
272.72727272727275,314.22166014414245,306.0139926643773
272.82828282828285,314.2150673073399,306.01457413962316
272.92929292929296,314.20848009200495,306.01515510658214
273.030303030303,314.2018984935322,306.01573556569343
273.1313131313131,314.1953225073199,306.0163155173958
273.2323232323232,314.18875212876935,306.0168949621278
273.3333333333333,314.1821873532859,306.01747390032745
273.4343434343434,314.1756281762778,306.0180523324325
273.5353535353535,314.1690745931572,306.01863025888036
273.6363636363636,314.1625265993393,306.019207680108
273.73737373737373,314.15598419024303,306.01978459655226
273.83838383838383,314.1494473612908,306.0203610086493
273.93939393939394,314.1429161079083,306.020936916835
274.04040404040404,314.1363904255248,306.0215123215452
274.14141414141415,314.129870309573,306.02208722321495
274.24242424242425,314.123355755489,306.02266162227926
274.34343434343435,314.1168467587125,306.02323551917266
274.44444444444446,314.11034331468653,306.02380891432915
274.54545454545456,314.1038454188576,306.0243818081828
274.64646464646466,314.0973530666757,306.0249542011669
274.74747474747477,314.0908662535943,306.02552609371463
274.8484848484849,314.0843849750703,306.02609748625866
274.949494949495,314.07790922656403,306.02666837923147
275.050505050505,314.07143900353935,306.02723877306505
275.1515151515151,314.0649743014635,306.0278086681911
275.25252525252523,314.05851511580727,306.02837806504084
275.35353535353534,314.0520614420449,306.0289469640454
275.45454545454544,314.04561327565386,306.0295153656353
275.55555555555554,314.0391706121154,306.0300832702407
275.65656565656565,314.0327334469141,306.03065067829164
275.75757575757575,314.02630177553795,306.03121759021764
275.85858585858585,314.01987559347845,306.03178400644777
275.95959595959596,314.0134548962305,306.03234992741096
276.06060606060606,314.0070396792926,306.0329153535356
276.16161616161617,314.00062993816647,306.0334802852499
276.26262626262627,313.99422566835756,306.03404472298143
276.3636363636364,313.98782686537464,306.0346086671578
276.4646464646465,313.9814335247299,306.0351721182059
276.5656565656566,313.97504564193906,306.03573507655244
276.6666666666667,313.9686632125212,306.03629754262374
276.7676767676768,313.96228623199903,306.0368595168458
276.8686868686869,313.9559146958986,306.03742099964427
276.969696969697,313.9495485997494,306.03798199144427
277.07070707070704,313.94318793908445,306.03854249267084
277.17171717171715,313.9368327094402,306.0391025037484
277.27272727272725,313.93048290635653,306.0396620251012
277.37373737373736,313.9241385253768,306.0402210571531
277.47474747474746,313.91779956204783,306.0407796003274
277.57575757575756,313.9114660119199,306.0413376550474
277.67676767676767,313.9051378705468,306.04189522173584
277.77777777777777,313.8988151334857,306.04245230081506
277.8787878787879,313.8924977962972,306.04300889270706
277.979797979798,313.8861858545455,306.0435649978336
278.0808080808081,313.8798793037981,306.04412061661594
278.1818181818182,313.87357813962603,306.0446757494751
278.2828282828283,313.86728235760376,306.0452303968317
278.3838383838384,313.86099195330934,306.045784559106
278.4848484848485,313.85470692232406,306.0463382367179
278.5858585858586,313.8484272602328,306.0468914300868
278.6868686868687,313.84215296262397,306.0474441396321
278.7878787878788,313.8358840250893,306.0479963657725
278.8888888888889,313.8296204432239,306.0485481089266
278.989898989899,313.82336221262665,306.04909936951236
279.09090909090907,313.8171093288997,306.0496501479476
279.19191919191917,313.8108617876485,306.05020044464976
279.2929292929293,313.8046195844823,306.05075026003584
279.3939393939394,313.7983827150134,306.05129959452256
