Field,50,52,54,56,58,60,62,64,67,70,73,76,79,82,85,88,91,94,97,100,100,102,104,106,108,110,112,114,116,118,120,122,124,126,128,130,132,134,136,138,140
-0.77,0.00845534,0.00995451,0.0115004,0.0126162,0.0148821,0.0148335,0.0147896,0.0138779,0.0126572,0.0129395,0.011963,0.0123559,0.0145264,0.0143624,0.0125008,0.0118561,0.0129891,0.0148087,0.0140229,0.0126229,0.0122147,0.0117036,0.0109749,0.011406,0.0113526,0.0111886,0.0111657,0.0110551,0.0111046,0.0109063,0.0109292,0.0111275,0.011879,0.0121308,0.0121155,0.0123025,0.0123978,0.0122262,0.011612,0.011715,0.0117226
-0.76,0.00851065,0.00995737,0.0116006,0.0125504,0.0148802,0.0149508,0.0147477,0.0140343,0.0126725,0.0130883,0.0121117,0.0124512,0.0145302,0.0143967,0.0125695,0.0119401,0.0130425,0.0148965,0.0140648,0.0126305,0.0123864,0.0117989,0.0110093,0.0113869,0.0114937,0.0112572,0.0113183,0.0110894,0.0111695,0.0110436,0.010933,0.0111733,0.0119324,0.0122033,0.0122605,0.0124512,0.0123978,0.0122376,0.0116768,0.0117722,0.0117455
-0.75,0.00844389,0.00994688,0.0116063,0.0125304,0.0148259,0.0148993,0.0147,0.0138207,0.0124779,0.0129128,0.0120545,0.0124016,0.0146752,0.0141411,0.0124894,0.011921,0.012909,0.014843,0.013958,0.0125123,0.0122643,0.0116997,0.0110207,0.011261,0.0114594,0.0111657,0.0112305,0.0109597,0.0110741,0.0109635,0.0108681,0.0111237,0.0118561,0.0122109,0.0121422,0.0123292,0.0124016,0.0120125,0.0116311,0.0115929,0.011757
-0.74,0.00826842,0.0098601,0.0114556,0.0125266,0.0146475,0.014679,0.0146609,0.0135689,0.0123635,0.0128899,0.0119095,0.0121804,0.0145112,0.0139351,0.0124093,0.0117493,0.0127602,0.014679,0.013752,0.0124474,0.0120926,0.011612,0.0108681,0.0110474,0.0112725,0.0110207,0.0110322,0.0108414,0.0109559,0.0107842,0.0107308,0.0110207,0.0117379,0.0119858,0.0119515,0.0120736,0.0122796,0.0118294,0.0115624,0.0113564,0.0116463
-0.73,0.00809675,0.0097447,0.0112086,0.0123053,0.0145321,0.0144091,0.0144921,0.0134621,0.0122491,0.0126801,0.0117188,0.0119935,0.014206,0.013794,0.0121995,0.0116158,0.0126076,0.0145341,0.0136452,0.0122681,0.0118981,0.0113297,0.0107117,0.0109292,0.011158,0.0107804,0.0109368,0.0106927,0.0108414,0.0105286,0.0106125,0.0108033,0.0114632,0.0118714,0.0118867,0.0118371,0.0120507,0.0117798,0.0114594,0.0113412,0.0115014
-0.72,0.00802237,0.00955397,0.0111104,0.0120688,0.0143071,0.0141936,0.014289,0.013382,0.0119973,0.012497,0.0114442,0.0117951,0.0140267,0.013588,0.0119591,0.0114289,0.0124817,0.0142594,0.0134698,0.0120049,0.0117531,0.0110894,0.0106469,0.0107613,0.0109711,0.0106202,0.0107918,0.0105096,0.010666,0.0103989,0.0105096,0.0106927,0.0113297,0.011715,0.0117455,0.011673,0.0119591,0.0116807,0.0112534,0.0111161,0.0112954
-0.71,0.00787359,0.00940615,0.0109416,0.0119811,0.0140696,0.0140916,0.0139638,0.0130921,0.011776,0.0123292,0.0113793,0.0116883,0.013897,0.0135232,0.0118027,0.0113068,0.0122986,0.0141526,0.0133172,0.011879,0.01157,0.0109444,0.0104638,0.0106393,0.0107766,0.0105172,0.0106316,0.0103989,0.0104714,0.0102463,0.0103722,0.0105286,0.0111886,0.0115243,0.0116234,0.0114861,0.0117722,0.0112992,0.011036,0.0110093,0.0111199
-0.7,0.00776675,0.00925928,0.0107108,0.0119525,0.0138503,0.0139123,0.0138159,0.0129929,0.0115891,0.0122185,0.0112534,0.0116196,0.0136338,0.0132867,0.0116692,0.0111809,0.0121384,0.0140496,0.0131608,0.0117112,0.0113412,0.0108491,0.010273,0.0104523,0.010666,0.010357,0.0104523,0.0102578,0.0103112,0.0101052,0.0101777,0.0103303,0.0110398,0.0113793,0.011364,0.0113373,0.0116273,0.0112496,0.0108605,0.0109177,0.0109559
-0.69,0.00762275,0.00905901,0.0105057,0.0117074,0.0136338,0.0137959,0.0137807,0.0128403,0.0114213,0.0121308,0.0110932,0.0113793,0.0134888,0.0129853,0.0114937,0.0110016,0.0121117,0.0139809,0.0130158,0.0115586,0.0112229,0.0106888,0.0100785,0.010315,0.0105172,0.0101853,0.0103341,0.0101052,0.010109,0.0100709,0.0100022,0.0102425,0.0107651,0.0111848,0.0111542,0.0111542,0.0112801,0.0110512,0.0107651,0.0107232,0.0107995
