Delay,Delay,,,,,,,,,,,
mm,ps,,,,,,,,,,,
,,60,70,80,90,100,110,120,130,140,150,160
223,-13.34,0.00714801903154743,0.00848832128482284,0.0086993729331055,0.0106756600633139,0.0101985236388758,0.00900167336244541,0.00682200089867732,0.00333886131554045,0.00189653453046516,8.90641332497911E-4,-2.03721926251084E-4
222.95,-13.0064999999999,0.00362483695210977,0.00452172294115834,0.00433003949702343,0.005331840696101,0.00544652730852916,0.00457892576419214,0.00341272825476366,0.00146069206087546,0.00110699730469335,2.99881152882205E-4,-1.98858701193102E-4
222.9,-12.673,0.00170212867206851,0.00242039055260168,0.00225362488159039,0.00235587561161139,0.00252007170469774,0.00216348034934498,0.00159266536691512,5.71125426598913E-4,6.50336023862816E-4,-4.48757802840434E-4,-4.12217124165498E-4
222.85,-12.3395,0.00137756157348419,0.00172997889257305,0.0013925448473701,0.00124257844567234,0.00114998217529666,0.00135347401746725,8.44584501441929E-4,5.10189604898546E-5,4.02592297622149E-4,-4.68982928153717E-4,-3.11545641644957E-4
222.8,-12.0060000000001,8.43857863397003E-4,0.00143095524560136,8.95152974653676E-4,8.28382283165091E-4,8.55159107572074E-4,9.4326943231441E-4,6.38238376133814E-4,-5.16934172000458E-4,6.09396620694879E-4,-1.09035860484545E-4,-1.03794452425243E-4
222.75,-11.6725,7.09490957560944E-4,0.00159250688031105,7.62061661281147E-4,8.93026688725263E-4,8.17500115571745E-4,3.41493449781659E-4,3.3584927881833E-4,-2.06179895546494E-4,5.91138497622682E-4,-9.46315538847118E-5,3.52986398703527E-5
222.7,-11.3389999999999,6.53459096037017E-4,9.26450699098568E-4,9.78835365039843E-4,0.00128806551302553,9.93544220134179E-4,3.87302401746725E-4,-2.73943079811877E-4,8.37698051440396E-5,2.05793023060419E-5,-3.50725426065163E-4,8.58506659411418E-5
222.65,-11.0055,8.32734203869618E-4,8.54265445417456E-4,5.42573926997017E-4,0.00135031493750204,0.00118014666815438,6.41338427947598E-4,2.69839152692154E-5,4.16531975356594E-4,-2.84747115037157E-4,-2.19021929824562E-5,6.34279730854032E-5
222.6,-10.672,7.60617817931012E-4,0.00108742365486981,8.39951981425459E-4,0.00127609839004049,0.00127848136719117,0.00107028930131004,4.35317426524008E-4,-3.64600980599817E-5,-1.12807697134042E-4,8.48262364243944E-5,-2.16732365378609E-4
222.55,-10.3385000000001,6.94918390333702E-4,9.85125869710872E-4,7.94227420141073E-4,0.0011444168572526,9.22868680592256E-4,0.00131807794759825,2.27723230259117E-5,7.86615447240982E-5,3.62516947538729E-4,4.37696856307435E-4,-3.28067868856026E-4
222.5,-10.005,6.23619957281048E-4,0.00118095333759459,6.77049364585078E-4,0.0011061097122257,8.88232142422911E-4,8.89131877729258E-4,2.79581832691071E-4,6.29997083443976E-4,5.10189183102642E-4,1.8067850459482E-4,-2.91891366991332E-4
222.45,-9.67149999999992,3.44620646340804E-4,9.63147141026173E-4,5.77946716332891E-4,0.0014221427800358,0.00116910490556383,0.00135347510917031,3.21994974691334E-4,7.01468459124732E-4,6.90289274387028E-4,6.89379615705932E-5,-4.42986461411818E-4
222.4,-9.33800000000004,0.00152958941450826,9.47816918752254E-4,9.04939014731481E-4,0.0013096158239463,0.00124391378190481,8.14165502183406E-4,2.02089097351486E-4,9.77236181427898E-4,3.62955778846692E-4,3.19676390977444E-4,-2.4905519845058E-4
222.35,-9.00449999999996,0.0017182710082673,7.50033944867614E-4,9.88583883334645E-4,0.00151072770772193,0.00116583226794227,5.10155021834061E-4,3.98485036343505E-4,5.7811111575401E-4,-9.13822642900773E-5,-1.68944431913116E-4,-8.66883102744669E-5
222.3,-8.67100000000008,7.73519273784309E-4,0.00135528689921518,0.00100897053366737,0.00165198288868861,0.00139594677076672,0.00105987401746725,7.68138133877513E-4,6.1870173801078E-5,-4.18326626526943E-4,-1.71853558897243E-4,-3.61159159612256E-4
222.25,-8.3375,5.13511220910528E-4,0.00131169504571188,8.71532467001976E-4,0.00140059322225374,0.00117285235272657,0.00124311331877729,9.05376254186077E-4,3.35468614277882E-4,3.42573036114495E-4,-2.70487635756057E-5,-3.6830376843171E-4
222.2,-8.00399999999993,3.25654738334582E-4,7.34956270128289E-4,0.00107303701356223,0.00151790587272458,0.00113450251087712,0.00138679257641921,9.94053516421702E-4,1.02669431443852E-4,1.07928929536404E-4,1.48609523809524E-4,7.04739478722173E-6
222.15,-7.67050000000004,6.64610687431119E-4,9.2318272528181E-4,9.22020656812636E-4,0.0010869543823886,9.34739135623738E-4,0.00119522467248908,9.53741462031529E-4,4.13269349087073E-4,-4.29446138067857E-6,1.17798487886383E-4,-1.59260252002447E-5
222.1,-7.33699999999996,7.94946461256101E-4,0.00127871827918013,0.00103943348003317,8.71476879896971E-4,5.37921370854598E-4,0.00136597008733624,7.72221936270765E-4,4.70426641162579E-4,-1.27579596865949E-4,3.67693107769425E-5,3.63931116973236E-5
222.05,-7.00350000000008,7.92543438586076E-4,8.95905892027427E-4,0.00119001342013666,0.00140538443965225,6.76757895812917E-4,8.28744541484716E-4,7.3993461103729E-4,4.65967917554031E-4,-7.75811432148142E-5,-2.73566875522139E-4,1.97391714457525E-4
222,-6.67,8.38692227107637E-4,9.07938647126716E-4,0.00179307285973778,0.00107498499998745,0.00124834888107002,7.22547379912664E-4,8.20675244405306E-4,6.72834152729035E-4,1.39809587280963E-4,-1.34803116123642E-4,9.73620109748875E-5
