Roughness;Roughness;
x;y;
[m];[m];
5.5532902e-06;5.3887709e-10;
5.572844e-06;4.7810689e-10;
5.5923979e-06;4.3618863e-10;
5.6119517e-06;2.229851e-10;
5.6315055e-06;4.3955997e-11;
5.6510594e-06;1.0383813e-10;
5.6706132e-06;2.6907823e-10;
5.6901671e-06;5.5047045e-10;
5.7097209e-06;5.2769464e-10;
5.7292747e-06;1.6739725e-10;
5.7488286e-06;-1.7873714e-10;
5.7683824e-06;-4.3653647e-10;
5.7879362e-06;-4.6611671e-10;
5.8074901e-06;-4.875458e-10;
5.8270439e-06;-4.2648736e-10;
5.8465978e-06;-5.2529602e-10;
5.8661516e-06;-5.8592127e-10;
5.8857054e-06;-6.5033648e-10;
5.9052593e-06;-5.6306297e-10;
5.9248131e-06;-4.5227666e-10;
5.944367e-06;5.5156767e-12;
5.9639208e-06;4.0865493e-10;
5.9834746e-06;2.6666856e-10;
6.0030285e-06;-7.2847582e-10;
6.0225823e-06;-3.2547878e-10;
6.0421362e-06;-2.7689434e-11;
6.06169e-06;2.293162e-11;
6.0812438e-06;-1.2359311e-10;
6.1007977e-06;1.2641588e-10;
6.1203515e-06;5.2152925e-10;
6.1399053e-06;5.0753665e-10;
6.1594592e-06;2.7899719e-10;
6.179013e-06;-6.4566243e-11;
6.1985669e-06;-1.9371905e-10;
6.2181207e-06;-2.6624802e-10;
6.2376745e-06;-2.2794011e-10;
6.2572284e-06;-1.7107013e-10;
6.2767822e-06;-2.4728869e-10;
6.2963361e-06;-1.751103e-10;
6.3158899e-06;-3.4729205e-10;
6.3354437e-06;-9.7654694e-11;
6.3549976e-06;1.4716786e-11;
6.3745514e-06;-5.6134769e-11;
6.3941052e-06;-4.7828782e-10;
6.4136591e-06;-7.2212831e-10;
6.4332129e-06;-6.4010984e-10;
6.4527668e-06;-3.8477743e-10;
6.4723206e-06;-1.8566198e-10;
6.4918744e-06;-2.4976627e-10;
6.5114283e-06;-3.8176978e-10;
6.5309821e-06;-1.1483887e-10;
6.550536e-06;4.5616023e-10;
6.5700898e-06;3.7231368e-10;
6.5896436e-06;3.0656628e-10;
