wavelength,time,rotation,transmission
15.0,4.36916266304436,-0.0005225424682279879,1131.3097036744878
15.0,4.702726758242501,-0.0005044970401254658,1082.2946926200977
15.0,5.036290853440831,-0.0005153235761789862,1099.9545127794001
15.0,5.369854948638971,-0.0004513951152877267,1071.8429623217353
15.0,5.703419043837111,-0.00042784992219929507,1008.7721760385127
15.0,6.036983139035062,-0.0004385070683744814,1021.3863332951572
15.0,6.370547234233392,-0.0004579256357034985,1014.5386479272645
15.0,6.704111329431533,-0.00048559385051138,986.4270974695996
15.0,7.037675424629673,-0.0005089660496815129,984.6250750043647
15.0,7.371239519828003,-0.0004751096982544922,965.8840413659215
15.0,7.704803615025954,-0.0005046700340437645,985.7062884835057
15.0,8.038367710224094,-0.000510339188908008,972.7317267338142
15.0,8.371931805422234,-0.0005285576109288286,1030.756850114379
15.0,8.705495900620564,-0.0005350881313446004,1021.7467377882042
15.0,9.039059995818704,-0.0005215117127981254,1044.8126253432113
15.0,9.372624091016656,-0.0005110275605412378,1039.7669624405535
15.0,9.706188186214796,-0.00048335934573335643,1074.0053892800172
15.0,10.039752281413126,-0.0005153235761789862,1102.477344230729
15.0,10.373316376611266,-0.0005412726639237752,1122.6599958413601
15.0,10.706880471809406,-0.0005424764132719363,1129.507681209253
15.0,11.040444567007357,-0.0005808017742550039,1149.329928326837
15.0,11.374008662205688,-0.0005533029493254567,1121.5787823622193
15.0,11.707572757403828,-0.0005261501122325066,1100.6753217654941
15.0,12.041136852601968,-0.0005395571409006476,1131.6701081675349
15.0,12.374700947800298,-0.0005192772080201021,1098.152490314165
15.0,12.70826504299825,-0.0005424764132719363,1104.6397711890108
15.0,13.04182913819639,-0.0005469454228279832,1067.1577039121244
15.0,13.37539323339453,-0.000499170269057855,1037.2441309892247
15.0,13.70895732859286,-0.0004587833972150625,1048.4166702736811
15.0,14.042521423791,-0.00044520697866858743,1016.3406703924994
15.0,14.376085518988951,-0.000496762770361533,1001.92449067062
15.0,14.709649614187091,-0.00047407894282462985,989.3103334139755
15.0,15.043213709385421,-0.0005091390435998114,990.0311424000695
15.0,15.376777804583561,-0.0004668600507756281,989.6707379070225
15.0,15.710341899781701,-0.00047545568609108955,1004.8077266149959
15.0,16.043905994979653,-0.0005034662846956034,1010.2137940107007
15.0,16.377470090177983,-0.0005227154621462865,998.6808502331971
15.0,16.71103418537612,-0.0005481491721761444,1028.23401866305
15.0,17.044598280574263,-0.0005053548016370298,1019.2239063368753
15.0,17.378162375772593,-0.0005313074934217833,1044.4522208501644
15.0,17.711726470970543,-0.0005429917909868675,1060.6704230372786
15.0,18.045290566168685,-0.0005682561111383914,1045.8938388223523
15.0,18.378854661366823,-0.0005715213713462774,1084.0967150853328
15.0,18.712418756565153,-0.0005065585509851908,1133.4721306327697
15.0,19.045982851763295,-0.0005063891611068568,1117.6143329387023
15.0,19.379546946961245,-0.0005319922610150487,1094.5484453836953
15.0,19.713111042159387,-0.0005359458928561643,1093.4672319045544
15.0,20.046675137357717,-0.000534915137426302,1059.2288050650907
15.0,20.380239232555855,-0.0005445379241316612,1034.3608950448488
15.0,20.713803327753997,-0.0005350881313446004,1021.0259288021102
15.0,21.047367422951947,-0.0005500376891175706,1052.741524190245
15.0,21.380931518150277,-0.0005331960103632096,1050.9395017250101
15.0,21.71449561334842,-0.00047700181923588313,1001.203681684526
15.0,22.048059708546557,-0.0004909206215789908,923.7167156794242
15.0,22.381623803744887,-0.0005297613602769897,963.3612099145926
15.0,22.715187898942837,-0.0005371496422043255,983.1834570321768
15.0,23.04875199414098,-0.0005417880416387065,992.9143783444454
15.0,23.38231608933912,-0.0005952395583530076,1004.8077266149959
15.0,23.71588018453745,-0.0005541643148769852,1001.564086177573
15.0,24.04944427973559,-0.0005596640798628946,1019.2239063368753
15.0,24.38300837493354,-0.0005813171519699351,1045.5334343293052
15.0,24.71657247013168,-0.0005722061389395426,1039.7669624405535
15.0,25.05013656533001,-0.0005924896758600528,1055.985164627668
15.0,25.383700660528152,-0.000574271253839232,1054.9039511485269
15.0,25.71726475572629,-0.0005548490824702503,1049.858288245869
15.0,26.05082885092424,-0.0005572565811665726,1075.807411745252
15.0,26.38439294612257,-0.0005227154621462865,1061.7516365164197
15.0,26.717957041320524,-0.0005753020092690945,1052.741524190245
15.0,27.051521136518854,-0.0005795980249068429,1050.2186927389162
15.0,27.385085231717184,-0.0005502106830358693,1045.8938388223523
15.0,27.718649326915134,-0.0005431647849051661,1055.6247601346208
15.0,28.052213422113272,-0.0005491799276060068,1024.2695692395332
15.0,28.385777517311226,-0.0005077623003333519,1028.23401866305
15.0,28.719341612509744,-0.0005105121828263065,998.3204457401501
15.0,29.052905707707886,-0.0005215117127981254,997.2392322610092
15.0,29.386469802905836,-0.0005206503472465971,997.5996367540562
15.0,29.720033898103974,-0.000537322636122624,974.1733447060021
15.0,30.053597993301928,-0.0005490069336877082,968.0464683242034
15.0,30.387162088500446,-0.0005457416734798223,960.4779739702167
15.0,30.720726183698588,-0.0005988472023575263,990.3915468931165
15.0,31.054290278896538,-0.0005759867768623598,1009.1325805315597
15.0,31.387854374094868,-0.0005820019195632004,956.8739290397468
15.0,31.721418469292818,-0.0006077855067508476,1023.5487602534391
15.0,32.05498256449115,-0.0005850977898927524,1032.5588725796138
15.0,32.388546659689474,-0.0005629293400707804,1023.1883557603921
15.0,32.72211075488743,-0.0005919742981451216,1062.1120410094666
15.0,33.055674850085566,-0.0005753020092690945,1036.8837264961776
15.0,33.38923894528352,-0.0005663645607374042,1032.198468086567
15.0,33.72280304048204,-0.0005622412537187782,1060.6704230372786
15.0,34.056367135680176,-0.0005777059039254521,1033.6400860587548
15.0,34.38993123087813,-0.0006136273702521622,1046.9750523014932
15.0,34.72349532607627,-0.0006136273702521622,1063.5536589816545
15.0,35.057059421274225,-0.0005753020092690945,1009.8533895176537
15.0,35.39062351647255,-0.000567394745586863,1023.5487602534391
15.0,35.72418761167088,-0.0006021124625654121,998.3204457401501
15.0,36.057751706868835,-0.0005821749134814991,984.6250750043647
15.0,36.39131580206716,-0.0005397265307789817,1030.756850114379
15.0,36.72487989726511,-0.0005397265307789817,956.5135245466998
15.0,37.05844399246325,-0.0006028008341986419,996.5184232749152
15.0,37.39200808766177,-0.0005967856914978013,979.2190076086599
15.0,37.72557218285972,-0.0005868169169558447,977.777389636472
15.0,38.05913627805786,-0.0005814865418482693,979.5794121017069
15.0,38.39270037325581,-0.0005811441580516366,971.6505132546732
15.0,38.726264468453955,-0.0006213619252973227,1036.8837264961776
15.0,39.059828563652474,-0.0005880170622640411,980.3002210878009
15.0,39.39339265885042,-0.0005959279299862373,997.2392322610092
15.0,39.726956754048565,-0.0006060660944065278,999.0412547262441
15.0,40.060520849246515,-0.00061190824318907,979.9398165947539
15.0,40.39408494444485,-0.0006205005597457942,1012.3762209689826
15.0,40.727649039643175,-0.0005374920260009581,998.6808502331971
15.0,41.061213134841125,-0.0005326809179295061,1059.2288050650907
15.0,41.39477723003946,-0.0005658486124420692,1001.564086177573
15.0,41.72834132523741,-0.0006148311196003234,1019.2239063368753
15.0,42.06190542043555,-0.0005933477226528443,993.6351873305393
15.0,42.39546951563407,-0.0005936937104894413,1017.7822883646874
15.0,42.72903361083202,-0.0005768481424138882,999.0412547262441
15.0,43.06259770603016,-0.000605551001972824,1004.0869176289019
15.0,43.39616180122811,-0.0005892208116122021,1037.2441309892247
15.0,43.72972589642625,-0.0006302963403694522,995.4372097957743
15.0,44.06328999162477,-0.0005952398436342351,1004.4473221219489
15.0,44.39685408682272,-0.0005747866315541632,986.7875019626466
15.0,44.73041818202086,-0.0005658486124420692,1015.6198614064054
15.0,45.06398227721881,-0.0005490069336877082,973.0921312268612
15.0,45.39754637241714,-0.0005821751987627265,988.9499289209285
15.0,45.73111046761528,-0.0005849247959744537,961.5591874493576
15.0,46.06467456281342,-0.0005940358090048465,992.1935693583514
15.0,46.39823865801175,-0.0005849247959744537,988.9499289209285
15.0,46.731802753209706,-0.0006103621100442762,1010.9346029967946
15.0,47.06536684840784,-0.0005924896758600528,1008.0513670524188
15.0,47.39893094360598,-0.0005593180920262972,1021.3863332951572
15.0,47.732495038804316,-0.0005725521267761397,985.7062884835057
15.0,48.06605913400245,-0.0005541643148769852,1006.9701535732778
15.0,48.39962322920041,-0.0005943781928014791,1034.0004905518017
15.0,48.73318732439854,-0.000600739323338917,1031.1172546074258
15.0,49.066751419596876,-0.0006347656352246752,1024.9903782256272
15.0,49.40031551479502,-0.0006057239958911227,1013.0970299550766
15.0,49.73387960999315,-0.000622907773160889,1021.7467377882042
15.0,50.06744370519111,-0.0005720367490612086,1013.4574344481235
15.0,50.401007800389436,-0.0005747866315541632,1018.8635018438283
15.0,50.73457189558758,-0.0005826902911964303,977.777389636472
15.0,51.06813599078572,-0.0006076122275513216,1011.2950074898416
15.0,51.40170008598405,-0.0005998779577873886,969.1276818033443
15.0,51.735264181181996,-0.0006419839566932735,944.2597717831023
15.0,52.06882827638014,-0.0006402648296301809,939.5745133734915
15.0,52.40239237157828,-0.0006124239061852287,964.8028278867805
15.0,52.73595646677661,-0.0005840673197441174,956.1531200536529
15.0,53.06952056197475,-0.0005880170622640411,976.696176157331
15.0,53.4030846571727,-0.000591801304226823,977.416985143425
15.0,53.73664875237084,-0.0006077852214696201,1004.4473221219489
15.0,54.07021284756917,-0.0006260000394504761,963.3612099145926
15.0,54.40377694276731,-0.0005885324399789723,972.0109177477202
15.0,54.73734103796545,-0.0006105351039625749,983.5438615252237
15.0,55.07090513316359,-0.0005730675044910709,981.3814345669418
15.0,55.404469228361734,-0.0006052050141362268,995.7976142888213
15.0,55.73803332355987,-0.0006084699890628852,977.056580650378
15.0,56.07159741875801,-0.0006323611699879141,978.498198622566
15.0,56.405161513956344,-0.0006383729939300176,1006.2493445871838
15.0,56.738725609154294,-0.0006184390488860693,947.1430077274782
15.0,57.072289704352436,-0.0006076122275513216,1020.3051198160163
15.0,57.40585379955057,-0.0006067544660397576,984.9854794974117
15.0,57.739417894748904,-0.0006404378235484796,978.137794129519
15.0,58.072981989947046,-0.0006168926304600481,959.0363559980287
15.0,58.406546085144996,-0.0006577951652989993,1005.1681311080429
15.0,58.74011018034314,-0.0006479990993941139,977.416985143425
15.0,59.073674275541464,-0.0006407802073451124,993.2747828374924
15.0,59.407238370739606,-0.0006261730333687748,1004.4473221219489
15.0,59.74080246593775,-0.0006113928654741386,969.8484907894383
15.0,60.07436656113589,-0.0006167196365417497,991.8331648653044
15.0,60.407930656334024,-0.0005636141076640458,968.0464683242034
15.0,60.741494751532166,-0.0006352807276404304,954.3510975884179
15.0,61.07505884673031,-0.0006373422385001552,935.9704684430217
15.0,61.408622941928634,-0.0006373422385001552,991.4727603722574
15.0,61.74218703712659,-0.0006323611699879141,964.4424233937335
15.0,62.075751132324726,-0.0006354534362775017,984.2646705113177
15.0,62.40931522752287,-0.0005936934252082139,973.4525357199082
15.0,62.7428793227212,-0.00062754617259527,986.4270974695996
15.0,63.076443417919336,-0.0006620911809367479,1023.5487602534391
15.0,63.41000751311729,-0.0006205005597457942,954.7115020814649
15.0,63.74357160831562,-0.0006383729939300176,1010.5741985037477
15.0,64.07713570351376,-0.0005852671797710865,966.6048503520154
15.0,64.4106997987119,-0.000609674023692274,1000.843277191479
15.0,64.74426389391004,-0.0006148314048815508,974.8941536920961
15.0,65.07782798910819,-0.0006124236209040012,996.1580187818682
15.0,65.41139208430633,-0.000615173503396956,979.9398165947539
15.0,65.74495617950446,-0.0006167196365417497,981.3814345669418
15.0,66.07852027470241,-0.0006203308845862328,1010.2137940107007
15.0,66.41208436990094,-0.0006251422779389125,978.498198622566
15.0,66.74564846509888,-0.0006462802576122493,990.0311424000695
15.0,67.07921256029702,-0.0006260000394504761,982.4626480460828
15.0,67.41277665549516,-0.0005861285453226149,947.1430077274782
15.0,67.7463407506933,-0.0005630987299491145,939.9349178665385
15.0,68.07990484589163,-0.0005727251206944383,936.6912774291156
15.0,68.41346894108959,-0.0006138003641704609,928.762378582082
15.0,68.74703303628792,-0.0006540145273761823,943.1785583039614
15.0,69.08059713148606,-0.0005885324399789723,953.990693095371
15.0,69.414161226684,-0.0005985048185608935,944.2597717831023
15.0,69.74772532188234,-0.0005876746784674085,988.9499289209285
15.0,70.08128941708047,-0.0005838943258258187,962.6404009284986
15.0,70.41485351227861,-0.0006125966148222998,913.2649853810616
15.0,70.74841760747675,-0.0006591680192442671,945.7013897552903
15.0,71.08198170267471,-0.000634765349925499,1008.4117715454657
15.0,71.41554579787322,-0.0005876746784674085,1038.6857489614126
15.0,71.74910989307118,-0.0005634447177857117,937.4120864152096
15.0,72.08267398826932,-0.0006156888811118872,933.4476369916928
15.0,72.41623808346746,-0.000645764879897318,935.6100639499747
15.0,72.7498021786656,-0.0005713483774279788,937.7724909082566
15.0,73.08336627386393,-0.0005558834419400773,929.4831875681759
15.0,73.41693036906187,-0.0005720367490612086,980.6606255808479
15.0,73.75049446426021,-0.0005823479073997978,933.8080414847398
15.0,74.08405855945836,-0.0006127696087405985,982.1022435530358
15.0,74.4176226546563,-0.00058337866282966,937.0516819221626
15.0,74.75118674985463,-0.000597474063131031,966.2444458589684
15.0,75.08475084505277,-0.0005696292503648864,969.8484907894383
15.0,75.41831494025091,-0.0005802863965400726,897.7675921800412
15.0,75.75187903544905,-0.0006304690490065233,938.4932998943506
15.0,76.08544313064701,-0.0006053780080545255,946.7826032344312
15.0,76.41900722584533,-0.0006239385285907513,941.7369403317734
15.0,76.75257132104348,-0.0006175812873745055,989.6707379070225
15.0,77.08613541624162,-0.0005608645104523187,988.9499289209285
15.0,77.41969951143994,-0.000575644393065727,933.0872324986458
15.0,77.75326360663789,-0.0006698251654194534,945.7013897552903
15.0,78.08682770183603,-0.0006297809626545209,951.1074571509951
15.0,78.42039179703417,-0.0005938631003677753,981.7418390599888
15.0,78.75395589223251,-0.0005904284502815554,961.5591874493576
15.0,79.08751998743064,-0.0005811444433328641,954.3510975884179
15.0,79.4210840826286,-0.0005985051038421209,915.4274123393435
15.0,79.75464817782674,-0.0006263460272870735,919.3918617628603
15.0,80.08821227302506,-0.000643530089838067,933.8080414847398
15.0,80.4217763682232,-0.0006046893511400682,966.6048503520154
15.0,80.75534046342135,-0.0005868169169558447,980.6606255808479
15.0,81.08890455861929,-0.0005728945105727724,959.3967604910757
15.0,81.42246865381763,-0.0005565682095333426,952.90947961623
15.0,81.75603274901577,-0.0005615525968043208,929.8435920612229
15.0,82.08959684421392,-0.0005959279299862373,925.8791426377061
15.0,82.42316093941224,-0.0006222194015276591,899.2092101522292
15.0,82.75672503461018,-0.0006581372638144044,892.7219292773834
15.0,83.09028912980833,-0.0006263460272870735,940.2953223595855
15.0,83.42385322500647,-0.0006318424735142458,898.4884011661352
15.0,83.7574173202048,-0.0006443881366308584,926.5999516238
15.0,84.09098141540294,-0.0006363114830702927,917.9502437906724
15.0,84.4245455106009,-0.0006213616400160952,885.8742439094907
15.0,84.75810960579904,-0.0006155158871935885,871.8184686806583
15.0,85.09167370099736,-0.0006247965753835427,908.5797269714508
15.0,85.4252377961955,-0.000612081522388596,955.7927155606059
15.0,85.75880189139365,-0.0005789099385548406,927.320760609894
15.0,86.09236598659159,-0.0005636143929452733,890.5595023191015
15.0,86.42593008178993,-0.0006184393341852456,907.4985134923098
15.0,86.75949417698806,-0.0006320154674325444,952.549075123183
15.0,87.0930582721862,-0.0006172350142566808,968.7672773102973
15.0,87.42662236738454,-0.0006340766930110417,913.6253898741086
15.0,87.76018646258248,-0.0006531528765434264,987.1479064556936
15.0,88.09375055778062,-0.000615173503396956,926.2395471307531
15.0,88.42731465297877,-0.0006203308845862328,957.5947380258408
15.0,88.76087874817709,-0.0006744638501350619,968.7672773102973
15.0,89.09444284337523,-0.0006304693342877507,951.1074571509951
15.0,89.42800693857319,-0.0006459378738156166,970.9297042685793
15.0,89.76157103377133,-0.0006079548966291817,908.9401314644978
15.0,90.09513512896966,-0.0006251422779389125,930.9248055403639
15.0,90.4286992241678,-0.0006308117180843833,891.2803113051955
0.64,-11.172514193738683,-0.000011606813561727539,-1.041704051112897
0.64,-10.838950098540732,-1.7137002698776744e-6,-12.847683297059064
0.64,-10.505386003342592,-4.942406334811955e-6,-7.812780383346727
0.64,-10.171821908144262,8.924488283145352e-6,17.01449950151065
0.64,-9.838257812946312,9.338431883271817e-6,4.687668230008036
0.64,-9.504693717747982,9.66967830224712e-6,-26.389835961526725
0.64,-9.17112962255003,-0.000014711317144904448,-19.271524945588595
0.64,-8.8375655273517,-0.00002294874620401332,-24.393236530227004
0.64,-8.50400143215356,-0.000011855157646950577,5.208520255564485
0.64,-8.17043733695561,0.00002390912695606442,-4.166816204451588
0.64,-7.836873241757469,0.000011822090523147878,-6.94469367408598
0.64,-7.503309146559139,-4.4456836123088205e-6,-4.4272422172298125
0.64,-7.169745051360999,-0.000019140502061364216,4.600859559081962
0.64,-6.836180956162858,-0.000014380183861752766,4.4272422172298125
0.64,-6.502616860964907,5.281861244860109e-6,13.36853532261551
0.64,-6.169052765766577,0.00001699632552878214,11.111509878537568
0.64,-5.835488670568437,0.000011863446172382758,-15.278326082989155
0.64,-5.501924575370297,-0.00001901628400995426,4.948094242786261
0.64,-5.168360480171967,2.1359202988473988e-6,14.931091399284856
0.64,-4.834796384974016,0.000023122599748404226,-18.66386424910607
0.64,-4.501232289775875,7.848332808895478e-6,-8.76767576353355
0.64,-4.167668194577735,1.3495189608300662e-6,-6.076606964825232
0.64,-3.834104099379405,-0.000027129517531487006,24.132810517448778
0.64,-3.500540004181265,-0.00040588345178605296,86.54824491329653
0.64,-3.1669759089833143,-0.0003332363789408598,83.94398478551427
0.64,-2.833411813785174,-0.00021315342882072263,97.48613744998194
0.64,-2.4998477185868437,-0.00013789941710230257,119.10149651057455
0.64,-2.1662836233887033,-0.00010027229743798248,121.7057566383568
0.64,-1.832719528190563,-0.00009654695557297327,127.78236360318203
0.64,-1.4991554329926122,-0.00009373218454065013,124.74406012076942
0.64,-1.1655913377942824,-0.00012303898860764503,126.82746822299521
0.64,-0.832027242596142,-0.00017180104189022262,210.68464433758342
0.64,-0.4984631473980016,-0.0013574843879640254,928.9395875799258
0.64,-0.1648990521996717,-0.0037973991251358556,1257.9444503897491
0.64,0.16866504299827909,-0.0037973991373458985,1356.0382485362136
0.64,0.5022291381964195,-0.0023816491299128014,1406.6477036861152
0.64,0.8357932333945598,-0.0015341558831642975,1467.7610080180718
0.64,1.1693573285928898,-0.0012546622725061523,1498.7517035386804
0.64,1.50292142379103,-0.0011647128433590786,1528.0062256407678
0.64,1.8364855189889808,-0.0011658318192886786,1571.8446044584355
0.64,2.1700496141871213,-0.001166327460147974,1609.2591416275736
0.64,2.5036137093854514,-0.0011635548035292612,1670.1988286176781
0.64,2.8371778045835914,-0.0011712955445890266,1716.2942328794238
0.64,3.170741899781732,-0.0011697225471201918,1741.2083214352074
0.64,3.5043059949796826,-0.0011917025260625353,1730.7044722531523
0.64,3.8378700901780127,-0.0011638030885273516,1713.2559293970112
0.64,4.171434185376153,-0.0011267565973145375,1659.608170764697
0.64,4.504998280574293,-0.0010883437743108156,1630.527266004462
0.64,4.838562375772623,-0.001052661890925609,1587.383356554203
0.64,5.172126470970574,-0.0010242659078142276,1548.7534979920995
0.64,5.505690566168714,-0.0009860596650183384,1484.3414641649522
0.64,5.839254661366855,-0.0009666865747705802,1430.606896861712
0.64,6.172818756565185,-0.0009664392066993323,1370.1012532262378
0.64,6.506382851763325,-0.0009412707698327747,1334.249272133769
0.64,6.839946946961276,-0.0009178419786556887,1314.4568951626238
0.64,7.173511042159416,-0.0009096880039202061,1294.2304748368483
0.64,7.507075137357746,-0.0009118399785688001,1290.8449366707314
0.64,7.840639232555887,-0.0009386221885577696,1310.2900789581722
0.64,8.174203327754027,-0.0009602288902313702,1352.9131363828749
0.64,8.507767422951977,-0.000955800792330116,1398.7481146318423
0.64,8.841331518150307,-0.0009490522987559553,1454.6528987082345
0.64,9.174895613348449,-0.0009369242476584532,1507.7798053149922
0.64,9.508459708546589,-0.0009342757030136788,1537.7287967844882
0.64,9.842023803744919,-0.000994379419887991,1568.979918317875
0.64,10.175587898942869,-0.001014497340709935,1597.5399710525535
0.64,10.509151994141009,-0.0010254231039774587,1627.2285365092712
0.64,10.84271608933915,-0.0010240584717298683,1628.096623218532
0.64,11.176280184537479,-0.001028819046826305,1612.6446797936906
0.64,11.50984427973562,-0.0010371396575725865,1606.0472208033088
0.64,11.84340837493357,-0.0010248449460442002,1578.7892981325215
0.64,12.17697247013171,-0.0010257147688890384,1545.3679598259826
0.64,12.51053656533004,-0.0010093643564314265,1495.7134000562678
0.64,12.84410066052818,-0.0009950001262781956,1465.5039825739939
0.64,13.177664755726322,-0.000986679527741957,1435.8154171172764
0.64,13.511228850924272,-0.0009461554935331758,1410.2068591940842
0.64,13.844792946122602,-0.0009218169108943371,1392.8451250088692
0.64,14.178357041320554,-0.0009087773810018077,1357.5139959419569
0.64,14.511921136518882,-0.0009093563826016522,1317.9292419996668
0.64,14.845485231717213,-0.0008933375914626968,1308.0330535140943
0.64,15.179049326915164,-0.0009126255847967678,1307.772627501316
0.64,15.512613422113304,-0.0009321644795984743,1299.525803763339
0.64,15.846177517311256,-0.0009620909361417275,1326.6101090922743
0.64,16.179741612509776,-0.0009719437320732405,1351.784623660836
0.64,16.513305707707914,-0.0009685495131876946,1411.074945903345
0.64,16.846869802905864,-0.0009606429675736737,1423.2281598329955
0.64,17.180433898104006,-0.0009453273022184412,1449.8784218073004
0.64,17.513997993301956,-0.0009721511925777877,1462.0316357369509
0.64,17.847562088500478,-0.0009850648499028477,1509.5159787335137
0.64,18.181126183698616,-0.0009889981506113923,1550.576480081547
0.64,18.514690278896566,-0.0009659417564064375,1558.0420257811895
0.64,18.848254374094896,-0.0009787321332142048,1512.2938562031482
0.64,19.18181846929285,-0.001000463839368501,1515.1585423437086
0.64,19.51538256449118,-0.000991978316574721,1499.532981577015
0.64,19.84894665968951,-0.0009401526619896415,1489.984027775147
0.64,20.18251075488746,-0.0009175112132137637,1457.6912021906471
0.64,20.516074850085598,-0.0009407741754164062,1413.418780018349
0.64,20.84963894528355,-0.0009461137765327733,1374.5284954434676
0.64,21.18320304048207,-0.0009523648808642527,1351.5241976480577
0.64,21.51676713568021,-0.0009141178502048462,1357.600804612883
0.64,21.85033123087816,-0.0008633686475126087,1349.4407895458319
0.64,22.1838953260763,-0.0008654381417173677,1314.3700864916977
0.64,22.517459421274253,-0.0008920120231152212,1319.231372063558
0.64,22.851023516472583,-0.0008908123517551979,1341.367583149707
0.64,23.184587611670914,-0.0008819135708657178,1341.6280091624851
0.64,23.518151706868863,-0.00088369313633224,1347.9650421400886
0.64,23.851715802067194,-0.0008891152056823992,1362.375281513817
0.64,24.185279897265143,-0.0009264932937936816,1362.8093248684474
0.64,24.518843992463285,-0.0009690460709738324,1384.164257916262
0.64,24.852408087661804,-0.0009720262125170754,1410.988137232419
0.64,25.185972182859754,-0.0009569996200233486,1447.3609703504442
0.64,25.519536278057895,-0.0009510809928871542,1477.5703878327183
0.64,25.853100373255845,-0.0009299708489996913,1477.136344478088
0.64,26.186664468453987,-0.0009497979363665988,1469.149946752889
0.64,26.520228563652505,-0.0009508735323827093,1475.921023085123
0.64,26.853792658850455,-0.0009207396397550969,1447.0137356667399
0.64,27.187356754048597,-0.000911011848304279,1434.6869043952374
0.64,27.520920849246547,-0.0009172620723390444,1431.1277488872684
0.64,27.854484944444877,-0.0008989671457372833,1410.6409025487146
0.64,28.188049039643207,-0.0009079908944774331,1397.5327932388773
0.64,28.521613134841157,-0.0009226849975658324,1391.2825689322
0.64,28.855177230039487,-0.0008894468392109956,1371.1429572773507
0.64,29.188741325237437,-0.0009931372000710217,1351.4373889771316
0.64,29.52230542043558,-0.000988543309825657,1354.9965444851007
0.64,29.855869515634097,-0.0009449966100367725,1350.2220675841666
0.64,30.189433610832047,-0.000922353437297492,1319.4917980763362
0.64,30.52299770603019,-0.0009009950084118364,1315.6722165555889
0.64,30.85656180122814,-0.0009001251489368701,1336.7667235906251
0.64,31.19012589642628,-0.0008873347721292052,1341.2807744787808
0.64,31.5236899916248,-0.0008925085686913166,1351.871432331762
0.64,31.85725408682275,-0.0009460321519655673,1369.9276358843856
0.64,32.19081818202089,-0.000972606021153378,1386.681709373118
0.64,32.52438227721884,-0.0009584909318748661,1418.5404916029875
0.64,32.857946372417175,-0.0009591932506222339,1440.8503200309888
0.64,33.19151046761531,-0.0009545177724396889,1447.8818223760006
0.64,33.52507456281345,-0.0009605188433895901,1449.7916131363743
0.64,33.858638658011785,-0.0009718603957526746,1440.069041992654
0.64,34.192202753209735,-0.000975544518956372,1409.5991984976017
0.64,34.525766848407876,-0.0009595265470639172,1424.7039072387388
0.64,34.85933094360601,-0.0009502119404486456,1410.6409025487146
0.64,35.192895038804345,-0.0009564621766934538,1410.2936678650103
0.64,35.52645913400249,-0.0009229748774638979,1408.1234510918584
