2theta,intensity,temperature,number,best_fit
1.3550000000000002,0.009123700403140249,700.0,14,0.008365548255842141
1.365,0.008115849777211966,700.0,14,0.00794802610570252
1.375,0.009123700403140249,700.0,14,0.0075730814839946705
1.385,0.0075854020793549755,700.0,14,0.00724853261639601
1.395,0.0075854020793549755,700.0,14,0.00697838667463672
1.405,0.006789730532569488,700.0,14,0.00676277037886382
1.415,0.007691491618926373,700.0,14,0.006598168612074836
1.425,0.006948864841926585,700.0,14,0.006477928511519799
1.435,0.006577551453426691,700.0,14,0.006392969509223468
1.445,0.0060471037555697,700.0,14,0.00633262882686377
1.455,0.0075854020793549755,700.0,14,0.006285567327607065
1.465,0.006683640992998089,700.0,14,0.006240662167803504
1.475,0.006206238064926797,700.0,14,0.0061878196753743725
1.485,0.00663059622321239,700.0,14,0.0061186532524837986
1.495,0.006206238064926797,700.0,14,0.006026985580489493
1.5050000000000001,0.006471461913855293,700.0,14,0.005909150631306139
1.5150000000000001,0.005145342669212814,700.0,14,0.005764087626253016
1.5250000000000001,0.005994058985784001,700.0,14,0.005593234915366533
1.5350000000000001,0.006895820072140886,700.0,14,0.005400245743675516
1.5450000000000002,0.005622745597284107,700.0,14,0.005190559215030274
1.5550000000000002,0.0060471037555697,700.0,14,0.004970867891574388
1.5650000000000002,0.005781879906641205,700.0,14,0.004748528062667841
1.5750000000000002,0.004349671122427328,700.0,14,0.004530959715697382
1.5850000000000002,0.0037131338849989387,700.0,14,0.004325080815952
1.5950000000000002,0.003819223424570337,700.0,14,0.004136815044099709
1.6050000000000002,0.003872268194356036,700.0,14,0.003970704223263465
1.615,0.0037131338849989387,700.0,14,0.003829647009815335
1.625,0.0037131338849989387,700.0,14,0.003714774826033113
1.635,0.0032357309569276465,700.0,14,0.0036254653070600714
1.645,0.0032887757267133456,700.0,14,0.0035594835090213954
1.655,0.003447910036070443,700.0,14,0.0035132324715310506
1.665,0.0037131338849989387,700.0,14,0.0034820879907935132
1.675,0.0037661786547846378,700.0,14,0.003460788002461258
1.685,0.003819223424570337,700.0,14,0.0034438449625016007
1.695,0.004084447273498833,700.0,14,0.0034259500208434998
1.705,0.0047209845109272225,700.0,14,0.003402340401701477
1.715,0.004455760661998726,700.0,14,0.003369105886744553
1.725,0.004190536813070231,700.0,14,0.0033234161880426726
1.735,0.0037131338849989387,700.0,14,0.0032636577799546648
1.745,0.0037131338849989387,700.0,14,0.0031894758954636253
1.7550000000000001,0.003819223424570337,700.0,14,0.0031017243634724697
1.7650000000000001,0.003819223424570337,700.0,14,0.003002332300239408
1.7750000000000001,0.0032357309569276465,700.0,14,0.0028941019777142256
1.7850000000000001,0.002227880330999363,700.0,14,0.002780456176436509
1.7950000000000002,0.0028113727986420534,700.0,14,0.002665155800393363
1.8050000000000002,0.002493104179927859,700.0,14,0.0025520094077035003
1.8150000000000002,0.002121790791427965,700.0,14,0.0024445956271770784
1.8250000000000002,0.0023870146403564604,700.0,14,0.0023460173230904556
1.8350000000000002,0.0019626564820708677,700.0,14,0.0022587030650319147
1.8450000000000002,0.002121790791427965,700.0,14,0.0021842672531657264
1.8550000000000002,0.0023870146403564604,700.0,14,0.0021234354857068987
1.8650000000000002,0.0019626564820708677,700.0,14,0.002076036799846152
1.875,0.002068746021642266,700.0,14,0.0020410596289644548
1.885,0.0018565669424994693,700.0,14,0.0020167640253535204
1.895,0.002280925100785062,700.0,14,0.0020008391727133834
1.905,0.002174835561213664,700.0,14,0.001990592659611946
1.915,0.0019096117122851684,700.0,14,0.0019831565257184373
1.925,0.002227880330999363,700.0,14,0.001975694763809737
1.935,0.0019096117122851684,700.0,14,0.0019655977171497492
1.945,0.0019096117122851684,700.0,14,0.001950650535647861
1.955,0.002599193719499257,700.0,14,0.0019291653674642362
1.965,0.0023339698705707617,700.0,14,0.0019000700448160068
1.975,0.002599193719499257,700.0,14,0.0018629494283036638
1.985,0.0018035221727137703,700.0,14,0.0018180390513729214
1.995,0.0019096117122851684,700.0,14,0.0017661740145660427
2.005,0.001750477402928071,700.0,14,0.001708699002924777
2.015,0.0012200297050710797,700.0,14,0.0016473476624978144
2.025,0.001697432633142372,700.0,14,0.0015841012440861607
2.035,0.001326119244642478,700.0,14,0.0015210373280413654
2.045,0.001326119244642478,700.0,14,0.0014601795623731498
2.055,0.0015913430935709737,700.0,14,0.001403358710811801
2.065,0.0015382983237852746,700.0,14,0.0013520940001434695
2.075,0.0013791640144281772,700.0,14,0.001307501900808428
2.085,0.0016443878633566728,700.0,14,0.0012702372262826925
2.095,0.0011669849352853809,700.0,14,0.001240468969186314
2.105,0.0014852535539995753,700.0,14,0.0012178907857454924
2.115,0.0013791640144281772,700.0,14,0.0012017636690941622
2.125,0.0013791640144281772,700.0,14,0.0011909862716112378
2.135,0.0014322087842138765,700.0,14,0.0011841866745512346
2.145,0.0011139401654996816,700.0,14,0.001179828251540274
2.155,0.0013791640144281772,700.0,14,0.0011763216829083116
2.165,0.0009017610863568851,700.0,14,0.0011721351607282867
2.175,0.0014322087842138765,700.0,14,0.001165895350503667
2.185,0.0015382983237852746,700.0,14,0.0011564726799635078
2.195,0.0012200297050710797,700.0,14,0.0011430459147910095
2.205,0.0011669849352853809,700.0,14,0.001125142640915751
2.2150000000000003,0.0011669849352853809,700.0,14,0.001102654076930743
2.225,0.0009548058561425842,700.0,14,0.0010758244591691675
2.2350000000000003,0.0011669849352853809,700.0,14,0.001045216952845253
2.245,0.0013791640144281772,700.0,14,0.0010116595360069348
2.255,0.0010078506259282834,700.0,14,0.0009761754896223214
2.265,0.0007956715467854869,700.0,14,0.0009399039426589343
2.275,0.0006895820072140886,700.0,14,0.000904016329174247
2.285,0.0010078506259282834,700.0,14,0.000869634607831547
2.295,0.0007956715467854869,700.0,14,0.0008377566935529725
2.305,0.0007426267769997877,700.0,14,0.000809193802266892
2.315,0.0009017610863568851,700.0,14,0.0007845233800883357
2.325,0.0007956715467854869,700.0,14,0.0007640600606596159
2.335,0.0006895820072140886,700.0,14,0.000747845761035184
2.345,0.000848716316571186,700.0,14,0.0007356586824126717
2.355,0.00037131338849989384,700.0,14,0.0007270397183442471
2.365,0.0007426267769997877,700.0,14,0.0007213336711199534
2.375,0.0005834924676426904,700.0,14,0.0007177418032052757
2.3850000000000002,0.0006365372374283895,700.0,14,0.0007153816526683856
2.395,0.00031826861871419476,700.0,14,0.0007133497461906558
2.4050000000000002,0.0006895820072140886,700.0,14,0.0007107828555361011
2.415,0.0006365372374283895,700.0,14,0.0007069137473405117
2.4250000000000003,0.0009548058561425842,700.0,14,0.0007011179370804677
2.435,0.0005304476978569912,700.0,14,0.0006929487259480278
2.4450000000000003,0.00031826861871419476,700.0,14,0.0006821587126506818
2.455,0.0005834924676426904,700.0,14,0.0006687069628229422
2.4650000000000003,0.00037131338849989384,700.0,14,0.0006527520169622084
2.475,0.0007956715467854869,700.0,14,0.0006346318567121072
2.4850000000000003,0.0004774029280712921,700.0,14,0.0006148327692400517
2.495,0.000424358158285593,700.0,14,0.0005939497014838108
2.5050000000000003,0.0004774029280712921,700.0,14,0.0005726411447329348
2.515,0.0006365372374283895,700.0,14,0.000551581815062651
2.525,0.000848716316571186,700.0,14,0.0005314163920304742
2.535,0.000424358158285593,700.0,14,0.0005127173575938912
2.545,0.0007426267769997877,700.0,14,0.0004959495641609392
2.555,0.0002121790791427965,700.0,14,0.00048144359144770973
2.565,0.0005304476978569912,700.0,14,0.00046937927151219193
2.575,0.000848716316571186,700.0,14,0.0004597800204053593
2.585,0.0006365372374283895,700.0,14,0.0004525178654891978
2.595,0.0004774029280712921,700.0,14,0.0004473283499343787
2.605,0.000424358158285593,700.0,14,0.00044383387541801567
2.615,0.00037131338849989384,700.0,14,0.0004415735478776422
2.625,0.00037131338849989384,700.0,14,0.0004400372465897425
2.6350000000000002,0.0007956715467854869,700.0,14,0.00043870145970316025
2.645,0.000424358158285593,700.0,14,0.00043706442364739584
2.6550000000000002,0.0007426267769997877,700.0,14,0.00043467826195058636
2.665,0.000424358158285593,700.0,14,0.00043117612281962916
2.6750000000000003,0.0005834924676426904,700.0,14,0.0004262927374352925
2.685,0.00031826861871419476,700.0,14,0.0004198773287836345
2.6950000000000003,0.0004774029280712921,700.0,14,0.00041189835641276666
2.705,0.0002121790791427965,700.0,14,0.0004024401468156363
2.7150000000000003,0.00015913430935709738,700.0,14,0.0003916919944869655
2.725,0.0004774029280712921,700.0,14,0.00037993079103938043
2.7350000000000003,0.00031826861871419476,700.0,14,0.000367498620773326
2.745,0.00037131338849989384,700.0,14,0.0003547770297772452
2.7550000000000003,0.0002652238489284956,700.0,14,0.0003421598193489815
2.765,0.0005304476978569912,700.0,14,0.0003300262294445391
2.775,0.00015913430935709738,700.0,14,0.000318716268806273
2.785,0.0002121790791427965,700.0,14,0.00030850972818507235
2.795,0.0002121790791427965,700.0,14,0.00029961010119427503
2.805,0.000424358158285593,700.0,14,0.0002921342585303196
2.815,0.00015913430935709738,700.0,14,0.00028610830358839344
2.825,0.0006895820072140886,700.0,14,0.000281469610221984
2.835,0.0002652238489284956,700.0,14,0.000278074635186025
2.845,0.00037131338849989384,700.0,14,0.0002757117347555498
2.855,0.00037131338849989384,700.0,14,0.0002741179190532277
2.865,0.00031826861871419476,700.0,14,0.0002729982652528159
2.875,0.00031826861871419476,700.0,14,0.00027204659228749804
2.8850000000000002,0.0002652238489284956,700.0,14,0.00027096597856114056
2.895,0.0005304476978569912,700.0,14,0.000269487777432037
2.9050000000000002,0.0006365372374283895,700.0,14,0.00026738794382527586
2.915,0.00031826861871419476,700.0,14,0.0002644997149444891
2.9250000000000003,0.00015913430935709738,700.0,14,0.00026072197038958314
2.935,0.00031826861871419476,700.0,14,0.0002560229111068429
2.9450000000000003,0.00015913430935709738,700.0,14,0.00025043902042953304
2.955,0.00031826861871419476,700.0,14,0.0002440695823031421
2.9650000000000003,0.00010608953957139826,700.0,14,0.0002370673116892924
2.975,0.000424358158285593,700.0,14,0.0002296258831610798
2.9850000000000003,0.00010608953957139826,700.0,14,0.0002219653128582335
2.995,0.0002121790791427965,700.0,14,0.00021431624791937138
3.0050000000000003,0.0002652238489284956,700.0,14,0.00020690424288040114
3.015,0.0002121790791427965,700.0,14,0.00019993505592470436
3.025,0.0002121790791427965,700.0,14,0.0001935818855424748
3.035,0.0002652238489284956,700.0,14,0.00018797530038441746
3.045,0.0006365372374283895,700.0,14,0.00018319640534035132
3.055,0.00031826861871419476,700.0,14,0.00017927355075392841
3.065,0.0002121790791427965,700.0,14,0.00017618264585496013
3.075,0.000424358158285593,700.0,14,0.00017385089850285472
3.085,0.00031826861871419476,700.0,14,0.00017216358655551298
3.095,0.0002652238489284956,700.0,14,0.00017097328483462666
3.105,0.0002121790791427965,700.0,14,0.0001701108360635009
3.115,0.0002121790791427965,700.0,14,0.00016939727116096676
3.125,0.0002121790791427965,700.0,14,0.00016865585698415246
3.1350000000000002,0.00010608953957139826,700.0,14,0.00016772347733576677
3.145,0.00010608953957139826,700.0,14,0.00016646063152874827
3.1550000000000002,0.0002652238489284956,700.0,14,0.0001647594566422383
3.165,0.00031826861871419476,700.0,14,0.00016254933491186986
3.1750000000000003,0.00015913430935709738,700.0,14,0.00015979982483340426
3.185,0.00015913430935709738,700.0,14,0.00015652084097474042
3.1950000000000003,0.00010608953957139826,700.0,14,0.00015276019059467876
3.205,0.00005304476978569913,700.0,14,0.00014859874314313232
3.2150000000000003,0.00015913430935709738,700.0,14,0.00014414365126521402
3.225,0.00015913430935709738,700.0,14,0.00013952015086764189
3.2350000000000003,0.0002121790791427965,700.0,14,0.00013486253750285963
3.245,0.00015913430935709738,700.0,14,0.00013030494396669252
3.2550000000000003,0.00015913430935709738,700.0,14,0.00012597252964060887
3.265,0.0,700.0,14,0.00012197363852901428
3.2750000000000004,0.00010608953957139826,700.0,14,0.00011839339537063967
3.285,0.0002121790791427965,700.0,14,0.00011528909485299365
3.295,0.00015913430935709738,700.0,14,0.00011268760647103443
3.305,0.00015913430935709738,700.0,14,0.00011058487638848875
3.315,0.0002121790791427965,700.0,14,0.00010894746737550749
3.325,0.00010608953957139826,700.0,14,0.00010771594761956186
3.335,0.00015913430935709738,700.0,14,0.00010680982699185049
3.345,0.00015913430935709738,700.0,14,0.0001061336517173452
3.355,0.0002652238489284956,700.0,14,0.00010558380997019987
3.365,0.0002121790791427965,700.0,14,0.00010505557421397702
3.375,0.00015913430935709738,700.0,14,0.00010444991146540431
3.3850000000000002,0.00015913430935709738,700.0,14,0.00010367962831395773
3.395,0.00015913430935709738,700.0,14,0.00010267447981553778
3.4050000000000002,0.0002121790791427965,700.0,14,0.00010138495506346949
3.415,0.00031826861871419476,700.0,14,0.00009978455093029538
3.4250000000000003,0.00010608953957139826,700.0,14,0.0000978704520836332
3.435,0.00031826861871419476,700.0,14,0.00009566264262259177
3.4450000000000003,0.00005304476978569913,700.0,14,0.00009320157555449423
3.455,0.0002121790791427965,700.0,14,0.00009054461455638529
3.4650000000000003,0.0,700.0,14,0.00008776153286508024
3.475,0.00015913430935709738,700.0,14,0.00008492940292378997
3.4850000000000003,0.0002121790791427965,700.0,14,0.00008212723536671037
3.495,0.0,700.0,14,0.00007943072647609096
3.5050000000000003,0.00005304476978569913,700.0,14,0.00007690745044052242
3.515,0.00005304476978569913,700.0,14,0.00007461278909241666
3.5250000000000004,0.0002121790791427965,700.0,14,0.00007258683106319581
3.535,0.0002121790791427965,700.0,14,0.00007085239916772371
3.545,0.00010608953957139826,700.0,14,0.00006941428461251633
3.555,0.00005304476978569913,700.0,14,0.0000682596848388139
3.565,0.0002652238489284956,700.0,14,0.00006735976384221823
3.575,0.00015913430935709738,700.0,14,0.0000666721845493869
3.585,0.00005304476978569913,700.0,14,0.00006614440639028516
3.595,0.00005304476978569913,700.0,14,0.00006571750067782738
3.605,0.00015913430935709738,700.0,14,0.00006533021372003234
3.615,0.00015913430935709738,700.0,14,0.00006492300342441185
3.625,0.00005304476978569913,700.0,14,0.00006444178895830348
3.6350000000000002,0.00010608953957139826,700.0,14,0.00006384118310965133
3.645,0.0,700.0,14,0.00006308702067653213
3.6550000000000002,0.0,700.0,14,0.00006215805006388405
3.665,0.0,700.0,14,0.00006104671533972876
3.6750000000000003,0.00005304476978569913,700.0,14,0.00005975901813036221
3.685,0.0,700.0,14,0.00005831350879685956
3.6950000000000003,0.00010608953957139826,700.0,14,0.00005673951053391889
3.705,0.0,700.0,14,0.00005507472511576358
3.7150000000000003,0.00005304476978569913,700.0,14,0.000053362402467496215
3.725,0.00015913430935709738,700.0,14,0.00005164827641435829
3.7350000000000003,0.00015913430935709738,700.0,14,0.00004997747513991966
3.745,0.0002121790791427965,700.0,14,0.00004839160728984427
3.7550000000000003,0.00015913430935709738,700.0,14,0.00004692620439540275
3.765,0.00010608953957139826,700.0,14,0.0000456086692357648
3.7750000000000004,0.00005304476978569913,700.0,14,0.000044456840401531077
3.785,0.00015913430935709738,700.0,14,0.00004347823858125023
3.795,0.00010608953957139826,700.0,14,0.00004267001310328792
3.805,0.0,700.0,14,0.00004201956116871282
3.815,0.00015913430935709738,700.0,14,0.000041505749949514093
3.825,0.00010608953957139826,700.0,14,0.000041100635863487646
3.835,0.00010608953957139826,700.0,14,0.00004077154790648498
3.845,0.0,700.0,14,0.00004048338432164949
3.855,0.00015913430935709738,700.0,14,0.00004020096481220003
3.865,0.00005304476978569913,700.0,14,0.00003989128394538642
3.875,0.00005304476978569913,700.0,14,0.00003952552465698463
3.8850000000000002,0.00005304476978569913,700.0,14,0.00003908071255071287
3.895,0.00015913430935709738,700.0,14,0.000038540920205092376
3.9050000000000002,0.00005304476978569913,700.0,14,0.00003789796380650146
3.915,0.00005304476978569913,700.0,14,0.0000371515697764549
3.9250000000000003,0.00005304476978569913,700.0,14,0.000036309024269114564
3.935,0.0,700.0,14,0.00003538435121358135
3.9450000000000003,0.00015913430935709738,700.0,14,0.00003439709295467223
3.955,0.0,700.0,14,0.000033370789871598094
3.9650000000000003,0.00010608953957139826,700.0,14,0.00003233127045668916
3.975,0.00005304476978569913,700.0,14,0.00003130487056630087
3.9850000000000003,0.00015913430935709738,700.0,14,0.000030316699530209853
3.995,0.0002121790791427965,700.0,14,0.00002938587633929102
0.205,0.19115074214120434,500.0,10,0.39083363982645364
0.215,0.19871324566849144,500.0,10,0.40912757019729956
0.22499999999999998,0.20582425644788077,500.0,10,0.42734267482678984
0.235,0.22320672724194365,500.0,10,0.44547311848775056
0.245,0.25136858739206497,500.0,10,0.46351603645136547
0.255,0.2535696145380665,500.0,10,0.4814682946703112
0.265,0.28551272645183134,500.0,10,0.4993264622685393
0.275,0.31356171341497824,500.0,10,0.5170867804217409
0.285,0.35182572379931143,500.0,10,0.5347451267066651
0.295,0.397200744963034,500.0,10,0.5522969741386338
0.305,0.44076979513516557,500.0,10,0.5697373439540014
0.315,0.49382019301314967,500.0,10,0.5870607509922363
0.32499999999999996,0.5577628534341666,500.0,10,0.6042611402797425
0.33499999999999996,0.6209154015463626,500.0,10,0.6213318130998783
0.345,0.6666290422710085,500.0,10,0.6382653404314199
0.355,0.6899373553812291,500.0,10,0.6550534611249776
0.365,0.7326034200575652,500.0,10,0.6716869615282899
0.375,0.719002201027146,500.0,10,0.6881555324188662
0.385,0.7313053784073592,500.0,10,0.7044475979897452
0.395,0.7437778655680343,500.0,10,0.7205501101688231
0.405,0.7601444776793272,500.0,10,0.7364482996041328
0.415,0.7590721824030701,500.0,10,0.7521253720310077
0.425,0.8063660477453579,500.0,10,0.7675621351843127
0.435,0.8318189514080929,500.0,10,0.7827365365374632
0.44499999999999995,0.8569332355099045,500.0,10,0.7976230853566482
0.45499999999999996,0.8749365088323268,500.0,10,0.8121921229725869
0.46499999999999997,0.8802979852136124,500.0,10,0.8264088914390482
0.475,0.8839099271967943,500.0,10,0.8402323307444002
0.485,0.8946328799593656,500.0,10,0.8536135050710969
0.495,0.9476832778373496,500.0,10,0.8664935136876364
0.505,0.9589705965347931,500.0,10,0.8788006725368223
0.515,0.966758846436029,500.0,10,0.8904466422209221
0.525,0.9709915909475703,500.0,10,0.9013209978243643
0.535,0.9913652011964557,500.0,10,0.9112834318792218
0.545,0.9999999999999999,500.0,10,0.9201522491216855
0.555,0.9981940290084089,500.0,10,0.9276868374550028
0.565,0.9953157627405608,500.0,10,0.9335599247828872
0.575,0.9895592302048648,500.0,10,0.9373116016983408
0.585,0.9878096958067609,500.0,10,0.9382687067705892
0.595,0.9481912071787345,500.0,10,0.9353934238949002
0.605,0.8964952875444437,500.0,10,0.9269764608638762
0.615,0.8620689655172413,500.0,10,0.9099967808013767
0.625,0.7941193069586319,500.0,10,0.8791895964119766
0.635,0.735425249731926,500.0,10,0.8284938123972799
0.645,0.6402167165189909,500.0,10,0.7558167184686154
0.655,0.5714205090580732,500.0,10,0.6616664630194883
0.665,0.5079857779784411,500.0,10,0.5516952133513766
0.675,0.43862520458265136,500.0,10,0.4399833422249735
0.6849999999999999,0.38410745527399964,500.0,10,0.34445434489121163
0.695,0.3320164794852982,500.0,10,0.27663204983139633
0.705,0.273717478413003,500.0,10,0.23614849573435057
0.715,0.23550990462215698,500.0,10,0.2146362016697091
0.725,0.199898414131723,500.0,10,0.20258809357200122
0.735,0.1794683672893504,500.0,10,0.19316902420184162
0.745,0.1659800214459055,500.0,10,0.18275495553875432
0.755,0.16248095264969803,500.0,10,0.1701111537674907
0.765,0.15762740560979738,500.0,10,0.15543623025383885
0.775,0.1540719002201027,500.0,10,0.13964062289725818
0.7849999999999999,0.14594503075794343,500.0,10,0.12386453077326803
0.7949999999999999,0.12828037699644448,500.0,10,0.10916976545829286
0.8049999999999999,0.12591004006998135,500.0,10,0.09635724998305091
0.815,0.1068909080647892,500.0,10,0.08588343098326137
0.825,0.08826683221400755,500.0,10,0.07785640110272156
0.835,0.07861617472769343,500.0,10,0.07209040354024118
0.845,0.0722952762571251,500.0,10,0.0681939784159168
0.855,0.06258818217732377,500.0,10,0.06566759251312998
0.865,0.056831649641627624,500.0,10,0.06399188766392158
0.875,0.055420734804447196,500.0,10,0.06269543455332177
0.885,0.0534454540323946,500.0,10,0.06139828131175121
0.895,0.05942773294203961,500.0,10,0.05983287585241636
0.905,0.05666233986116598,500.0,10,0.05784672820074004
0.9149999999999999,0.06050002821829674,500.0,10,0.05539198643187187
0.9249999999999999,0.061741633275015514,500.0,10,0.052506741958344524
0.9349999999999999,0.05338901743890738,500.0,10,0.04929205025179689
0.945,0.05073649754500818,500.0,10,0.04588777360187603
0.955,0.05305039787798408,500.0,10,0.042449596225301214
0.965,0.04797110446413454,500.0,10,0.03912894354961397
0.975,0.04210169874146396,500.0,10,0.03605700497297747
0.985,0.03544218070997234,500.0,10,0.033333559600314894
0.995,0.03487781477510017,500.0,10,0.031020815395072128
1.0050000000000001,0.026186579378068734,500.0,10,0.02914200852600258
1.0150000000000001,0.027879677182685247,500.0,10,0.02768411017821311
1.0250000000000001,0.023872679045092833,500.0,10,0.02660369561646356
1.0350000000000001,0.02009142728144929,500.0,10,0.02583487384722499
1.045,0.020317173655398157,500.0,10,0.02529816099926998
1.055,0.020486483435859806,500.0,10,0.024909287622608228
1.065,0.02184096167955302,500.0,10,0.02458712379041071
1.075,0.02184096167955302,500.0,10,0.024260144263715692
1.085,0.023082566736271796,500.0,10,0.023871100620626164
1.095,0.02257463739488684,500.0,10,0.02337978943281774
1.105,0.023534059484169534,500.0,10,0.022763988309890845
1.115,0.025735086630171,500.0,10,0.022018768426662314
1.125,0.02280038376883571,500.0,10,0.021154483933191862
1.135,0.024211298606016136,500.0,10,0.020193790418009915
1.145,0.022292454427450755,500.0,10,0.019168062711089017
1.155,0.020994412777244766,500.0,10,0.018113572889236575
1.165,0.019583497940064337,500.0,10,0.017067757689389475
1.175,0.01755178057452452,500.0,10,0.01606585530577766
1.185,0.015689372989446355,500.0,10,0.015138129239980093
1.195,0.014334894745753144,500.0,10,0.014307826254075848
1.205,0.01190812122580281,500.0,10,0.013589941746797033
1.215,0.011061572323494553,500.0,10,0.01299079448414076
1.225,0.010440769795135165,500.0,10,0.012508348812559664
1.235,0.00914272814492917,500.0,10,0.01213317070820292
1.245,0.009029854957954737,500.0,10,0.01184986737747336
1.2550000000000001,0.010440769795135165,500.0,10,0.011638840059101279
1.2650000000000001,0.010892262543032901,500.0,10,0.011478175893118026
1.2750000000000001,0.010158586827699078,500.0,10,0.011345515407313916
1.2850000000000001,0.01128731869744342,500.0,10,0.01121975441017804
1.2950000000000002,0.012190304193238896,500.0,10,0.011082469350002361
1.3050000000000002,0.011005135730007335,500.0,10,0.010918989865345369
1.3150000000000002,0.01134375529093064,500.0,10,0.010719077951542215
1.3250000000000002,0.012585360347649415,500.0,10,0.010477207075912515
1.3350000000000002,0.011005135730007335,500.0,10,0.01019246452351654
1.3450000000000002,0.011174445510468986,500.0,10,0.009868124750413883
1.3550000000000002,0.011230882103956202,500.0,10,0.009510959682445353
1.365,0.01032789660816073,500.0,10,0.009130363372100443
1.375,0.008521925616569783,500.0,10,0.008737373298383928
1.385,0.008860545177493085,500.0,10,0.008343669307528683
1.395,0.008070432868672046,500.0,10,0.00796062448350009
1.405,0.008409052429595349,500.0,10,0.007598471083472057
1.415,0.005135730007336756,500.0,10,0.0072656302346324345
1.425,0.00643377165754275,500.0,10,0.00696823764155242
1.435,0.006603081438004401,500.0,10,0.006709880413555979
1.445,0.006941700998927704,500.0,10,0.006491543556110266
1.455,0.0060387155031322295,500.0,10,0.006311749809144005
1.465,0.00564365934872171,500.0,10,0.006166864272204698
1.475,0.006377335064055533,500.0,10,0.006051526270494869
1.485,0.006659518031491619,500.0,10,0.005959165520416064
1.495,0.0067723912184660525,500.0,10,0.005882557875976993
1.5050000000000001,0.005474349568260059,500.0,10,0.005814377529204276
1.5150000000000001,0.0065466448445171835,500.0,10,0.005747707024267899
1.5250000000000001,0.006151588690106665,500.0,10,0.005676473192537094
1.5350000000000001,0.006208025283593882,500.0,10,0.005595785401035745
1.5450000000000002,0.006095152096619448,500.0,10,0.0055021615840759154
1.5550000000000002,0.005700095942208928,500.0,10,0.005393636686395352
1.5650000000000002,0.0049664202268751055,500.0,10,0.005269756754651962
1.5750000000000002,0.00564365934872171,500.0,10,0.005131469452029211
1.5850000000000002,0.005587222755234493,500.0,10,0.004980927846467731
1.5950000000000002,0.005248603194311191,500.0,10,0.0048212286818681465
1.6050000000000002,0.004006998137592414,500.0,10,0.0046561088644261625
1.615,0.0037248151701563285,500.0,10,0.004489624591882538
1.625,0.004627800665951802,500.0,10,0.004325836545451614
1.635,0.0038941249506179803,500.0,10,0.004168522073248823
1.645,0.003611941983181895,500.0,10,0.004020931616865049
1.655,0.004006998137592414,500.0,10,0.003885602117986649
1.665,0.0028782662678480723,500.0,10,0.003764235164438354
1.675,0.0029911394548225063,500.0,10,0.0036576425694811805
1.685,0.003781251763643546,500.0,10,0.0035657572743531835
1.695,0.0032733224222585918,500.0,10,0.00348770322463239
1.705,0.003781251763643546,500.0,10,0.0034219144344292567
1.715,0.0033297590157458094,500.0,10,0.003366290981234405
1.725,0.0038941249506179803,500.0,10,0.0033183782501337287
1.735,0.004402054292002934,500.0,10,0.003275555371299546
1.745,0.0035555053896946776,500.0,10,0.0032352193992240146
1.7550000000000001,0.0044584908854901515,500.0,10,0.0031949532358381293
1.7650000000000001,0.0036683785766691117,500.0,10,0.003152667426995038
1.7750000000000001,0.003047576048309724,500.0,10,0.0031067085587790423
1.7850000000000001,0.002652519893899204,500.0,10,0.0030559298309514294
1.7950000000000002,0.0025960833004119864,500.0,10,0.002999722277649951
1.8050000000000002,0.0033861956092330263,500.0,10,0.002938007845732167
1.8150000000000002,0.0023703369264631187,500.0,10,0.0028711979626780243
1.8250000000000002,0.0033297590157458094,500.0,10,0.0028001231986401445
1.8350000000000002,0.0016930978046165131,500.0,10,0.002725941061811017
1.8450000000000002,0.002201027146001467,500.0,10,0.002650029816172137
1.8550000000000002,0.0023703369264631187,500.0,10,0.0025738764709969876
1.8650000000000002,0.002821829674360855,500.0,10,0.0024989667956316825
1.875,0.0021445905525142497,500.0,10,0.0024266844274706254
1.885,0.002821829674360855,500.0,10,0.0023582249581096002
1.895,0.002652519893899204,500.0,10,0.0022945294128603293
1.905,0.002821829674360855,500.0,10,0.0022362399021184248
1.915,0.0029911394548225063,500.0,10,0.0021836785404524004
1.925,0.0024267735199503355,500.0,10,0.0021368491147143957
1.935,0.002821829674360855,500.0,10,0.0020954595360691956
1.945,0.0021445905525142497,500.0,10,0.0020589619133315725
1.955,0.0019752807720525988,500.0,10,0.002026606194008466
1.965,0.002201027146001467,500.0,10,0.001997502767559389
1.975,0.001128731869744342,500.0,10,0.0019706892201523246
1.985,0.0018059709915909474,500.0,10,0.0019451965557340512
1.995,0.002257463739488684,500.0,10,0.0019201106183725683
2.005,0.0029911394548225063,500.0,10,0.0018946251132480976
2.015,0.0019188441785653815,500.0,10,0.0018680834647842243
2.025,0.0015802246176420788,500.0,10,0.001840007700534341
2.035,0.0016366612111292959,500.0,10,0.0018101135378458658
2.045,0.002088153959027033,500.0,10,0.0017783118099249499
2.055,0.0018624075850781643,500.0,10,0.001744697239245557
2.065,0.0008465489023082566,500.0,10,0.0017095263005738816
2.075,0.0013544782436932105,500.0,10,0.001673186477421472
2.085,0.0015802246176420788,500.0,10,0.0016361595827947264
2.095,0.0015802246176420788,500.0,10,0.0015989819802300163
2.105,0.0014109148371804275,500.0,10,0.0015622045103827998
2.115,0.001523788024154862,500.0,10,0.0015263547199823716
2.125,0.0015802246176420788,500.0,10,0.001491903631747576
2.135,0.0014109148371804275,500.0,10,0.0014592388211491772
2.145,0.0014109148371804275,500.0,10,0.0014286450184015373
2.155,0.0011851684632315593,500.0,10,0.0014002928730164931
