time,background,brillouin,first_harmonic,third_harmonic,temperature
-0.019600000000000492,-0.0,0.0,-0.0,0.0,60
-0.019200000000000494,-0.0,0.0,-0.0,0.0,60
-0.018800000000000497,-0.0,0.0,-0.0,0.0,60
-0.0184000000000005,-0.0,0.0,-0.0,0.0,60
-0.0180000000000005,-0.0,0.0,-0.0,0.0,60
-0.017600000000000504,-0.0,0.0,0.0,0.0,60
-0.017200000000000507,-0.0,0.0,0.0,-0.0,60
-0.01680000000000051,-0.0,0.0,0.0,-0.0,60
-0.01640000000000051,-0.0,0.0,0.0,-0.0,60
-0.016000000000000514,-0.0,0.0,0.0,-0.0,60
-0.015600000000000516,-0.0,0.0,0.0,-0.0,60
-0.015200000000000519,-0.0,0.0,0.0,0.0,60
-0.014800000000000521,-0.0,0.0,0.0,0.0,60
-0.014400000000000523,-0.0,0.0,0.0,0.0,60
-0.014000000000000526,-0.0,0.0,0.0,0.0,60
-0.013600000000000528,-0.0,0.0,0.0,0.0,60
-0.01320000000000053,-0.0,0.0,0.0,-0.0,60
-0.012800000000000533,-0.0,0.0,0.0,-0.0,60
-0.012400000000000536,-5.518314211782311e-20,6.085200756288522e-23,4.7274313716917105e-21,-1.3197124038092248e-21,60
-0.012000000000000538,-3.305343687651819e-19,1.1891166600088662e-22,1.6513762505620654e-20,-7.73705613559668e-21,60
-0.01160000000000054,-1.209898827531316e-18,-4.71200422487058e-22,1.518723436626027e-20,-1.845767992252032e-20,60
-0.011200000000000543,-4.6117813992680655e-18,-5.2312247627694974e-21,-1.1590225136951925e-19,-1.1029645005533655e-20,60
-0.010800000000000545,-1.7484177637476438e-17,-3.25956484087762e-20,-1.0781435697585666e-18,1.8900601257989073e-19,60
-0.010400000000000548,-6.609804372152683e-17,-1.6980842688890729e-19,-6.323420410551578e-18,1.3230479699537654e-18,60
-0.01000000000000055,-2.5029140882309054e-16,-8.10580590641624e-19,-3.1503701755709076e-17,5.594516228241927e-18,60
-0.009600000000000553,-9.480075501709588e-16,-3.662437534279134e-18,-1.4328517502357978e-16,1.639118679784285e-17,60
-0.009200000000000555,-3.590351532954519e-15,-1.5921036432682254e-17,-6.123816167148752e-16,2.4213219316631506e-17,60
-0.008800000000000557,-1.3597793211480133e-14,-6.722309254079418e-17,-2.49415296654189e-15,-7.675089870002993e-17,60
-0.00840000000000056,-5.149973161449245e-14,-2.7726694704704807e-16,-9.747492035601546e-15,-8.114221319173677e-16,60
-0.008000000000000562,-1.9504895706509316e-13,-1.1212576334244624e-15,-3.665505541058804e-14,-3.9711058004570415e-15,60
-0.007600000000000565,-7.387276269863749e-13,-4.456477567184868e-15,-1.3258499090287372e-13,-1.3400067253464148e-14,60
-0.007200000000000567,-2.797866740880745e-12,-1.7435885418585795e-14,-4.596366537915782e-13,-2.8143055509377968e-14,60
-0.0068000000000005695,-1.0596726924484007e-11,-6.721808203240789e-14,-1.5148029838549308e-12,1.095753971171423e-14,60
-0.006400000000000572,-4.0134555861276675e-11,-2.554664814792383e-13,-4.668659354291233e-12,4.576744280177078e-13,60
-0.006000000000000574,-1.5200824833724688e-10,-9.572415719505576e-13,-1.2988044519740479e-11,2.687576365817655e-12,60
-0.005600000000000577,-5.757284820189795e-10,-3.5351290305252575e-12,-2.9647596020425517e-11,1.0335683764753107e-11,60
-0.005200000000000579,-2.1805685689352937e-9,-1.2857194994383803e-11,-3.4420737098386065e-11,2.6905320924316435e-11,60
-0.004800000000000582,-8.258891530661936e-9,-4.5990375190294714e-11,1.6788136656181665e-10,2.3796390940413765e-11,60
-0.004400000000000584,-3.128009862156697e-8,-1.6146104621840502e-10,1.7351927210825222e-9,-2.2492252335913672e-10,60
-0.004000000000000586,-1.1846427423726934e-7,-5.545879552184806e-10,1.0463467231777309e-8,-1.724710542196553e-9,60
-0.003600000000000589,-4.4853718568388087e-7,-1.8544185195065184e-9,5.277307182457596e-8,-7.582873038605227e-9,60
-0.0032000000000005913,-1.6966559885006992e-6,-5.985971831729753e-9,2.41556321913697e-7,-2.3138320649156443e-8,60
-0.0028000000000005937,-6.3945905003994535e-6,-1.8359901384880917e-8,1.033135455479205e-6,-3.8491274740085375e-8,60
-0.002400000000000596,-0.00002377574590317242,-5.165933320355871e-8,4.149721360012444e-6,7.855709400533026e-8,60
-0.0020000000000005985,-0.00008419164965596026,-1.2146818768880555e-7,0.000015224476861758895,9.447703665839262e-7,60
-0.001600000000000601,-0.0002557333555319984,-1.7681200904908698e-7,0.000046095566160139615,3.884784638780872e-6,60
-0.0012000000000006034,-0.0005530842163611245,3.911888826715402e-8,0.00009559959654818512,7.770654064647778e-6,60
-0.0008000000000006058,-0.0007973001790272129,6.640256320246315e-7,0.0001267293260451565,6.657306996539248e-6,60
-0.0004000000000006082,-0.000901517797895693,1.428162013483569e-6,0.0001254106386026093,1.0417874932634091e-7,60
-6.106226635438361e-16,-0.0009326791015239187,2.158302687080894e-6,0.00010643694610074131,-7.339857615935557e-6,60
0.00039999999999938696,-0.0009401910331578918,2.832079333153253e-6,0.00007986908503696231,-0.000012223295705049466,60
0.0007999999999993845,-0.0009411160474828442,3.452682787678614e-6,0.00004962393143300896,-0.000012891468607620182,60
0.0011999999999993821,-0.0009402854589675582,4.018943542825483e-6,0.000017576882082723872,-9.297187155057349e-6,60
0.0015999999999993797,-0.0009389957046623515,4.525962081615296e-6,-0.000014891306845976284,-2.792464602483296e-6,60
0.0019999999999993773,-0.0009375897200537883,4.96773220616771e-6,-0.00004651962767520141,4.380443798236627e-6,60
0.002399999999999375,-0.0009361578610468142,5.338477712427639e-6,-0.00007611517731542527,9.850296669859246e-6,60
0.0027999999999993724,-0.0009347238945083807,5.6332040489993455e-6,-0.00010257676941585331,0.000011893546504398918,60
0.00319999999999937,-0.0009332940541239617,5.847926073539263e-6,-0.00012493180303108805,9.97211090686386e-6,60
0.0035999999999993676,-0.0009318699586034276,5.9797727154941575e-6,-0.00014237130530230822,4.8641253210494045e-6,60
0.003999999999999365,-0.0009304520121080972,6.027040707604105e-6,-0.00015427904531019023,-1.6402500597363984e-6,60
0.004399999999999363,-0.0009290402992414515,5.989220955658583e-6,-0.00016025316811101161,-7.362244521936908e-6,60
0.00479999999999936,-0.0009276348206040899,5.86700480305472e-6,-0.00016011953035035694,-0.000010461299522099436,60
0.005199999999999358,-0.0009262355547895037,5.662272421119059e-6,-0.00015393630624192637,-0.000010023831430699539,60
0.0055999999999993555,-0.0009248424747004482,5.378064189965957e-6,-0.00014198977062171672,-6.326728977895095e-6,60
0.005999999999999353,-0.0009234555518428364,5.018535696081715e-6,-0.00012478149762347552,-7.0177881163425e-7,60
0.006399999999999351,-0.0009220747574553973,4.588897065271303e-6,-0.00010300753431777203,4.939559366967885e-6,60
0.006799999999999348,-0.0009207000628065239,4.0953375303820855e-6,-0.00007753040642955125,8.752844730377892e-6,60
0.007199999999999346,-0.0009193314392719345,3.544936329022046e-6,-0.00004934507644794575,9.560956520927423e-6,60
0.007599999999999343,-0.0009179688583546424,2.9455612143101775e-6,-0.000019540193163080812,7.213558034211786e-6,60
0.007999999999999341,-0.0009166122916897487,2.3057560332220904e-6,0.00001074386206988137,2.597354854427878e-6,60
