sample,time,X
CF,0.3826860681064477,0.00004800251499321046
CF,0.3893573500104428,-0.000027339246949566187
CF,0.3960286319144375,-0.00003687621681562045
CF,0.4026999138184326,0.00003846354513347555
CF,0.4093711957224273,-0.00007788408724312946
CF,0.41604247762642244,0.00004323453005860347
CF,0.4227137595302275,0.00009854735528677362
CF,0.4293850414342226,-0.0001112619817790589
CF,0.4360563233382173,-0.0000530881655907564
CF,0.44272760524221244,-0.000027339246949566187
CF,0.4493988871462071,-0.0003067663640442303
CF,0.45607016905020226,-0.0003830601229789838
CF,0.4627414509540073,-0.0002876924243121217
CF,0.46941273285800245,-0.00004069120476141017
CF,0.47608401476199713,0.00008138140952598018
CF,0.48275529666599226,0.00004704851800755287
CF,0.48942657856998695,-3.497322282850618e-6
CF,0.49609786047398163,-0.000023524259003776407
CF,0.5027691423777876,-0.00003687621681562045
CF,0.5094404242817818,-0.00006548612641694296
CF,0.516111706185777,-0.00011507696972484869
CF,0.5227829880897721,-0.00008932805108365847
CF,0.5294542699937663,-0.00008551306313786869
CF,0.5361255518977615,-0.00004164420175022744
CF,0.5427968338015665,0.00006325906939041748
CF,0.5494681157055616,0.00004800251499321046
CF,0.5561393976095568,-0.00015322624658133718
CF,0.5628106795135519,-0.00021998403564687673
CF,0.5694819614175461,-0.00019995370153999895
CF,0.5761532433215413,-0.0002905558126613658
CF,0.5828245252253463,-0.0000387832107900952
CF,0.5894958071293415,-0.00019804670756552425
CF,0.5961670890333366,-0.00012461393959090295
CF,0.6028383709373317,-0.00006644012340260044
CF,0.609509652841326,-0.00015608484015235764
CF,0.6161809347453211,-0.00020567668345710372
CF,0.6228522166491262,-0.00023619458702974123
CF,0.6295234985531213,-0.00017420478289880873
CF,0.6361947804571164,-0.00019423171961973447
CF,0.6428660623611115,-0.00008169907518891924
CF,0.6495373442651058,-0.00008074747559237347
CF,0.6562086261691009,-0.0002094916714028935
CF,0.662879908072906,-0.0002838798337554437
CF,0.6695511899769011,-0.00022856461113816173
CF,0.6762224718808962,-0.000458400684925552
CF,0.6828937537848905,-0.0004622153728722897
CF,0.6895650356888856,-0.0002667114906055385
CF,0.6962363175928807,-0.00028197044239185724
CF,0.7029075994966858,-0.00014940886124643568
CF,0.7095788814006809,-0.00007216210532286498
CF,0.7162501633046761,-0.00007502309628299722
CF,0.7229214452086703,-0.00010935498780458415
CF,0.7295927271126654,-0.00014464087631182868
CF,0.7362640090166606,0.00003846354513347555
CF,0.7429352909204656,-0.00021807464428329022
CF,0.7496065728244607,-0.0002094916714028935
CF,0.7562778547284559,-0.00016657580700406944
CF,0.7629491366324501,-0.00013033592151116743
CF,0.7696204185364452,-0.00019613871359420917
CF,0.7762917004404404,-0.000233333596069609
CF,0.7829629823442454,-0.00014273388233735393
CF,0.7896342642482406,-0.00034014525857700007
CF,0.7963055461522357,-0.0002867384273264642
CF,0.8029768280562299,-0.00023619458702974123
CF,0.8096481099602251,-0.00006548612641694296
CF,0.8163193918642202,-0.00014464087631182868
CF,0.8229906737680253,-0.00024191656895000574
CF,0.8296619556720204,-0.00008265207217773645
CF,0.8363332375760146,-0.00006739312039141766
CF,0.8430045194800098,-0.0003477742344717393
CF,0.8496758013840049,-0.00030390537308409805
CF,0.85634708328781,-0.00025240653580487724
CF,0.8630183651918051,-0.00027243586991491475
CF,0.8696896470958002,-0.00009791102396405519
CF,0.8763609289997945,-0.00020663068044276124
CF,0.8830322109037896,-0.00023714998140767025
CF,0.8897034928077847,-0.00022856461113816173
CF,0.8963747747115898,-0.00009409603601826541
CF,0.9030460566155849,-0.00016276081905827966
CF,0.90971733851958,-0.0003792454350322461
CF,0.9163886204235743,-0.0004002264687385134
CF,0.9230599023275694,-0.00039736547777838115
CF,0.9297311842315645,-0.0002876924243121217
CF,0.9364024661353696,-0.0002981833911638335
CF,0.9430737480393647,-0.00045744701793885183
CF,0.9497450299433599,-0.0004326513662856257
CF,0.9564163118473541,-0.00042597568737875574
CF,0.9630875937513492,-0.0003306082887109458
CF,0.9697588756553444,-0.00023142560209829397
CF,0.9764301575591494,-0.000324885306793841
CF,0.9831014394631445,-0.0002876924243121217
CF,0.9897727213671397,-0.0001637148160439372
CF,0.9964440032711339,-0.000315349336924627
CF,1.003115285175129,-0.00028197044239185724
CF,1.0097865670791242,-0.0001293819245255099
CF,1.0164578489829292,-0.0002295186081238192
CF,1.0231291308869244,-0.00023714758401855847
CF,1.0298004127909186,-0.000078838084228787
CF,1.0364716946949137,-0.0001341509094569572
CF,1.0431429765989089,-0.00021616765030881552
CF,1.049814258502904,-0.00015799183412683245
CF,1.056485540406709,-0.00028387743636633194
CF,1.0631568223107042,-0.00028674082471557595
CF,1.0698281042146984,-0.0001799267648190732
CF,1.0764993861186936,-0.00015417784617788294
CF,1.0831706680226887,-0.0002810164454061997
CF,1.0898419499266838,-0.0002457305568989552
CF,1.0965132318304889,-0.0001923247256452597
CF,1.103184513734484,-0.000078838084228787
CF,1.1098557956384782,-0.00010363300588431967
CF,1.1165270775424734,-0.00027148047553698576
CF,1.1231983594464685,-0.00024191656895000574
CF,1.1298696413504636,-0.00003687621681562045
CF,1.1365409232542687,-0.000019710271054826953
CF,1.1432122051582638,-3.497322282850618e-6
CF,1.149883487062258,-0.00009123504505813317
CF,1.1565547689662532,-0.00016943679796420168
CF,1.1632260508702483,-0.00027815545444606746
CF,1.1698973327742426,-0.0002514525388192197
CF,1.1765686146780485,-0.00019900210194345318
CF,1.1832398965820428,-0.00019518811399450378
CF,1.189911178486038,-0.00011507696972484869
CF,1.196582460390033,-0.000049274177641807
CF,1.2032537422940282,0.0000365565511590008
CF,1.2099250241980224,-0.0002533605327905348
CF,1.2165963061018283,-0.0003067663640442303
CF,1.2232675880058226,-0.00033346927967107805
CF,1.2299388699098177,-0.00019327772263407693
CF,1.2366101518138128,-0.00009981801793852989
CF,1.243281433717808,-0.0001341509094569572
CF,1.2499527156218022,-0.00027148047553698576
CF,1.2566239975256082,-0.0004164412149014973
CF,1.2632952794296024,-0.00013796489740590666
CF,1.2699665613335975,-0.0001923247256452597
CF,1.2766378432375927,-0.0003773381410587193
CF,1.2833091251415878,-0.00038401381996558924
CF,1.289980407045582,-0.0003258393037794985
CF,1.296651688949388,-0.00029341440623238625
CF,1.3033229708533822,-0.0002295186081238192
CF,1.3099942527573774,-0.00023142560209829397
CF,1.3166655346613725,-0.0001846947497536802
CF,1.3233368165653676,-0.00020281469250013119
CF,1.3300080984693619,-0.0001532238491922254
CF,1.3366793803731678,-0.00015417784617788294
CF,1.343350662277162,-0.00015608484015235764
CF,1.3500219441811572,-0.00013510390644577442
CF,1.3566932260851523,-0.0001236599426052454
CF,1.3633645079891465,-0.00009218904204379071
CF,1.3700357898931417,-0.00022188963222908
CF,1.3767070717969467,-0.0002094916714028935
CF,1.3833783537009419,-0.0001551308431667002
CF,1.390049635604937,-0.00027148287292609754
CF,1.3967209175089321,-0.000233333596069609
CF,1.4033921994129264,-0.00015608484015235764
CF,1.4100634813169215,-0.00021902864126894776
CF,1.4167347632207266,-0.00019804670756552425
CF,1.4234060451247217,-0.00012652093356537765
CF,1.4300773270287168,-0.0002228426292178972
CF,1.436748608932712,-0.00009600402998958049
CF,1.4434198908367062,-0.00008551306313786869
CF,1.4500911727407013,0.000013668623477942822
CF,1.4567624546445064,4.131653611888562e-6
CF,1.4634337365485015,-0.00020472268647144627
CF,1.4701050184524966,-0.00018279015316831723
CF,1.4767763003564918,-0.00017611177687328343
CF,1.483447582260486,-0.00007216210532286498
CF,1.4901188641644811,-0.00020663068044276124
CF,1.4967901460682862,-0.0003306082887109458
CF,1.5034614279722813,-0.00039831907476530257
CF,1.5034614279722813,-0.00028387743636633194
CF,1.7035998850911804,-0.00018946373468512747
CF,1.9037383422100786,-0.00010267900889866213
CF,2.1038767993289778,-0.00007311510231168214
CF,2.304015256447877,-0.00014654787028630338
CF,2.504153713566775,-0.00014273388233735393
CF,2.704292170685674,-0.000308673358018705
CF,2.9044306278045733,-0.0002466869512737245
CF,3.1045690849234724,-0.00022475062318921224
CF,3.3047075420423706,-0.0002533605327905348
CF,3.5048459991612697,-0.00017038979495301895
CF,3.704984456280169,-0.0002772024574572503
CF,3.905122913399067,-0.00020281469250013119
CF,4.105261370517966,-0.0001513168552177507
CF,4.305399827636865,-0.00013701190041708945
CF,4.5055382847557635,-6.358313242982912e-6
CF,4.7056767418746634,-0.00013701190041708945
CF,4.905815198993562,-0.0002772024574572503
CF,5.105953656112272,-0.0003525426194050824
CF,5.30609211323117,-0.00025240653580487724
CF,5.506230570350068,-0.00018660274372499523
CF,5.706369027468968,-0.00021807464428329022
CF,5.906507484587866,-0.00015799183412683245
CF,6.1066459417067644,-0.00014559487329748622
CF,6.306784398825664,-0.0001398728913772217
CF,6.506922855944563,-0.00018660274372499523
CF,6.707061313063461,-0.00013128991849682497
CF,6.907199770182361,-0.00006739312039141766
CF,7.107338227301259,-0.00020376868948578873
CF,7.307476684420157,-0.0003735234531119816
CF,7.507615141539057,-0.00046412276684550054
CF,7.7077535986579555,-0.00022475062318921224
CF,7.907892055776854,-0.00020853767441723596
CF,8.108030512895754,-0.0003639866832452954
CF,8.308168970014652,-0.0002752944634859352
CF,8.50830742713355,-0.00023524059004408372
CF,8.70844588425245,-0.00010649399684445191
CF,8.908584341371348,-0.00014655026767541516
CF,9.108722798490248,-0.0001284313249258045
CF,9.308861255609147,-0.0002094916714028935
CF,9.508999712728045,-0.00021998163825776495
CF,9.709138169846945,-0.0002295186081238192
CF,9.909276626965843,-0.00007597609327181443
CF,10.109415084084553,-0.00012079895164511317
CF,10.309553541203451,-0.0001675288039928867
CF,10.50969199832235,-0.0001408258883660389
CF,10.70983045544125,-0.00014177988535169644
CF,10.909968912560148,-0.0001608528250869647
CF,11.110107369679046,-0.00030199737911278297
CF,11.310245826797946,-0.00024859154785908746
CF,11.510384283916844,-0.00014940886124643568
CF,11.710522741035742,-0.00032202431583370876
CF,11.910661198154642,-0.0002981833911638335
CF,12.11079965527354,-0.0002848314333519895
CF,12.310938112392439,-0.000267665487591196
CF,12.511076569511339,-0.0002667114906055385
CF,12.711215026630239,-0.000020663268043644167
CF,12.911353483749135,6.039647583203642e-6
CF,13.111491940868035,0.00011666729803322477
CF,13.311630397986935,-0.000055949156550888697
CF,13.511768855105831,-0.00026003651169645675
CF,13.711907312224731,-0.00034014525857700007
CF,13.912045769343631,-0.00027148047553698576
CF,14.112184226462528,-0.00018946373468512747
CF,14.312322683581428,-0.00024859154785908746
CF,14.512461140700328,-0.00032393230980502373
CF,14.712599597819224,-0.00023237959908395148
CF,14.912738054938124,-0.00027148047553698576
CF,15.112876512056832,-0.0003897361018849058
CF,15.313014969175732,-0.00034014525857700007
CF,15.513153426294632,-1.590328308375918e-6
CF,15.713291883413529,-0.00004069120476141017
CF,15.913430340532429,-0.00008742105710918372
CF,16.11356879765133,-0.00031248834596449477
CF,16.313707254770225,-0.0004393295425812914
CF,16.513845711889125,-0.00025240653580487724
CF,16.713984169008025,-0.00016466781303275447
CF,16.91412262612692,-0.0001293819245255099
CF,17.11426108324582,-0.00032393230980502373
CF,17.31439954036472,-0.00042788298135228257
CF,17.514537997483618,-0.0003439592465259495
CF,17.714676454602518,-0.00023237959908395148
CF,17.914814911721418,-0.0003000903851383082
CF,18.114953368840315,-0.00019327772263407693
CF,18.315091825959215,-0.00040880944161891016
CF,18.515230283078115,-0.00038210642599237837
CF,18.71536874019701,-0.00023333599345872077
CF,18.91550719731591,-0.00015989982809814742
CF,19.11564565443481,-0.00017801977084459846
CF,19.315784111553707,-0.00017802216823371023
CF,19.515922568672607,-0.00021235266236302574
CF,19.716061025791507,-0.000297229394178176
CF,19.916199482910404,-0.0001637148160439372
CF,20.116337940029116,-0.00045172494601887167
CF,20.316476397148012,-0.00038496751695219465
CF,20.516614854266912,-0.0001398728913772217
CF,20.716753311385812,-0.00013128991849682497
CF,20.91689176850471,-0.0002228426292178972
CF,21.11703022562361,-0.00020472268647144627
CF,21.31716868274251,-0.0001513168552177507
CF,21.51730713986141,-0.00013701190041708945
CF,21.717445596980305,-0.00010363300588431967
CF,21.917584054099205,-0.00031725633089910177
CF,22.117722511218105,-0.00026576089100583306
CF,22.317860968337,-0.00015226985220656792
CF,22.5179994254559,-0.0002619435056709315
CF,22.7181378825748,-0.00030104438212396576
CF,22.918276339693698,-0.0002915074122579115
CF,23.118414796812598,-0.00005881014751102094
CF,23.318553253931498,-0.0003058123670585727
CF,23.518691711050394,-0.0002619435056709315
CF,23.718830168169294,-0.0003773381410587193
CF,23.918968625288194,-0.00025526992415412126
CF,24.11910708240709,-0.0001351063038348862
CF,24.31924553952599,-0.000038785608179206976
CF,24.51938399664489,-0.00021902864126894776
CF,24.719522453763787,-0.00021807464428329022
CF,24.919660910882687,-0.00018946373468512747
CF,25.119799368001395,0.000011761629503468122
CF,25.319937825120295,-0.00004832018065614946
CF,25.520076282239195,-0.00023619458702974123
CF,25.72021473935809,-0.00034205225255147477
CF,25.92035319647699,-0.00018088076180473075
CF,26.12049165359589,-0.000025432252975091433
CF,26.320630110714788,-0.000013988289134562418
CF,26.520768567833688,-0.00011984495465945563
CF,26.720907024952588,-0.0003573110043384255
CF,26.921045482071484,-0.00030009278252742
CF,27.121183939190384,-0.00037161845652788255
CF,27.321322396309284,-0.00026480449663106374
CF,27.52146085342818,-0.0002848314333519895
CF,27.72159931054708,-0.00009981801793852989
CF,27.92173776766598,-0.0001026814062877739
CF,28.121876224784877,-0.00018850973769946999
CF,28.322014681903777,-0.00008551306313786869
CF,28.522153139022677,-0.00015894583111248994
CF,28.722291596141574,-0.0001532238491922254
CF,28.922430053260477,-0.00021425965633750047
CF,29.122568510379374,-0.00021330665934868326
CF,29.32270696749827,-0.00026003651169645675
CF,29.522845424617174,-0.0002667114906055385
CF,29.72298388173607,-0.000326793300765156
CF,29.923122338854967,-0.00016943679796420168
CF,30.12326079597368,-0.00006071814148233596
CF,30.323399253092575,-0.00010458700286997721
CF,30.523537710211478,-0.0001656218100184119
CF,30.723676167330375,-0.0003353762736455528
CF,30.92381462444927,-0.00026385049964540626
CF,31.123953081568175,-0.00030390537308409805
CF,31.32409153868707,-0.0002104446683917107
CF,31.524229995805968,-0.00027338746951146046
CF,31.72436845292487,-0.00010077201492418743
CF,31.924506910043768,-0.00014464087631182868
CF,32.124645367162664,-0.000078838084228787
CF,32.32478382428157,-0.000016849280094694658
CF,32.524922281400464,-0.00007597609327181443
CF,32.72506073851936,-0.00013796729479501844
CF,32.925199195638264,-0.0002094916714028935
CF,33.12533765275716,-0.0002533605327905348
CF,33.32547610987606,-0.0002276116141493445
CF,33.52561456699496,-0.00019804670756552425
CF,33.72575302411386,-0.0001713437919386765
CF,33.92589148123275,-0.00011030898479024169
CF,34.12602993835166,-0.00014845586425761846
CF,34.32616839547055,-0.00015703883713801518
CF,34.52630685258945,-0.00022189202961819178
CF,34.72644530970835,-0.00015417784617788294
CF,34.92658376682725,-0.0001732507859131512
CF,35.12672222394596,-0.00012461393959090295
CF,35.32686068106486,-0.00010649399684445191
CF,35.526999138183754,-0.0001227069456164282
CF,35.72713759530266,-0.0002466845538846127
CF,35.927276052421554,-0.0003754307470855084
CF,36.12741450954045,-0.0004707984457523705
CF,36.327552966659354,-0.00010649399684445191
CF,36.52769142377825,-0.00015417784617788294
CF,36.72782988089715,-0.00030199737911278297
CF,36.92796833801605,-0.00015608484015235764
CF,37.12810679513495,-0.000018756274069169413
CF,37.32824525225384,-0.00006167113847115318
CF,37.52838370937275,-0.00014559487329748622
CF,37.72852216649164,-0.00019327772263407693
CF,37.92866062361054,-0.0003210713188448915
CF,38.12879908072944,-0.0002276116141493445
CF,38.32893753784834,-0.0002657584936167213
CF,38.529075994967236,-0.00004832018065614946
CF,38.72921445208614,-7.312310228640398e-6
CF,38.929352909205036,-0.00008837405409800093
CF,39.12949136632393,-0.00023237959908395148
CF,39.329629823442836,-0.00030771936103304745
CF,39.52976828056173,-0.0002581309151142535
CF,39.72990673768063,-0.0001637148160439372
CF,39.93004519479953,-0.000078838084228787
CF,40.13018365191824,-0.00023428659305842623
CF,40.33032210903714,-0.00032297831281936625
CF,40.53046056615604,-0.00021903103865805954
CF,40.730599023274934,-0.00019423171961973447
CF,40.93073748039384,-0.00015226985220656792
CF,41.130875937512734,-0.00027815785183517923
CF,41.33101439463163,-0.00022475062318921224
CF,41.531152851750534,-0.0004898719854857429
CF,41.73129130886943,-0.0004212096998345244
CF,41.93142976598833,-0.0002514525388192197
CF,42.13156822310723,-0.00026480449663106374
CF,42.33170668022613,-0.000028293243935223673
CF,42.53184513734502,-0.0002514525388192197
SRO/STO,-7.03813318012151,-0.00003846488787372191
SRO/STO,-6.837994723002611,-0.00001939094347483015
SRO/STO,-6.637856265883713,-0.00002034494069390021
SRO/STO,-6.4377178087648135,0.00003973588416873069
SRO/STO,-6.237579351645914,0.00003496789806755013
SRO/STO,-6.037440894527016,0.00005499483968842713
SRO/STO,-5.837302437408117,0.000052133848028301766
SRO/STO,-5.637163980289218,0.00011316867011000283
SRO/STO,-5.43702552317032,0.00016752851164946814
SRO/STO,-5.236887066051421,0.00017039180601399338
SRO/STO,-5.0367486089325215,0.00012842762562969938
SRO/STO,-4.8366101518138125,0.00010649599227216717
SRO/STO,-4.636471694694913,0.00009886371180937645
SRO/STO,-4.436333237576014,0.00014845456725057628
SRO/STO,-4.236194780457116,0.00016085253111014746
SRO/STO,-4.036056323338217,0.00015036486439311638
SRO/STO,-3.8359178662193187,0.00009790971459030639
SRO/STO,-3.6357794091004196,0.00003306090362649493
SRO/STO,-3.435640951981521,9.218973126422724e-6
SRO/STO,-3.2355024948626223,-0.000028927915674276084
SRO/STO,-3.035364037743723,-0.0000727967877952254
SRO/STO,-2.8352255806248245,-0.0000909167349750471
SRO/STO,-2.6350871235059254,-0.00013287861265494122
SRO/STO,-2.434948666387027,-0.00014050759041624693
SRO/STO,-2.234810209268128,-0.00010712968771381371
SRO/STO,-2.034671752149229,-0.000024159929573095633
SRO/STO,-1.8345332950303304,0.000053087845247371934
SRO/STO,-1.6343948379114315,0.00007216078964917877
SRO/STO,-1.4342563807925326,0.0001198446506493234
SRO/STO,-1.2341179236736337,0.00008932673960993052
SRO/STO,-1.0339794665547348,0.0001036316979105569
SRO/STO,-0.833841009435836,0.00009790971459030639
SRO/STO,-0.6337025523169372,0.00011316867011000283
SRO/STO,-0.4335640951980383,0.00009600272014925119
SRO/STO,-0.2334256380791395,0.00009600272014925119
SRO/STO,-0.03328718096024065,0.000029245914747299618
SRO/STO,0.1668512761584686,-0.0009206136191195184
SRO/STO,0.3669897332773674,-0.005281806235913039
SRO/STO,0.5671281903962663,-0.008581557341393367
SRO/STO,0.7672666475151652,-0.009921522646151308
SRO/STO,0.967405104634064,-0.010277221609278384
SRO/STO,1.1675435617529626,-0.010508023239244256
SRO/STO,1.3676820188718615,-0.010521323200474476
SRO/STO,1.5678204759907604,-0.010582423022366701
SRO/STO,1.7679589331096592,-0.010549023119728398
SRO/STO,1.9680973902285581,-0.01058622531380086
SRO/STO,2.168235847347457,-0.010602425266577523
SRO/STO,2.368374304466356,-0.010714922636126436
SRO/STO,2.5685127615852545,-0.010639622855627508
SRO/STO,2.768651218704153,-0.010672922758557312
SRO/STO,2.9687896758230523,-0.010758824810668257
SRO/STO,3.168928132941951,-0.010761622499994962
SRO/STO,3.36906659006085,-0.010669122769634392
SRO/STO,3.5692050471797487,-0.010734024882960774
