filename,freq,power.real,power.imag,dR/R.real,dR/R.imag,residual.real,residual.imag,best_fit.real,best_fit.imag
/Users/monochromatti/surfdrive/Measurements/2023/acoustic_resonators/src/acoustic_resonators/stroboscopy/raw_data/20.11.19/12h13m58s_long scan on flake (pump V 0.68 mW ND 0.4 640nm) A+B in Stanford___294.910-293.136_.txt,0.5732814157485522,1.6941580342463216e-15,-1.4886076223086454e-15,0.00916408201983014,-0.004743462267878893,-0.003926510356998972,0.0024516634572694486,0.005237571662831165,-0.0022917988106094423
/Users/monochromatti/surfdrive/Measurements/2023/acoustic_resonators/src/acoustic_resonators/stroboscopy/raw_data/20.11.19/12h13m58s_long scan on flake (pump V 0.68 mW ND 0.4 640nm) A+B in Stanford___294.910-293.136_.txt,0.5901426338588037,-1.7429372391140449e-15,1.598209698151155e-15,0.008839773979930715,-0.007979799815509695,-0.0020205386225949393,0.003754461791521179,0.006819235357335779,-0.004225338023988516
/Users/monochromatti/surfdrive/Measurements/2023/acoustic_resonators/src/acoustic_resonators/stroboscopy/raw_data/20.11.19/12h13m58s_long scan on flake (pump V 0.68 mW ND 0.4 640nm) A+B in Stanford___294.910-293.136_.txt,0.6070038519690553,-1.0255616300806547e-15,9.812312647420746e-16,0.008142899545372952,-0.012494502233755476,-0.0006964073996801293,0.00597393201381449,0.00744649214569283,-0.006520570219940985
/Users/monochromatti/surfdrive/Measurements/2023/acoustic_resonators/src/acoustic_resonators/stroboscopy/raw_data/20.11.19/12h13m58s_long scan on flake (pump V 0.68 mW ND 0.4 640nm) A+B in Stanford___294.910-293.136_.txt,0.6238650700793068,-2.2627719407501144e-15,2.2587773204920643e-15,0.005599021989863279,-0.012567941961019307,0.0014930702123901237,0.0037748954743332197,0.007092092202253403,-0.00879304648668609
/Users/monochromatti/surfdrive/Measurements/2023/acoustic_resonators/src/acoustic_resonators/stroboscopy/raw_data/20.11.19/12h13m58s_long scan on flake (pump V 0.68 mW ND 0.4 640nm) A+B in Stanford___294.910-293.136_.txt,0.6407262881895583,6.488721495520604e-16,-6.757925614569241e-16,0.004919867316708852,-0.014286932530778715,0.0009507573722399289,0.0035987498730070877,0.005870624688948781,-0.01068818265777163
/Users/monochromatti/surfdrive/Measurements/2023/acoustic_resonators/src/acoustic_resonators/stroboscopy/raw_data/20.11.19/12h13m58s_long scan on flake (pump V 0.68 mW ND 0.4 640nm) A+B in Stanford___294.910-293.136_.txt,0.6575875062998099,-2.4922070391256456e-15,2.7082692386690827e-15,-0.00016462788963991348,-0.01274773744313732,0.0041778873377123025,0.0008182163023039892,0.004013259448072404,-0.011929521140833347
/Users/monochromatti/surfdrive/Measurements/2023/acoustic_resonators/src/acoustic_resonators/stroboscopy/raw_data/20.11.19/12h13m58s_long scan on flake (pump V 0.68 mW ND 0.4 640nm) A+B in Stanford___294.910-293.136_.txt,0.6744487244100614,-1.148552558053504e-15,1.3024987599016208e-15,0.001942360890434385,-0.015104298206968254,-0.00011476239702497574,0.0027512970031503977,0.0018275984934094046,-0.012353001203817856
/Users/monochromatti/surfdrive/Measurements/2023/acoustic_resonators/src/acoustic_resonators/stroboscopy/raw_data/20.11.19/12h13m58s_long scan on flake (pump V 0.68 mW ND 0.4 640nm) A+B in Stanford___294.910-293.136_.txt,0.6913099425203129,3.434348739563834e-16,-4.0652654975532547e-16,-0.005169606779431852,-0.012807217044473759,0.004818775972844981,0.0008839605537530708,-0.0003508308065868742,-0.011923256490720686
/Users/monochromatti/surfdrive/Measurements/2023/acoustic_resonators/src/acoustic_resonators/stroboscopy/raw_data/20.11.19/12h13m58s_long scan on flake (pump V 0.68 mW ND 0.4 640nm) A+B in Stanford___294.910-293.136_.txt,0.7081711606305644,2.005028748569641e-15,-2.478092601345854e-15,-0.0057333441576399545,-0.010611528516202975,0.0035252301742130536,-0.00011917737117992581,-0.0022081139834269,-0.010730705887382909
/Users/monochromatti/surfdrive/Measurements/2023/acoustic_resonators/src/acoustic_resonators/stroboscopy/raw_data/20.11.19/12h13m58s_long scan on flake (pump V 0.68 mW ND 0.4 640nm) A+B in Stanford___294.910-293.136_.txt,0.7250323787408159,3.636731480792568e-17,-4.694951761495168e-17,-0.003699036402131937,-0.00303223543735559,0.0002035706455927176,-0.005938736576346879,-0.0034954657565392138,-0.008970972013702472
