step_center,step_sigma,slow_amplitude,slow_decay,fast_amplitude,fast_decay,filename,label,temperature
-1.0413325174916846e-14,1.5041856649133935e-14,-0.00045829179610024084,9.917568666311295,-0.00009638305488657295,0.03053400795951,Mattias_FM308-SRO_60degSTAMP_350deg1hr_doubleflake2_30AVG_1Windows_12Harm_001,doubleflake2,350
-2.6555119104192487e-14,3.9883651936634125e-14,-0.0006763378171825707,3.099935916693693,-0.00014604311584953678,0.043567599295094794,Mattias_FM308-SRO_60degSTAMP_NoHeat_flake4_30AVG_1Windows_12Harm_001,flake4,60
-1.6910342555605895e-14,1.9728663147589034e-14,-0.0005560788113250226,2.6732888315500576,-0.0001456869668032823,0.08034752135365553,Mattias_FM308-SRO_60degSTAMP_550deg1hr_flake1_30AVG_1Windows_12Harm_001,flake1,550
-6.440338224128523e-14,7.29905025309563e-14,-0.00040122885118343277,1.8279560592205204,-0.00011639147557929164,0.13059061106002723,Mattias_FM308-SRO_60degSTAMP_750deg1hr_flakeaftersonication4_30AVG_1Windows_12Harm_001,flakeaftersonication4,750
-3.184684570329786e-14,5.5167537205136344e-14,-0.0006110506396552751,3.450752817536421,-0.00014919552111791745,0.041159219406107006,Mattias_FM308-SRO_60degSTAMP_150deg1hr_flake6_30AVG_1Windows_12Harm_001,flake6,150
-2.5635908654742217e-14,4.180489288074796e-14,-0.0006464678976065841,3.146870887401033,-0.00012177154003012447,0.03332178295552213,Mattias_FM308-SRO_60degSTAMP_150deg1hr_flake15_30AVG_1Windows_12Harm_001,flake15,150
-1.5201604990005305e-14,2.5084379018380787e-14,-0.0006638765665041291,2.9743716598680168,-0.00011957022349129431,0.015272982549251912,Mattias_FM308-SRO_60degSTAMP_350deg1hr_flake15_30AVG_1Windows_12Harm_001,flake15,350
-2.2205884950457506e-14,3.0961899710746365e-14,-0.0006839530901263657,2.8078313686441865,-0.00011562687137711691,0.04271971316834211,Mattias_FM308-SRO_60degSTAMP_NoHeat_flake9_30AVG_1Windows_12Harm_001,flake9,60
-2.6278114432303893e-14,4.0308312243553246e-14,-0.0005805045455922198,2.696811166486402,-0.00010792571014839325,0.05154437061812445,Mattias_FM308-SRO_60degSTAMP_150deg1hr_flake13_30AVG_1Windows_12Harm_001,flake13,150
-2.7078858367368977e-14,3.813449556133719e-14,-0.0006160373061714353,2.416566332887253,-0.00010532204904123432,0.1384410496757822,Mattias_FM308-SRO_60degSTAMP_550deg1hr_flake7_30AVG_1Windows_12Harm_001,flake7,550
-6.074852192784724e-14,2.960298672860517e-14,-0.00003514687094963165,0.40298452031250553,-0.00005354858722661504,0.07617797520175928,Mattias_FM308-SRO_60degSTAMP_750deg1hr_spotty2_50AVG_1Windows_12Harm_001,spotty2,750
-2.7025585904364978e-14,3.6227687516543483e-14,-0.0007976281717922973,9.225555236403961,-0.00004668724569611982,0.10318074288979817,Mattias_FM308-SRO_60degSTAMP_750deg1hr_doubleflakeaftersonication2_30AVG_1Windows_12Harm_001,doubleflakeaftersonication2,750
-3.259843647525246e-14,6.602274282840882e-14,-0.00030962205502049756,0.7808753488181213,-0.00024309471971228902,0.041633738909280904,Mattias_FM308-SRO_60degSTAMP_NoHeat_doubleflake4_30AVG_1Windows_12Harm_001,doubleflake4,60
-1.3166392575579156e-13,1.3724021918903874e-13,-0.000057579669011431633,0.1673417691746547,-0.000032942430570059855,0.012056534670903174,Mattias_FM308-SRO_60degSTAMP_750deg1hr_spotty1_30AVG_1Windows_12Harm_001,spotty1,750
-4.6148489089085947e-14,7.248202038567797e-14,-0.0005745849801641612,19.645361179259638,-0.0002878779051727065,0.07300594186096498,Mattias_FM308-SRO_60degSTAMP_NoHeat_doubleflake3_30AVG_1Windows_12Harm_001,doubleflake3,60
