2theta,intensity,temperature,ID
50.34,4.900997513072741e-7,60,FM308_membrane
50.36,4.288372823938649e-7,60,FM308_membrane
50.38,4.288372823938649e-7,60,FM308_membrane
50.4,6.738871580475019e-7,60,FM308_membrane
50.42,3.675748134804556e-7,60,FM308_membrane
50.44,2.4504987565363707e-7,60,FM308_membrane
50.46,4.288372823938649e-7,60,FM308_membrane
50.48,4.900997513072741e-7,60,FM308_membrane
50.5,5.513622202206834e-7,60,FM308_membrane
50.52,4.900997513072741e-7,60,FM308_membrane
50.54,1.837874067402278e-7,60,FM308_membrane
50.56,1.2252493782681854e-7,60,FM308_membrane
50.58,2.4504987565363707e-7,60,FM308_membrane
50.6,3.675748134804556e-7,60,FM308_membrane
50.62,1.837874067402278e-7,60,FM308_membrane
50.64,6.738871580475019e-7,60,FM308_membrane
50.66,6.126246891340927e-7,60,FM308_membrane
50.68,2.4504987565363707e-7,60,FM308_membrane
50.7,6.738871580475019e-7,60,FM308_membrane
50.72,2.4504987565363707e-7,60,FM308_membrane
50.74,4.288372823938649e-7,60,FM308_membrane
50.76,3.0631234456704634e-7,60,FM308_membrane
50.78,1.837874067402278e-7,60,FM308_membrane
50.8,4.900997513072741e-7,60,FM308_membrane
50.82,4.900997513072741e-7,60,FM308_membrane
50.84,2.4504987565363707e-7,60,FM308_membrane
50.86,4.288372823938649e-7,60,FM308_membrane
50.88,6.126246891340927e-7,60,FM308_membrane
50.9,3.675748134804556e-7,60,FM308_membrane
50.92,5.513622202206834e-7,60,FM308_membrane
50.94,4.288372823938649e-7,60,FM308_membrane
50.96,4.900997513072741e-7,60,FM308_membrane
50.98,3.675748134804556e-7,60,FM308_membrane
51.0,1.837874067402278e-7,60,FM308_membrane
51.02,5.513622202206834e-7,60,FM308_membrane
51.04,1.837874067402278e-7,60,FM308_membrane
51.06,1.2252493782681854e-7,60,FM308_membrane
51.08,1.837874067402278e-7,60,FM308_membrane
51.1,4.288372823938649e-7,60,FM308_membrane
51.12,4.900997513072741e-7,60,FM308_membrane
51.14,3.0631234456704634e-7,60,FM308_membrane
51.16,1.837874067402278e-7,60,FM308_membrane
51.18,2.4504987565363707e-7,60,FM308_membrane
51.2,4.900997513072741e-7,60,FM308_membrane
51.22,4.900997513072741e-7,60,FM308_membrane
51.24,3.0631234456704634e-7,60,FM308_membrane
51.26,1.837874067402278e-7,60,FM308_membrane
51.28,6.126246891340927e-7,60,FM308_membrane
51.3,4.288372823938649e-7,60,FM308_membrane
51.32,2.4504987565363707e-7,60,FM308_membrane
51.34,6.126246891340927e-8,60,FM308_membrane
51.36,3.0631234456704634e-7,60,FM308_membrane
51.38,2.4504987565363707e-7,60,FM308_membrane
51.4,3.675748134804556e-7,60,FM308_membrane
51.42,4.900997513072741e-7,60,FM308_membrane
51.44,2.4504987565363707e-7,60,FM308_membrane
51.46,2.4504987565363707e-7,60,FM308_membrane
51.48,4.288372823938649e-7,60,FM308_membrane
51.5,4.288372823938649e-7,60,FM308_membrane
51.52,6.738871580475019e-7,60,FM308_membrane
51.54,3.0631234456704634e-7,60,FM308_membrane
51.56,4.900997513072741e-7,60,FM308_membrane
51.58,1.2252493782681854e-7,60,FM308_membrane
51.6,4.288372823938649e-7,60,FM308_membrane
51.62,2.4504987565363707e-7,60,FM308_membrane
51.64,4.900997513072741e-7,60,FM308_membrane
51.66,3.675748134804556e-7,60,FM308_membrane
51.68,1.2252493782681854e-7,60,FM308_membrane
51.7,2.4504987565363707e-7,60,FM308_membrane
51.72,6.126246891340927e-7,60,FM308_membrane
51.74,6.126246891340927e-8,60,FM308_membrane
51.76,3.675748134804556e-7,60,FM308_membrane
51.78,2.4504987565363707e-7,60,FM308_membrane
51.8,4.288372823938649e-7,60,FM308_membrane
51.82,1.837874067402278e-7,60,FM308_membrane
51.84,2.4504987565363707e-7,60,FM308_membrane
51.86,5.513622202206834e-7,60,FM308_membrane
51.88,3.0631234456704634e-7,60,FM308_membrane
51.9,2.4504987565363707e-7,60,FM308_membrane
51.92,2.4504987565363707e-7,60,FM308_membrane
51.94,4.900997513072741e-7,60,FM308_membrane
51.96,6.126246891340927e-7,60,FM308_membrane
51.98,1.837874067402278e-7,60,FM308_membrane
52.0,3.0631234456704634e-7,60,FM308_membrane
52.02,3.675748134804556e-7,60,FM308_membrane
52.04,3.0631234456704634e-7,60,FM308_membrane
52.06,3.0631234456704634e-7,60,FM308_membrane
52.08,6.126246891340927e-8,60,FM308_membrane
52.1,2.4504987565363707e-7,60,FM308_membrane
52.12,2.4504987565363707e-7,60,FM308_membrane
52.14,3.0631234456704634e-7,60,FM308_membrane
52.16,0.0,60,FM308_membrane
52.18,1.837874067402278e-7,60,FM308_membrane
52.2,1.837874067402278e-7,60,FM308_membrane
52.22,1.837874067402278e-7,60,FM308_membrane
52.24,2.4504987565363707e-7,60,FM308_membrane
52.26,2.4504987565363707e-7,60,FM308_membrane
52.28,3.0631234456704634e-7,60,FM308_membrane
52.3,1.837874067402278e-7,60,FM308_membrane
52.32,6.126246891340927e-8,60,FM308_membrane
52.34,1.837874067402278e-7,60,FM308_membrane
52.36,4.288372823938649e-7,60,FM308_membrane
52.38,0.0,60,FM308_membrane
52.4,1.837874067402278e-7,60,FM308_membrane
52.42,1.837874067402278e-7,60,FM308_membrane
52.44,2.4504987565363707e-7,60,FM308_membrane
52.46,1.2252493782681854e-7,60,FM308_membrane
52.48,1.2252493782681854e-7,60,FM308_membrane
52.5,1.837874067402278e-7,60,FM308_membrane
52.52,4.288372823938649e-7,60,FM308_membrane
52.54,2.4504987565363707e-7,60,FM308_membrane
52.56,6.126246891340927e-8,60,FM308_membrane
52.58,1.837874067402278e-7,60,FM308_membrane
52.6,2.4504987565363707e-7,60,FM308_membrane
52.62,1.837874067402278e-7,60,FM308_membrane
52.64,1.837874067402278e-7,60,FM308_membrane
52.66,1.2252493782681854e-7,60,FM308_membrane
52.68,6.126246891340927e-8,60,FM308_membrane
52.7,6.126246891340927e-8,60,FM308_membrane
52.72,1.837874067402278e-7,60,FM308_membrane
52.74,3.0631234456704634e-7,60,FM308_membrane
52.76,3.675748134804556e-7,60,FM308_membrane
52.78,2.4504987565363707e-7,60,FM308_membrane
52.8,0.0,60,FM308_membrane
52.82,2.4504987565363707e-7,60,FM308_membrane
52.84,1.837874067402278e-7,60,FM308_membrane
52.86,2.4504987565363707e-7,60,FM308_membrane
52.88,3.675748134804556e-7,60,FM308_membrane
52.9,6.126246891340927e-8,60,FM308_membrane
52.92,4.288372823938649e-7,60,FM308_membrane
52.94,4.288372823938649e-7,60,FM308_membrane
52.96,3.675748134804556e-7,60,FM308_membrane
52.98,1.837874067402278e-7,60,FM308_membrane
53.0,2.4504987565363707e-7,60,FM308_membrane
53.02,2.4504987565363707e-7,60,FM308_membrane
53.04,6.126246891340927e-8,60,FM308_membrane
53.06,2.4504987565363707e-7,60,FM308_membrane
53.08,2.4504987565363707e-7,60,FM308_membrane
53.1,1.837874067402278e-7,60,FM308_membrane
53.12,1.837874067402278e-7,60,FM308_membrane
53.14,0.0,60,FM308_membrane
53.16,3.0631234456704634e-7,60,FM308_membrane
53.18,4.900997513072741e-7,60,FM308_membrane
53.2,6.126246891340927e-8,60,FM308_membrane
53.22,2.4504987565363707e-7,60,FM308_membrane
53.24,6.126246891340927e-8,60,FM308_membrane
53.26,1.837874067402278e-7,60,FM308_membrane
53.28,2.4504987565363707e-7,60,FM308_membrane
53.3,0.0,60,FM308_membrane
53.32,6.126246891340927e-8,60,FM308_membrane
53.34,2.4504987565363707e-7,60,FM308_membrane
53.36,1.2252493782681854e-7,60,FM308_membrane
53.38,1.837874067402278e-7,60,FM308_membrane
53.4,1.837874067402278e-7,60,FM308_membrane
53.42,1.2252493782681854e-7,60,FM308_membrane
53.44,3.0631234456704634e-7,60,FM308_membrane
53.46,1.837874067402278e-7,60,FM308_membrane
53.48,1.837874067402278e-7,60,FM308_membrane
53.5,6.126246891340927e-8,60,FM308_membrane
53.52,1.837874067402278e-7,60,FM308_membrane
53.54,2.4504987565363707e-7,60,FM308_membrane
53.56,3.0631234456704634e-7,60,FM308_membrane
53.58,2.4504987565363707e-7,60,FM308_membrane
53.6,6.126246891340927e-8,60,FM308_membrane
53.62,1.837874067402278e-7,60,FM308_membrane
53.64,2.4504987565363707e-7,60,FM308_membrane
53.66,2.4504987565363707e-7,60,FM308_membrane
53.68,3.0631234456704634e-7,60,FM308_membrane
53.7,1.837874067402278e-7,60,FM308_membrane
53.72,1.837874067402278e-7,60,FM308_membrane
53.74,3.0631234456704634e-7,60,FM308_membrane
53.76,1.837874067402278e-7,60,FM308_membrane
53.78,1.837874067402278e-7,60,FM308_membrane
53.8,1.2252493782681854e-7,60,FM308_membrane
53.82,4.288372823938649e-7,60,FM308_membrane
53.84,3.0631234456704634e-7,60,FM308_membrane
53.86,1.2252493782681854e-7,60,FM308_membrane
53.88,6.126246891340927e-8,60,FM308_membrane
53.9,1.2252493782681854e-7,60,FM308_membrane
53.92,2.4504987565363707e-7,60,FM308_membrane
53.94,1.837874067402278e-7,60,FM308_membrane
53.96,1.2252493782681854e-7,60,FM308_membrane
53.98,1.2252493782681854e-7,60,FM308_membrane
54.0,1.2252493782681854e-7,60,FM308_membrane
54.02,1.2252493782681854e-7,60,FM308_membrane
54.04,1.2252493782681854e-7,60,FM308_membrane
54.06,3.0631234456704634e-7,60,FM308_membrane
54.08,6.126246891340927e-8,60,FM308_membrane
54.1,0.0,60,FM308_membrane
54.12,1.837874067402278e-7,60,FM308_membrane
54.14,2.4504987565363707e-7,60,FM308_membrane
54.16,1.837874067402278e-7,60,FM308_membrane
54.18,6.126246891340927e-8,60,FM308_membrane
54.2,1.2252493782681854e-7,60,FM308_membrane
54.22,1.2252493782681854e-7,60,FM308_membrane
54.24,3.0631234456704634e-7,60,FM308_membrane
54.26,1.2252493782681854e-7,60,FM308_membrane
54.28,1.837874067402278e-7,60,FM308_membrane
54.3,3.0631234456704634e-7,60,FM308_membrane
54.32,1.2252493782681854e-7,60,FM308_membrane
54.34,1.837874067402278e-7,60,FM308_membrane
54.36,3.675748134804556e-7,60,FM308_membrane
54.38,1.837874067402278e-7,60,FM308_membrane
54.4,1.837874067402278e-7,60,FM308_membrane
54.42,1.2252493782681854e-7,60,FM308_membrane
54.44,3.0631234456704634e-7,60,FM308_membrane
54.46,3.0631234456704634e-7,60,FM308_membrane
54.48,1.837874067402278e-7,60,FM308_membrane
54.5,3.0631234456704634e-7,60,FM308_membrane
54.52,1.2252493782681854e-7,60,FM308_membrane
54.54,3.0631234456704634e-7,60,FM308_membrane
54.56,0.0,60,FM308_membrane
54.58,0.0,60,FM308_membrane
54.6,2.4504987565363707e-7,60,FM308_membrane
54.62,0.0,60,FM308_membrane
54.64,6.126246891340927e-8,60,FM308_membrane
54.66,1.837874067402278e-7,60,FM308_membrane
54.68,2.4504987565363707e-7,60,FM308_membrane
54.7,1.837874067402278e-7,60,FM308_membrane
54.72,2.4504987565363707e-7,60,FM308_membrane
54.74,1.2252493782681854e-7,60,FM308_membrane
54.76,3.675748134804556e-7,60,FM308_membrane
54.78,1.837874067402278e-7,60,FM308_membrane
54.8,1.837874067402278e-7,60,FM308_membrane
54.82,1.2252493782681854e-7,60,FM308_membrane
54.84,1.2252493782681854e-7,60,FM308_membrane
54.86,0.0,60,FM308_membrane
54.88,1.2252493782681854e-7,60,FM308_membrane
54.9,6.126246891340927e-8,60,FM308_membrane
54.92,1.837874067402278e-7,60,FM308_membrane
54.94,2.4504987565363707e-7,60,FM308_membrane
54.96,1.2252493782681854e-7,60,FM308_membrane
54.98,0.0,60,FM308_membrane
55.0,1.837874067402278e-7,60,FM308_membrane
55.02,2.4504987565363707e-7,60,FM308_membrane
55.04,1.837874067402278e-7,60,FM308_membrane
55.06,1.837874067402278e-7,60,FM308_membrane
55.08,2.4504987565363707e-7,60,FM308_membrane
55.1,1.837874067402278e-7,60,FM308_membrane
55.12,3.0631234456704634e-7,60,FM308_membrane
55.14,1.2252493782681854e-7,60,FM308_membrane
55.16,6.126246891340927e-8,60,FM308_membrane
55.18,0.0,60,FM308_membrane
55.2,3.675748134804556e-7,60,FM308_membrane
55.22,1.2252493782681854e-7,60,FM308_membrane
55.24,1.837874067402278e-7,60,FM308_membrane
55.26,1.837874067402278e-7,60,FM308_membrane
55.28,2.4504987565363707e-7,60,FM308_membrane
55.3,1.837874067402278e-7,60,FM308_membrane
55.32,3.0631234456704634e-7,60,FM308_membrane
55.34,3.675748134804556e-7,60,FM308_membrane
55.36,0.0,60,FM308_membrane
55.38,6.126246891340927e-8,60,FM308_membrane
55.4,1.837874067402278e-7,60,FM308_membrane
55.42,1.2252493782681854e-7,60,FM308_membrane
55.44,1.837874067402278e-7,60,FM308_membrane
55.46,3.0631234456704634e-7,60,FM308_membrane
55.48,0.0,60,FM308_membrane
55.5,1.2252493782681854e-7,60,FM308_membrane
55.52,0.0,60,FM308_membrane
55.54,2.4504987565363707e-7,60,FM308_membrane
55.56,3.675748134804556e-7,60,FM308_membrane
55.58,1.837874067402278e-7,60,FM308_membrane
55.6,6.126246891340927e-8,60,FM308_membrane
55.62,2.4504987565363707e-7,60,FM308_membrane
55.64,1.837874067402278e-7,60,FM308_membrane
55.66,3.0631234456704634e-7,60,FM308_membrane
55.68,1.837874067402278e-7,60,FM308_membrane
55.7,2.4504987565363707e-7,60,FM308_membrane
55.72,1.837874067402278e-7,60,FM308_membrane
55.74,2.4504987565363707e-7,60,FM308_membrane
55.76,3.675748134804556e-7,60,FM308_membrane
55.78,0.0,60,FM308_membrane
55.8,1.837874067402278e-7,60,FM308_membrane
55.82,1.2252493782681854e-7,60,FM308_membrane
55.84,6.126246891340927e-8,60,FM308_membrane
55.86,1.837874067402278e-7,60,FM308_membrane
55.88,2.4504987565363707e-7,60,FM308_membrane
55.9,1.2252493782681854e-7,60,FM308_membrane
55.92,1.837874067402278e-7,60,FM308_membrane
55.94,1.2252493782681854e-7,60,FM308_membrane
55.96,0.0,60,FM308_membrane
55.98,1.837874067402278e-7,60,FM308_membrane
56.0,2.4504987565363707e-7,60,FM308_membrane
56.02,2.4504987565363707e-7,60,FM308_membrane
56.04,2.4504987565363707e-7,60,FM308_membrane
56.06,6.126246891340927e-8,60,FM308_membrane
56.08,1.2252493782681854e-7,60,FM308_membrane
56.1,6.126246891340927e-8,60,FM308_membrane
56.12,1.837874067402278e-7,60,FM308_membrane
56.14,1.837874067402278e-7,60,FM308_membrane
56.16,1.2252493782681854e-7,60,FM308_membrane
56.18,3.0631234456704634e-7,60,FM308_membrane
56.2,1.837874067402278e-7,60,FM308_membrane
56.22,1.837874067402278e-7,60,FM308_membrane
56.24,6.126246891340927e-8,60,FM308_membrane
56.26,0.0,60,FM308_membrane
56.28,6.126246891340927e-8,60,FM308_membrane
56.3,1.837874067402278e-7,60,FM308_membrane
56.32,1.2252493782681854e-7,60,FM308_membrane
56.34,1.837874067402278e-7,60,FM308_membrane
56.36,3.0631234456704634e-7,60,FM308_membrane
56.38,6.126246891340927e-8,60,FM308_membrane
56.4,1.837874067402278e-7,60,FM308_membrane
56.42,1.837874067402278e-7,60,FM308_membrane
56.44,6.126246891340927e-8,60,FM308_membrane
56.46,1.837874067402278e-7,60,FM308_membrane
56.48,6.126246891340927e-8,60,FM308_membrane
56.5,2.4504987565363707e-7,60,FM308_membrane
56.52,2.4504987565363707e-7,60,FM308_membrane
56.54,1.2252493782681854e-7,60,FM308_membrane
56.56,6.126246891340927e-8,60,FM308_membrane
56.58,0.0,60,FM308_membrane
56.6,0.0,60,FM308_membrane
56.62,6.126246891340927e-8,60,FM308_membrane
56.64,1.837874067402278e-7,60,FM308_membrane
56.66,1.2252493782681854e-7,60,FM308_membrane
56.68,2.4504987565363707e-7,60,FM308_membrane
56.7,1.2252493782681854e-7,60,FM308_membrane
56.72,1.837874067402278e-7,60,FM308_membrane
56.74,6.126246891340927e-8,60,FM308_membrane
56.76,2.4504987565363707e-7,60,FM308_membrane
56.78,0.0,60,FM308_membrane
56.8,3.0631234456704634e-7,60,FM308_membrane
56.82,6.126246891340927e-8,60,FM308_membrane
56.84,6.126246891340927e-8,60,FM308_membrane
56.86,2.4504987565363707e-7,60,FM308_membrane
56.88,2.4504987565363707e-7,60,FM308_membrane
56.9,1.837874067402278e-7,60,FM308_membrane
56.92,1.837874067402278e-7,60,FM308_membrane
56.94,6.126246891340927e-8,60,FM308_membrane
56.96,2.4504987565363707e-7,60,FM308_membrane
56.98,1.837874067402278e-7,60,FM308_membrane
57.0,1.2252493782681854e-7,60,FM308_membrane
57.02,0.0,60,FM308_membrane
57.04,1.837874067402278e-7,60,FM308_membrane
57.06,6.126246891340927e-8,60,FM308_membrane
57.08,6.126246891340927e-8,60,FM308_membrane
57.1,1.2252493782681854e-7,60,FM308_membrane
57.12,6.126246891340927e-8,60,FM308_membrane
57.14,1.2252493782681854e-7,60,FM308_membrane
57.16,6.126246891340927e-8,60,FM308_membrane
57.18,6.126246891340927e-8,60,FM308_membrane
57.2,6.126246891340927e-8,60,FM308_membrane
57.22,1.2252493782681854e-7,60,FM308_membrane
57.24,6.126246891340927e-8,60,FM308_membrane
57.26,1.2252493782681854e-7,60,FM308_membrane
57.28,0.0,60,FM308_membrane
57.3,1.2252493782681854e-7,60,FM308_membrane
57.32,2.4504987565363707e-7,60,FM308_membrane
57.34,1.837874067402278e-7,60,FM308_membrane
57.36,6.126246891340927e-8,60,FM308_membrane
57.38,6.126246891340927e-8,60,FM308_membrane
57.4,6.126246891340927e-8,60,FM308_membrane
57.42,3.0631234456704634e-7,60,FM308_membrane
57.44,1.2252493782681854e-7,60,FM308_membrane
57.46,1.837874067402278e-7,60,FM308_membrane
57.48,1.837874067402278e-7,60,FM308_membrane
57.5,1.2252493782681854e-7,60,FM308_membrane
57.52,2.4504987565363707e-7,60,FM308_membrane
57.54,6.126246891340927e-8,60,FM308_membrane
57.56,1.2252493782681854e-7,60,FM308_membrane
57.58,1.2252493782681854e-7,60,FM308_membrane
57.6,1.2252493782681854e-7,60,FM308_membrane
57.62,0.0,60,FM308_membrane
57.64,1.2252493782681854e-7,60,FM308_membrane
57.66,1.2252493782681854e-7,60,FM308_membrane
57.68,0.0,60,FM308_membrane
57.7,3.0631234456704634e-7,60,FM308_membrane
57.72,1.2252493782681854e-7,60,FM308_membrane
57.74,3.0631234456704634e-7,60,FM308_membrane
57.76,6.126246891340927e-8,60,FM308_membrane
57.78,0.0,60,FM308_membrane
57.8,1.2252493782681854e-7,60,FM308_membrane
57.82,1.837874067402278e-7,60,FM308_membrane
57.84,6.126246891340927e-8,60,FM308_membrane
57.86,6.126246891340927e-8,60,FM308_membrane
57.88,6.126246891340927e-8,60,FM308_membrane
57.9,2.4504987565363707e-7,60,FM308_membrane
57.92,1.837874067402278e-7,60,FM308_membrane
57.94,1.837874067402278e-7,60,FM308_membrane
57.96,1.837874067402278e-7,60,FM308_membrane
57.98,1.837874067402278e-7,60,FM308_membrane
58.0,0.0,60,FM308_membrane
58.02,1.2252493782681854e-7,60,FM308_membrane
58.04,1.837874067402278e-7,60,FM308_membrane
58.06,1.837874067402278e-7,60,FM308_membrane
58.08,0.0,60,FM308_membrane
58.1,1.2252493782681854e-7,60,FM308_membrane
58.12,6.126246891340927e-8,60,FM308_membrane
58.14,1.837874067402278e-7,60,FM308_membrane
58.16,1.2252493782681854e-7,60,FM308_membrane
58.18,1.837874067402278e-7,60,FM308_membrane
58.2,2.4504987565363707e-7,60,FM308_membrane
58.22,1.837874067402278e-7,60,FM308_membrane
58.24,1.837874067402278e-7,60,FM308_membrane
58.26,0.0,60,FM308_membrane
58.28,2.4504987565363707e-7,60,FM308_membrane
58.3,2.4504987565363707e-7,60,FM308_membrane
58.32,6.126246891340927e-8,60,FM308_membrane
58.34,3.675748134804556e-7,60,FM308_membrane
58.36,3.0631234456704634e-7,60,FM308_membrane
58.38,1.2252493782681854e-7,60,FM308_membrane
58.4,6.126246891340927e-8,60,FM308_membrane
58.42,1.2252493782681854e-7,60,FM308_membrane
58.44,6.126246891340927e-8,60,FM308_membrane
58.46,1.2252493782681854e-7,60,FM308_membrane
58.48,1.2252493782681854e-7,60,FM308_membrane
58.5,1.2252493782681854e-7,60,FM308_membrane
58.52,1.837874067402278e-7,60,FM308_membrane
58.54,1.837874067402278e-7,60,FM308_membrane
58.56,1.837874067402278e-7,60,FM308_membrane
58.58,3.0631234456704634e-7,60,FM308_membrane
58.6,0.0,60,FM308_membrane
58.62,1.837874067402278e-7,60,FM308_membrane
58.64,6.126246891340927e-8,60,FM308_membrane
58.66,2.4504987565363707e-7,60,FM308_membrane
58.68,1.837874067402278e-7,60,FM308_membrane
58.7,1.837874067402278e-7,60,FM308_membrane
58.72,6.126246891340927e-8,60,FM308_membrane
58.74,2.4504987565363707e-7,60,FM308_membrane
58.76,1.837874067402278e-7,60,FM308_membrane
58.78,1.2252493782681854e-7,60,FM308_membrane
58.8,0.0,60,FM308_membrane
58.82,6.126246891340927e-8,60,FM308_membrane
58.84,1.2252493782681854e-7,60,FM308_membrane
58.86,1.837874067402278e-7,60,FM308_membrane
58.88,6.126246891340927e-8,60,FM308_membrane
58.9,6.126246891340927e-8,60,FM308_membrane
58.92,6.126246891340927e-8,60,FM308_membrane
58.94,1.2252493782681854e-7,60,FM308_membrane
58.96,6.126246891340927e-8,60,FM308_membrane
58.98,1.2252493782681854e-7,60,FM308_membrane
59.0,6.126246891340927e-8,60,FM308_membrane
59.02,6.126246891340927e-8,60,FM308_membrane
59.04,3.0631234456704634e-7,60,FM308_membrane
59.06,1.2252493782681854e-7,60,FM308_membrane
59.08,1.2252493782681854e-7,60,FM308_membrane
59.1,1.2252493782681854e-7,60,FM308_membrane
59.12,2.4504987565363707e-7,60,FM308_membrane
59.14,0.0,60,FM308_membrane
59.16,1.2252493782681854e-7,60,FM308_membrane
59.18,1.837874067402278e-7,60,FM308_membrane
59.2,6.126246891340927e-8,60,FM308_membrane
59.22,1.2252493782681854e-7,60,FM308_membrane
59.24,1.2252493782681854e-7,60,FM308_membrane
59.26,0.0,60,FM308_membrane
59.28,0.0,60,FM308_membrane
59.3,6.126246891340927e-8,60,FM308_membrane
59.32,1.837874067402278e-7,60,FM308_membrane
59.34,1.2252493782681854e-7,60,FM308_membrane
59.36,6.126246891340927e-8,60,FM308_membrane
59.38,1.2252493782681854e-7,60,FM308_membrane
59.4,1.2252493782681854e-7,60,FM308_membrane
59.42,3.675748134804556e-7,60,FM308_membrane
59.44,0.0,60,FM308_membrane
59.46,6.126246891340927e-8,60,FM308_membrane
59.48,1.837874067402278e-7,60,FM308_membrane
59.5,1.2252493782681854e-7,60,FM308_membrane
59.52,2.4504987565363707e-7,60,FM308_membrane
59.54,1.837874067402278e-7,60,FM308_membrane
59.56,6.126246891340927e-8,60,FM308_membrane
59.58,1.2252493782681854e-7,60,FM308_membrane
59.6,1.2252493782681854e-7,60,FM308_membrane
59.62,6.126246891340927e-8,60,FM308_membrane
59.64,0.0,60,FM308_membrane
59.66,1.2252493782681854e-7,60,FM308_membrane
59.68,0.0,60,FM308_membrane
59.7,1.837874067402278e-7,60,FM308_membrane
59.72,1.837874067402278e-7,60,FM308_membrane
59.74,1.837874067402278e-7,60,FM308_membrane
59.76,1.2252493782681854e-7,60,FM308_membrane
59.78,6.126246891340927e-8,60,FM308_membrane
59.8,1.2252493782681854e-7,60,FM308_membrane
59.82,6.126246891340927e-8,60,FM308_membrane
59.84,0.0,60,FM308_membrane
59.86,6.126246891340927e-8,60,FM308_membrane
59.88,1.837874067402278e-7,60,FM308_membrane
59.9,2.4504987565363707e-7,60,FM308_membrane
59.92,3.0631234456704634e-7,60,FM308_membrane
59.94,1.837874067402278e-7,60,FM308_membrane
59.96,1.837874067402278e-7,60,FM308_membrane
59.98,6.126246891340927e-8,60,FM308_membrane
60.0,2.4504987565363707e-7,60,FM308_membrane
10.0,4.7587136874737843e-7,350,FM308_membrane
10.02,2.3793568437368922e-7,350,FM308_membrane
10.04,3.569035265605338e-7,350,FM308_membrane
10.06,2.9741960546711153e-7,350,FM308_membrane
10.08,1.784517632802669e-7,350,FM308_membrane
10.1,5.948392109342231e-7,350,FM308_membrane
10.12,6.543231320276453e-7,350,FM308_membrane
10.14,2.9741960546711153e-7,350,FM308_membrane
10.16,3.569035265605338e-7,350,FM308_membrane
10.18,5.948392109342231e-7,350,FM308_membrane
10.2,2.9741960546711153e-7,350,FM308_membrane
10.22,6.543231320276453e-7,350,FM308_membrane
10.24,4.7587136874737843e-7,350,FM308_membrane
10.26,4.7587136874737843e-7,350,FM308_membrane
10.28,1.1896784218684461e-7,350,FM308_membrane
10.3,1.784517632802669e-7,350,FM308_membrane
10.32,7.138070531210676e-7,350,FM308_membrane
10.34,6.543231320276453e-7,350,FM308_membrane
10.36,3.569035265605338e-7,350,FM308_membrane
10.38,4.163874476539561e-7,350,FM308_membrane
10.4,4.7587136874737843e-7,350,FM308_membrane
10.42,4.163874476539561e-7,350,FM308_membrane
10.44,1.784517632802669e-7,350,FM308_membrane
10.46,2.3793568437368922e-7,350,FM308_membrane
10.48,4.7587136874737843e-7,350,FM308_membrane
10.5,5.948392109342231e-7,350,FM308_membrane
10.52,5.353552898408007e-7,350,FM308_membrane
10.54,2.9741960546711153e-7,350,FM308_membrane
10.56,7.138070531210676e-7,350,FM308_membrane
10.58,2.9741960546711153e-7,350,FM308_membrane
10.6,5.353552898408007e-7,350,FM308_membrane
10.62,5.9483921093422304e-8,350,FM308_membrane
10.64,0.0,350,FM308_membrane
10.66,4.7587136874737843e-7,350,FM308_membrane
10.68,4.163874476539561e-7,350,FM308_membrane
10.7,2.9741960546711153e-7,350,FM308_membrane
10.72,4.163874476539561e-7,350,FM308_membrane
10.74,3.569035265605338e-7,350,FM308_membrane
10.76,2.9741960546711153e-7,350,FM308_membrane
10.78,4.7587136874737843e-7,350,FM308_membrane
10.8,4.163874476539561e-7,350,FM308_membrane
10.82,2.3793568437368922e-7,350,FM308_membrane
10.84,5.353552898408007e-7,350,FM308_membrane
10.86,4.7587136874737843e-7,350,FM308_membrane
10.88,1.784517632802669e-7,350,FM308_membrane
10.9,3.569035265605338e-7,350,FM308_membrane
10.92,2.3793568437368922e-7,350,FM308_membrane
10.94,4.163874476539561e-7,350,FM308_membrane
10.96,3.569035265605338e-7,350,FM308_membrane
10.98,3.569035265605338e-7,350,FM308_membrane
11.0,5.9483921093422304e-8,350,FM308_membrane
11.02,3.569035265605338e-7,350,FM308_membrane
11.04,3.569035265605338e-7,350,FM308_membrane
11.06,1.784517632802669e-7,350,FM308_membrane
11.08,6.543231320276453e-7,350,FM308_membrane
11.1,2.9741960546711153e-7,350,FM308_membrane
11.12,5.353552898408007e-7,350,FM308_membrane
11.14,2.3793568437368922e-7,350,FM308_membrane
11.16,1.784517632802669e-7,350,FM308_membrane
11.18,2.3793568437368922e-7,350,FM308_membrane
11.2,3.569035265605338e-7,350,FM308_membrane
11.22,2.9741960546711153e-7,350,FM308_membrane
11.24,2.3793568437368922e-7,350,FM308_membrane
11.26,4.163874476539561e-7,350,FM308_membrane
11.28,2.9741960546711153e-7,350,FM308_membrane
11.3,2.9741960546711153e-7,350,FM308_membrane
11.32,3.569035265605338e-7,350,FM308_membrane
11.34,2.3793568437368922e-7,350,FM308_membrane
11.36,0.0,350,FM308_membrane
11.38,2.9741960546711153e-7,350,FM308_membrane
11.4,2.3793568437368922e-7,350,FM308_membrane
11.42,2.9741960546711153e-7,350,FM308_membrane
11.44,2.3793568437368922e-7,350,FM308_membrane
11.46,5.353552898408007e-7,350,FM308_membrane
11.48,1.784517632802669e-7,350,FM308_membrane
11.5,2.3793568437368922e-7,350,FM308_membrane
11.52,3.569035265605338e-7,350,FM308_membrane
