2theta,intensity,T
45.34,0.00001176239403137458,60.0
45.36,0.000011578606624634351,60.0
45.38,0.000012068706375941626,60.0
45.4,0.000011211031811153895,60.0
45.42,0.0000125588061272489,60.0
45.44,0.000012926380940729356,60.0
45.46,0.00001176239403137458,60.0
45.48,0.000013477743160950039,60.0
45.5,0.000016969703889014366,60.0
45.52,0.000018011165860542325,60.0
45.54,0.000019787777459031194,60.0
45.56,0.00002082923943055915,60.0
45.58,0.000021319339181866425,60.0
45.6,0.000022728375966874837,60.0
45.62,0.000024076150282969843,60.0
45.64,0.000025301399661238027,60.0
45.66,0.00002609781175711235,60.0
45.68,0.000024137412751883253,60.0
45.7,0.000028915885327129174,60.0
45.72,0.00003516465715629692,60.0
45.74,0.000042209841081338984,60.0
45.76,0.00005207309857639788,60.0
45.78,0.00006953290221671952,60.0
45.8,0.00008687018091921434,60.0
45.82,0.0001070867956606394,60.0
45.84,0.0001361864683945088,60.0
45.86,0.00016075271842878593,60.0
45.88,0.0001871568425304653,60.0
45.9,0.00020614820789362218,60.0
45.92,0.00022244402462458904,60.0
45.94,0.00023978130332708388,60.0
45.96,0.00024584628774951137,60.0
45.98,0.00024357957639971524,60.0
46.0,0.0002399038282649107,60.0
46.02,0.00023279738187095521,60.0
46.04,0.00021699166489129562,60.0
46.06,0.00020406528395056626,60.0
46.08,0.00018752441734394575,60.0
46.1,0.00016712401519578047,60.0
46.12,0.0001606914559598725,60.0
46.14,0.0001482551747704504,60.0
46.16,0.00015309490981460977,60.0
46.18,0.00016277437990292842,60.0
46.2,0.00016546992853511843,60.0
46.22,0.00018734062993720554,60.0
46.24,0.00021533757823063358,60.0
46.26,0.000253565358832601,60.0
46.28,0.0003091304181370632,60.0
46.3,0.0003895067773514561,60.0
46.32,0.0005166264003467803,60.0
46.34,0.0007071526786674832,60.0
46.36,0.0010581866255413182,60.0
46.38,0.001857355532516742,60.0
46.4,0.0048518650130041875,60.0
46.42,0.02200750049517075,60.0
46.44,0.26248474546911094,60.0
46.46,1.0,60.0
46.48,0.10851733557223642,60.0
46.5,0.009971263227753232,60.0
46.52,0.003682793318729598,60.0
46.54,0.0018246413741169816,60.0
46.56,0.0010743599173344584,60.0
46.58,0.0007187312852921175,60.0
46.6,0.0004930403498151178,60.0
46.62,0.0003604071046175867,60.0
46.64,0.0002875660290795431,60.0
46.66,0.00022832522164027634,60.0
46.68,0.00019150647782331738,60.0
46.7,0.00015358500956591704,60.0
46.72,0.00013079537113012878,60.0
46.74,0.00011596985365308374,60.0
46.76,0.00009679470088318665,60.0
46.78,0.00008448094463159138,60.0
46.8,0.00007761954811328954,60.0
46.82,0.00006653104123996246,60.0
46.84,0.00006175256866471654,60.0
46.86,0.00005648399633816334,60.0
46.88,0.0000509091116670431,60.0
46.9,0.000048581137848333545,60.0
46.92,0.00004141342898546466,60.0
46.94,0.00003865661788436125,60.0
46.96,0.00003485834481172987,60.0
46.98,0.00003204027124171305,60.0
47.0,0.000031733958897146,60.0
47.02,0.000029589772485176677,60.0
47.04,0.00002671043644624644,60.0
47.06,0.000024811299909930752,60.0
47.08,0.00002671043644624644,60.0
47.1,0.000020645452023818922,60.0
47.12,0.000021441864119693244,60.0
47.14,0.000018685053018589825,60.0
47.16,0.00001647960413770709,60.0
47.18,0.000018501265611849597,60.0
47.2,0.000015683192041832773,60.0
47.22,0.000015621929572919363,60.0
47.24,0.000013539005629863448,60.0
47.26,0.000013661530567690267,60.0
47.28,0.000013416480692036629,60.0
47.3,0.000014029105381170723,60.0
47.32,0.000011272294280067304,60.0
47.34,0.000011211031811153895,60.0
47.36,0.000012252493782681853,60.0
47.38,0.000010169569839625937,60.0
47.4,9.985782432885711e-6,60.0
47.42,9.740732557232073e-6,60.0
47.44,7.780333552002977e-6,60.0
47.46,9.863257495058892e-6,60.0
47.48,7.167708862868884e-6,60.0
47.5,9.863257495058892e-6,60.0
47.52,7.902858489829796e-6,60.0
47.54,7.841596020916386e-6,60.0
47.56,7.657808614176158e-6,60.0
47.58,6.922658987215247e-6,60.0
47.6,6.6163466426482005e-6,60.0
47.62,7.5352836763493394e-6,60.0
47.64,6.126246891340926e-6,60.0
47.66,5.2073098576397875e-6,60.0
47.68,5.636147140033652e-6,60.0
47.7,6.0037219535141085e-6,60.0
47.72,5.574884671120243e-6,60.0
47.74,5.02352245089956e-6,60.0
47.76,4.717210106332513e-6,60.0
47.78,5.513622202206834e-6,60.0
47.8,4.655947637419104e-6,60.0
47.82,4.349635292852058e-6,60.0
47.84,4.962259981986151e-6,60.0
47.86,4.16584788611183e-6,60.0
47.88,4.9009975130727414e-6,60.0
47.9,3.3694357902375096e-6,60.0
47.92,4.043322948285012e-6,60.0
47.94,3.6144856658911467e-6,60.0
47.96,4.16584788611183e-6,60.0
47.98,3.185648383497282e-6,60.0
48.0,3.859535541544784e-6,60.0
48.02,3.430698259150919e-6,60.0
48.04,3.1243859145838726e-6,60.0
48.06,2.6955486321900078e-6,60.0
48.08,3.430698259150919e-6,60.0
48.1,3.7370106037179654e-6,60.0
48.12,3.4919607280643284e-6,60.0
48.14,2.4504987565363707e-6,60.0
48.16,2.940598507843645e-6,60.0
48.18,2.818073570016826e-6,60.0
48.2,3.6144856658911467e-6,60.0
48.22,2.6342861632765984e-6,60.0
48.24,2.327973818709552e-6,60.0
48.26,2.6955486321900078e-6,60.0
48.28,2.082923943055915e-6,60.0
48.3,2.3892362876229613e-6,60.0
48.32,2.573023694363189e-6,60.0
48.34,2.51176122544978e-6,60.0
48.36,2.4504987565363707e-6,60.0
48.38,2.021661474142506e-6,60.0
48.4,2.327973818709552e-6,60.0
48.42,1.9603990052290966e-6,60.0
48.44,2.266711349796143e-6,60.0
48.46,2.4504987565363707e-6,60.0
48.48,1.409036785008413e-6,60.0
48.5,2.327973818709552e-6,60.0
48.52,2.1441864119693243e-6,60.0
48.54,1.9603990052290966e-6,60.0
48.56,1.7766115984888687e-6,60.0
48.58,1.5315617228352316e-6,60.0
48.6,1.592824191748641e-6,60.0
48.62,1.8991365363156872e-6,60.0
48.64,1.8991365363156872e-6,60.0
48.66,1.5315617228352316e-6,60.0
48.68,1.9603990052290966e-6,60.0
48.7,1.409036785008413e-6,60.0
48.72,1.2252493782681854e-6,60.0
48.74,1.3477743160950039e-6,60.0
48.76,1.2252493782681854e-6,60.0
48.78,1.2865118471815945e-6,60.0
48.8,1.409036785008413e-6,60.0
48.82,2.3892362876229613e-6,60.0
48.84,2.021661474142506e-6,60.0
48.86,1.409036785008413e-6,60.0
48.88,1.409036785008413e-6,60.0
48.9,1.5315617228352316e-6,60.0
48.92,2.3892362876229613e-6,60.0
48.94,1.409036785008413e-6,60.0
48.96,1.2252493782681854e-6,60.0
48.98,1.409036785008413e-6,60.0
49.0,1.1027244404413668e-6,60.0
49.02,1.0414619715279574e-6,60.0
49.04,7.351496269609112e-7,60.0
49.06,7.351496269609112e-7,60.0
49.08,1.1027244404413668e-6,60.0
49.1,1.2252493782681854e-6,60.0
49.12,9.18937033701139e-7,60.0
49.14,1.0414619715279574e-6,60.0
49.16,7.964120958743205e-7,60.0
49.18,9.801995026145483e-7,60.0
49.2,1.163986909354776e-6,60.0
49.22,1.409036785008413e-6,60.0
49.24,9.18937033701139e-7,60.0
49.26,1.2252493782681854e-6,60.0
49.28,8.576745647877298e-7,60.0
49.3,1.3477743160950039e-6,60.0
49.32,1.163986909354776e-6,60.0
49.34,9.801995026145483e-7,60.0
49.36,1.0414619715279574e-6,60.0
49.38,9.801995026145483e-7,60.0
49.4,9.18937033701139e-7,60.0
49.42,1.163986909354776e-6,60.0
49.44,1.409036785008413e-6,60.0
49.46,1.0414619715279574e-6,60.0
49.48,1.2252493782681854e-6,60.0
49.5,6.738871580475019e-7,60.0
49.52,9.18937033701139e-7,60.0
49.54,8.576745647877298e-7,60.0
49.56,8.576745647877298e-7,60.0
49.58,9.18937033701139e-7,60.0
49.6,1.0414619715279574e-6,60.0
49.62,1.0414619715279574e-6,60.0
49.64,8.576745647877298e-7,60.0
49.66,6.738871580475019e-7,60.0
49.68,1.1027244404413668e-6,60.0
49.7,6.738871580475019e-7,60.0
49.72,8.576745647877298e-7,60.0
49.74,8.576745647877298e-7,60.0
49.76,6.126246891340927e-7,60.0
49.78,5.513622202206834e-7,60.0
49.8,7.964120958743205e-7,60.0
49.82,9.18937033701139e-7,60.0
49.84,4.900997513072741e-7,60.0
49.86,2.4504987565363707e-7,60.0
49.88,3.675748134804556e-7,60.0
49.9,9.18937033701139e-7,60.0
49.92,4.288372823938649e-7,60.0
49.94,6.738871580475019e-7,60.0
49.96,2.4504987565363707e-7,60.0
49.98,1.0414619715279574e-6,60.0
50.0,4.288372823938649e-7,60.0
50.02,6.738871580475019e-7,60.0
50.04,6.126246891340927e-7,60.0
50.06,4.288372823938649e-7,60.0
50.08,6.126246891340927e-7,60.0
50.1,3.675748134804556e-7,60.0
50.12,9.18937033701139e-7,60.0
50.14,6.738871580475019e-7,60.0
50.16,9.18937033701139e-7,60.0
50.18,7.964120958743205e-7,60.0
50.2,7.351496269609112e-7,60.0
50.22,6.126246891340927e-7,60.0
50.24,3.675748134804556e-7,60.0
50.26,4.900997513072741e-7,60.0
50.28,6.126246891340927e-7,60.0
50.3,3.675748134804556e-7,60.0
50.32,5.513622202206834e-7,60.0
50.34,4.900997513072741e-7,60.0
50.36,4.288372823938649e-7,60.0
50.38,4.288372823938649e-7,60.0
50.4,6.738871580475019e-7,60.0
50.42,3.675748134804556e-7,60.0
50.44,2.4504987565363707e-7,60.0
50.46,4.288372823938649e-7,60.0
50.48,4.900997513072741e-7,60.0
50.5,5.513622202206834e-7,60.0
50.52,4.900997513072741e-7,60.0
50.54,1.837874067402278e-7,60.0
50.56,1.2252493782681854e-7,60.0
50.58,2.4504987565363707e-7,60.0
50.6,3.675748134804556e-7,60.0
50.62,1.837874067402278e-7,60.0
50.64,6.738871580475019e-7,60.0
50.66,6.126246891340927e-7,60.0
50.68,2.4504987565363707e-7,60.0
50.7,6.738871580475019e-7,60.0
50.72,2.4504987565363707e-7,60.0
50.74,4.288372823938649e-7,60.0
50.76,3.0631234456704634e-7,60.0
50.78,1.837874067402278e-7,60.0
50.8,4.900997513072741e-7,60.0
50.82,4.900997513072741e-7,60.0
50.84,2.4504987565363707e-7,60.0
50.86,4.288372823938649e-7,60.0
50.88,6.126246891340927e-7,60.0
50.9,3.675748134804556e-7,60.0
50.92,5.513622202206834e-7,60.0
50.94,4.288372823938649e-7,60.0
50.96,4.900997513072741e-7,60.0
50.98,3.675748134804556e-7,60.0
51.0,1.837874067402278e-7,60.0
51.02,5.513622202206834e-7,60.0
51.04,1.837874067402278e-7,60.0
51.06,1.2252493782681854e-7,60.0
51.08,1.837874067402278e-7,60.0
51.1,4.288372823938649e-7,60.0
51.12,4.900997513072741e-7,60.0
51.14,3.0631234456704634e-7,60.0
51.16,1.837874067402278e-7,60.0
51.18,2.4504987565363707e-7,60.0
51.2,4.900997513072741e-7,60.0
51.22,4.900997513072741e-7,60.0
51.24,3.0631234456704634e-7,60.0
51.26,1.837874067402278e-7,60.0
51.28,6.126246891340927e-7,60.0
51.3,4.288372823938649e-7,60.0
51.32,2.4504987565363707e-7,60.0
51.34,6.126246891340927e-8,60.0
51.36,3.0631234456704634e-7,60.0
51.38,2.4504987565363707e-7,60.0
51.4,3.675748134804556e-7,60.0
51.42,4.900997513072741e-7,60.0
51.44,2.4504987565363707e-7,60.0
51.46,2.4504987565363707e-7,60.0
51.48,4.288372823938649e-7,60.0
51.5,4.288372823938649e-7,60.0
51.52,6.738871580475019e-7,60.0
51.54,3.0631234456704634e-7,60.0
51.56,4.900997513072741e-7,60.0
51.58,1.2252493782681854e-7,60.0
51.6,4.288372823938649e-7,60.0
51.62,2.4504987565363707e-7,60.0
51.64,4.900997513072741e-7,60.0
51.66,3.675748134804556e-7,60.0
51.68,1.2252493782681854e-7,60.0
51.7,2.4504987565363707e-7,60.0
51.72,6.126246891340927e-7,60.0
51.74,6.126246891340927e-8,60.0
51.76,3.675748134804556e-7,60.0
51.78,2.4504987565363707e-7,60.0
51.8,4.288372823938649e-7,60.0
51.82,1.837874067402278e-7,60.0
51.84,2.4504987565363707e-7,60.0
51.86,5.513622202206834e-7,60.0
51.88,3.0631234456704634e-7,60.0
51.9,2.4504987565363707e-7,60.0
51.92,2.4504987565363707e-7,60.0
51.94,4.900997513072741e-7,60.0
51.96,6.126246891340927e-7,60.0
51.98,1.837874067402278e-7,60.0
52.0,3.0631234456704634e-7,60.0
52.02,3.675748134804556e-7,60.0
52.04,3.0631234456704634e-7,60.0
52.06,3.0631234456704634e-7,60.0
52.08,6.126246891340927e-8,60.0
52.1,2.4504987565363707e-7,60.0
52.12,2.4504987565363707e-7,60.0
52.14,3.0631234456704634e-7,60.0
52.16,0.0,60.0
52.18,1.837874067402278e-7,60.0
52.2,1.837874067402278e-7,60.0
52.22,1.837874067402278e-7,60.0
52.24,2.4504987565363707e-7,60.0
52.26,2.4504987565363707e-7,60.0
52.28,3.0631234456704634e-7,60.0
52.3,1.837874067402278e-7,60.0
52.32,6.126246891340927e-8,60.0
52.34,1.837874067402278e-7,60.0
52.36,4.288372823938649e-7,60.0
52.38,0.0,60.0
52.4,1.837874067402278e-7,60.0
52.42,1.837874067402278e-7,60.0
52.44,2.4504987565363707e-7,60.0
52.46,1.2252493782681854e-7,60.0
52.48,1.2252493782681854e-7,60.0
52.5,1.837874067402278e-7,60.0
52.52,4.288372823938649e-7,60.0
52.54,2.4504987565363707e-7,60.0
52.56,6.126246891340927e-8,60.0
52.58,1.837874067402278e-7,60.0
52.6,2.4504987565363707e-7,60.0
52.62,1.837874067402278e-7,60.0
52.64,1.837874067402278e-7,60.0
52.66,1.2252493782681854e-7,60.0
52.68,6.126246891340927e-8,60.0
52.7,6.126246891340927e-8,60.0
52.72,1.837874067402278e-7,60.0
52.74,3.0631234456704634e-7,60.0
52.76,3.675748134804556e-7,60.0
52.78,2.4504987565363707e-7,60.0
52.8,0.0,60.0
52.82,2.4504987565363707e-7,60.0
52.84,1.837874067402278e-7,60.0
52.86,2.4504987565363707e-7,60.0
52.88,3.675748134804556e-7,60.0
52.9,6.126246891340927e-8,60.0
52.92,4.288372823938649e-7,60.0
52.94,4.288372823938649e-7,60.0
52.96,3.675748134804556e-7,60.0
52.98,1.837874067402278e-7,60.0
53.0,2.4504987565363707e-7,60.0
53.02,2.4504987565363707e-7,60.0
53.04,6.126246891340927e-8,60.0
53.06,2.4504987565363707e-7,60.0
53.08,2.4504987565363707e-7,60.0
53.1,1.837874067402278e-7,60.0
53.12,1.837874067402278e-7,60.0
53.14,0.0,60.0
53.16,3.0631234456704634e-7,60.0
53.18,4.900997513072741e-7,60.0
53.2,6.126246891340927e-8,60.0
53.22,2.4504987565363707e-7,60.0
53.24,6.126246891340927e-8,60.0
53.26,1.837874067402278e-7,60.0
53.28,2.4504987565363707e-7,60.0
53.3,0.0,60.0
53.32,6.126246891340927e-8,60.0
53.34,2.4504987565363707e-7,60.0
53.36,1.2252493782681854e-7,60.0
53.38,1.837874067402278e-7,60.0
53.4,1.837874067402278e-7,60.0
53.42,1.2252493782681854e-7,60.0
53.44,3.0631234456704634e-7,60.0
53.46,1.837874067402278e-7,60.0
53.48,1.837874067402278e-7,60.0
53.5,6.126246891340927e-8,60.0
53.52,1.837874067402278e-7,60.0
53.54,2.4504987565363707e-7,60.0
53.56,3.0631234456704634e-7,60.0
53.58,2.4504987565363707e-7,60.0
53.6,6.126246891340927e-8,60.0
53.62,1.837874067402278e-7,60.0
53.64,2.4504987565363707e-7,60.0
53.66,2.4504987565363707e-7,60.0
53.68,3.0631234456704634e-7,60.0
53.7,1.837874067402278e-7,60.0
53.72,1.837874067402278e-7,60.0
53.74,3.0631234456704634e-7,60.0
53.76,1.837874067402278e-7,60.0
53.78,1.837874067402278e-7,60.0
53.8,1.2252493782681854e-7,60.0
53.82,4.288372823938649e-7,60.0
53.84,3.0631234456704634e-7,60.0
53.86,1.2252493782681854e-7,60.0
53.88,6.126246891340927e-8,60.0
53.9,1.2252493782681854e-7,60.0
53.92,2.4504987565363707e-7,60.0
53.94,1.837874067402278e-7,60.0
53.96,1.2252493782681854e-7,60.0
53.98,1.2252493782681854e-7,60.0
54.0,1.2252493782681854e-7,60.0
54.02,1.2252493782681854e-7,60.0
54.04,1.2252493782681854e-7,60.0
54.06,3.0631234456704634e-7,60.0
54.08,6.126246891340927e-8,60.0
54.1,0.0,60.0
54.12,1.837874067402278e-7,60.0
54.14,2.4504987565363707e-7,60.0
54.16,1.837874067402278e-7,60.0
54.18,6.126246891340927e-8,60.0
54.2,1.2252493782681854e-7,60.0
54.22,1.2252493782681854e-7,60.0
54.24,3.0631234456704634e-7,60.0
54.26,1.2252493782681854e-7,60.0
54.28,1.837874067402278e-7,60.0
54.3,3.0631234456704634e-7,60.0
54.32,1.2252493782681854e-7,60.0
54.34,1.837874067402278e-7,60.0
54.36,3.675748134804556e-7,60.0
54.38,1.837874067402278e-7,60.0
54.4,1.837874067402278e-7,60.0
54.42,1.2252493782681854e-7,60.0
54.44,3.0631234456704634e-7,60.0
54.46,3.0631234456704634e-7,60.0
54.48,1.837874067402278e-7,60.0
54.5,3.0631234456704634e-7,60.0
54.52,1.2252493782681854e-7,60.0
54.54,3.0631234456704634e-7,60.0
54.56,0.0,60.0
54.58,0.0,60.0
54.6,2.4504987565363707e-7,60.0
54.62,0.0,60.0
54.64,6.126246891340927e-8,60.0
54.66,1.837874067402278e-7,60.0
54.68,2.4504987565363707e-7,60.0
54.7,1.837874067402278e-7,60.0
54.72,2.4504987565363707e-7,60.0
54.74,1.2252493782681854e-7,60.0
54.76,3.675748134804556e-7,60.0
54.78,1.837874067402278e-7,60.0
54.8,1.837874067402278e-7,60.0
54.82,1.2252493782681854e-7,60.0
54.84,1.2252493782681854e-7,60.0
54.86,0.0,60.0
54.88,1.2252493782681854e-7,60.0
54.9,6.126246891340927e-8,60.0
54.92,1.837874067402278e-7,60.0
54.94,2.4504987565363707e-7,60.0
54.96,1.2252493782681854e-7,60.0
54.98,0.0,60.0
55.0,1.837874067402278e-7,60.0
55.02,2.4504987565363707e-7,60.0
55.04,1.837874067402278e-7,60.0
55.06,1.837874067402278e-7,60.0
55.08,2.4504987565363707e-7,60.0
55.1,1.837874067402278e-7,60.0
55.12,3.0631234456704634e-7,60.0
55.14,1.2252493782681854e-7,60.0
55.16,6.126246891340927e-8,60.0
55.18,0.0,60.0
55.2,3.675748134804556e-7,60.0
55.22,1.2252493782681854e-7,60.0
55.24,1.837874067402278e-7,60.0
55.26,1.837874067402278e-7,60.0
55.28,2.4504987565363707e-7,60.0
55.3,1.837874067402278e-7,60.0
55.32,3.0631234456704634e-7,60.0
55.34,3.675748134804556e-7,60.0
55.36,0.0,60.0
55.38,6.126246891340927e-8,60.0
55.4,1.837874067402278e-7,60.0
55.42,1.2252493782681854e-7,60.0
55.44,1.837874067402278e-7,60.0
55.46,3.0631234456704634e-7,60.0
55.48,0.0,60.0
55.5,1.2252493782681854e-7,60.0
55.52,0.0,60.0
55.54,2.4504987565363707e-7,60.0
55.56,3.675748134804556e-7,60.0
55.58,1.837874067402278e-7,60.0
55.6,6.126246891340927e-8,60.0
55.62,2.4504987565363707e-7,60.0
55.64,1.837874067402278e-7,60.0
55.66,3.0631234456704634e-7,60.0
55.68,1.837874067402278e-7,60.0
55.7,2.4504987565363707e-7,60.0
55.72,1.837874067402278e-7,60.0
55.74,2.4504987565363707e-7,60.0
55.76,3.675748134804556e-7,60.0
55.78,0.0,60.0
55.8,1.837874067402278e-7,60.0
55.82,1.2252493782681854e-7,60.0
55.84,6.126246891340927e-8,60.0
55.86,1.837874067402278e-7,60.0
55.88,2.4504987565363707e-7,60.0
55.9,1.2252493782681854e-7,60.0
55.92,1.837874067402278e-7,60.0
55.94,1.2252493782681854e-7,60.0
55.96,0.0,60.0
55.98,1.837874067402278e-7,60.0
56.0,2.4504987565363707e-7,60.0
56.02,2.4504987565363707e-7,60.0
56.04,2.4504987565363707e-7,60.0
56.06,6.126246891340927e-8,60.0
56.08,1.2252493782681854e-7,60.0
56.1,6.126246891340927e-8,60.0
56.12,1.837874067402278e-7,60.0
56.14,1.837874067402278e-7,60.0
56.16,1.2252493782681854e-7,60.0
56.18,3.0631234456704634e-7,60.0
56.2,1.837874067402278e-7,60.0
56.22,1.837874067402278e-7,60.0
56.24,6.126246891340927e-8,60.0
56.26,0.0,60.0
56.28,6.126246891340927e-8,60.0
56.3,1.837874067402278e-7,60.0
56.32,1.2252493782681854e-7,60.0
56.34,1.837874067402278e-7,60.0
56.36,3.0631234456704634e-7,60.0
56.38,6.126246891340927e-8,60.0
56.4,1.837874067402278e-7,60.0
56.42,1.837874067402278e-7,60.0
56.44,6.126246891340927e-8,60.0
56.46,1.837874067402278e-7,60.0
56.48,6.126246891340927e-8,60.0
56.5,2.4504987565363707e-7,60.0
56.52,2.4504987565363707e-7,60.0
56.54,1.2252493782681854e-7,60.0
56.56,6.126246891340927e-8,60.0
56.58,0.0,60.0
56.6,0.0,60.0
56.62,6.126246891340927e-8,60.0
56.64,1.837874067402278e-7,60.0
56.66,1.2252493782681854e-7,60.0
56.68,2.4504987565363707e-7,60.0
56.7,1.2252493782681854e-7,60.0
56.72,1.837874067402278e-7,60.0
56.74,6.126246891340927e-8,60.0
56.76,2.4504987565363707e-7,60.0
56.78,0.0,60.0
56.8,3.0631234456704634e-7,60.0
56.82,6.126246891340927e-8,60.0
56.84,6.126246891340927e-8,60.0
56.86,2.4504987565363707e-7,60.0
56.88,2.4504987565363707e-7,60.0
56.9,1.837874067402278e-7,60.0
56.92,1.837874067402278e-7,60.0
56.94,6.126246891340927e-8,60.0
56.96,2.4504987565363707e-7,60.0
56.98,1.837874067402278e-7,60.0
57.0,1.2252493782681854e-7,60.0
57.02,0.0,60.0
57.04,1.837874067402278e-7,60.0
57.06,6.126246891340927e-8,60.0
57.08,6.126246891340927e-8,60.0
57.1,1.2252493782681854e-7,60.0
57.12,6.126246891340927e-8,60.0
57.14,1.2252493782681854e-7,60.0
57.16,6.126246891340927e-8,60.0
57.18,6.126246891340927e-8,60.0
57.2,6.126246891340927e-8,60.0
57.22,1.2252493782681854e-7,60.0
57.24,6.126246891340927e-8,60.0
57.26,1.2252493782681854e-7,60.0
57.28,0.0,60.0
57.3,1.2252493782681854e-7,60.0
57.32,2.4504987565363707e-7,60.0
57.34,1.837874067402278e-7,60.0
57.36,6.126246891340927e-8,60.0
57.38,6.126246891340927e-8,60.0
57.4,6.126246891340927e-8,60.0
57.42,3.0631234456704634e-7,60.0
57.44,1.2252493782681854e-7,60.0
57.46,1.837874067402278e-7,60.0
57.48,1.837874067402278e-7,60.0
57.5,1.2252493782681854e-7,60.0
57.52,2.4504987565363707e-7,60.0
57.54,6.126246891340927e-8,60.0
57.56,1.2252493782681854e-7,60.0
57.58,1.2252493782681854e-7,60.0
57.6,1.2252493782681854e-7,60.0
57.62,0.0,60.0
57.64,1.2252493782681854e-7,60.0
57.66,1.2252493782681854e-7,60.0
57.68,0.0,60.0
57.7,3.0631234456704634e-7,60.0
57.72,1.2252493782681854e-7,60.0
57.74,3.0631234456704634e-7,60.0
57.76,6.126246891340927e-8,60.0
57.78,0.0,60.0
57.8,1.2252493782681854e-7,60.0
57.82,1.837874067402278e-7,60.0
57.84,6.126246891340927e-8,60.0
57.86,6.126246891340927e-8,60.0
57.88,6.126246891340927e-8,60.0
57.9,2.4504987565363707e-7,60.0
57.92,1.837874067402278e-7,60.0
57.94,1.837874067402278e-7,60.0
57.96,1.837874067402278e-7,60.0
57.98,1.837874067402278e-7,60.0
58.0,0.0,60.0
58.02,1.2252493782681854e-7,60.0
58.04,1.837874067402278e-7,60.0
58.06,1.837874067402278e-7,60.0
58.08,0.0,60.0
58.1,1.2252493782681854e-7,60.0
58.12,6.126246891340927e-8,60.0
58.14,1.837874067402278e-7,60.0
58.16,1.2252493782681854e-7,60.0
58.18,1.837874067402278e-7,60.0
58.2,2.4504987565363707e-7,60.0
58.22,1.837874067402278e-7,60.0
58.24,1.837874067402278e-7,60.0
58.26,0.0,60.0
58.28,2.4504987565363707e-7,60.0
58.3,2.4504987565363707e-7,60.0
58.32,6.126246891340927e-8,60.0
58.34,3.675748134804556e-7,60.0
58.36,3.0631234456704634e-7,60.0
58.38,1.2252493782681854e-7,60.0
58.4,6.126246891340927e-8,60.0
58.42,1.2252493782681854e-7,60.0
58.44,6.126246891340927e-8,60.0
58.46,1.2252493782681854e-7,60.0
58.48,1.2252493782681854e-7,60.0
58.5,1.2252493782681854e-7,60.0
58.52,1.837874067402278e-7,60.0
58.54,1.837874067402278e-7,60.0
58.56,1.837874067402278e-7,60.0
58.58,3.0631234456704634e-7,60.0
58.6,0.0,60.0
58.62,1.837874067402278e-7,60.0
58.64,6.126246891340927e-8,60.0
58.66,2.4504987565363707e-7,60.0
58.68,1.837874067402278e-7,60.0
58.7,1.837874067402278e-7,60.0
58.72,6.126246891340927e-8,60.0
58.74,2.4504987565363707e-7,60.0
58.76,1.837874067402278e-7,60.0
58.78,1.2252493782681854e-7,60.0
58.8,0.0,60.0
58.82,6.126246891340927e-8,60.0
58.84,1.2252493782681854e-7,60.0
58.86,1.837874067402278e-7,60.0
58.88,6.126246891340927e-8,60.0
58.9,6.126246891340927e-8,60.0
58.92,6.126246891340927e-8,60.0
58.94,1.2252493782681854e-7,60.0
58.96,6.126246891340927e-8,60.0
58.98,1.2252493782681854e-7,60.0
59.0,6.126246891340927e-8,60.0
59.02,6.126246891340927e-8,60.0
59.04,3.0631234456704634e-7,60.0
59.06,1.2252493782681854e-7,60.0
59.08,1.2252493782681854e-7,60.0
59.1,1.2252493782681854e-7,60.0
59.12,2.4504987565363707e-7,60.0
59.14,0.0,60.0
59.16,1.2252493782681854e-7,60.0
59.18,1.837874067402278e-7,60.0
59.2,6.126246891340927e-8,60.0
59.22,1.2252493782681854e-7,60.0
59.24,1.2252493782681854e-7,60.0
59.26,0.0,60.0
59.28,0.0,60.0
59.3,6.126246891340927e-8,60.0
59.32,1.837874067402278e-7,60.0
59.34,1.2252493782681854e-7,60.0
59.36,6.126246891340927e-8,60.0
59.38,1.2252493782681854e-7,60.0
59.4,1.2252493782681854e-7,60.0
59.42,3.675748134804556e-7,60.0
59.44,0.0,60.0
59.46,6.126246891340927e-8,60.0
59.48,1.837874067402278e-7,60.0
59.5,1.2252493782681854e-7,60.0
59.52,2.4504987565363707e-7,60.0
59.54,1.837874067402278e-7,60.0
59.56,6.126246891340927e-8,60.0
59.58,1.2252493782681854e-7,60.0
59.6,1.2252493782681854e-7,60.0
59.62,6.126246891340927e-8,60.0
59.64,0.0,60.0
59.66,1.2252493782681854e-7,60.0
59.68,0.0,60.0
59.7,1.837874067402278e-7,60.0
59.72,1.837874067402278e-7,60.0
59.74,1.837874067402278e-7,60.0
59.76,1.2252493782681854e-7,60.0
59.78,6.126246891340927e-8,60.0
59.8,1.2252493782681854e-7,60.0
59.82,6.126246891340927e-8,60.0
59.84,0.0,60.0
59.86,6.126246891340927e-8,60.0
59.88,1.837874067402278e-7,60.0
59.9,2.4504987565363707e-7,60.0
59.92,3.0631234456704634e-7,60.0
59.94,1.837874067402278e-7,60.0
59.96,1.837874067402278e-7,60.0
59.98,6.126246891340927e-8,60.0
60.0,2.4504987565363707e-7,60.0
10.0,4.7587136874737843e-7,350.0
10.02,2.3793568437368922e-7,350.0
10.04,3.569035265605338e-7,350.0
10.06,2.9741960546711153e-7,350.0
10.08,1.784517632802669e-7,350.0
10.1,5.948392109342231e-7,350.0
10.12,6.543231320276453e-7,350.0
10.14,2.9741960546711153e-7,350.0
10.16,3.569035265605338e-7,350.0
