2theta,intensity,T
50.82,4.163874476539561e-7,350.0
50.84,4.163874476539561e-7,350.0
50.86,1.784517632802669e-7,350.0
50.88,4.7587136874737843e-7,350.0
50.9,2.9741960546711153e-7,350.0
50.92,5.353552898408007e-7,350.0
50.94,4.163874476539561e-7,350.0
50.96,4.163874476539561e-7,350.0
50.98,7.138070531210676e-7,350.0
51.0,3.569035265605338e-7,350.0
51.02,3.569035265605338e-7,350.0
51.04,5.353552898408007e-7,350.0
51.06,4.163874476539561e-7,350.0
51.08,2.3793568437368922e-7,350.0
51.1,1.784517632802669e-7,350.0
51.12,2.3793568437368922e-7,350.0
51.14,5.353552898408007e-7,350.0
51.16,1.784517632802669e-7,350.0
51.18,1.1896784218684461e-7,350.0
51.2,2.9741960546711153e-7,350.0
51.22,4.163874476539561e-7,350.0
51.24,2.3793568437368922e-7,350.0
51.26,5.948392109342231e-7,350.0
51.28,3.569035265605338e-7,350.0
51.3,2.3793568437368922e-7,350.0
51.32,1.784517632802669e-7,350.0
51.34,4.163874476539561e-7,350.0
51.36,2.3793568437368922e-7,350.0
51.38,4.7587136874737843e-7,350.0
51.4,3.569035265605338e-7,350.0
51.42,5.353552898408007e-7,350.0
51.44,4.7587136874737843e-7,350.0
51.46,5.9483921093422304e-8,350.0
51.48,2.9741960546711153e-7,350.0
51.5,1.784517632802669e-7,350.0
51.52,3.569035265605338e-7,350.0
51.54,2.3793568437368922e-7,350.0
51.56,2.3793568437368922e-7,350.0
51.58,4.163874476539561e-7,350.0
51.6,0.0,350.0
51.62,4.7587136874737843e-7,350.0
51.64,1.784517632802669e-7,350.0
51.66,5.9483921093422304e-8,350.0
51.68,2.9741960546711153e-7,350.0
51.7,3.569035265605338e-7,350.0
51.72,2.9741960546711153e-7,350.0
51.74,2.3793568437368922e-7,350.0
51.76,1.1896784218684461e-7,350.0
51.78,2.3793568437368922e-7,350.0
51.8,1.784517632802669e-7,350.0
51.82,2.3793568437368922e-7,350.0
51.84,2.9741960546711153e-7,350.0
51.86,4.7587136874737843e-7,350.0
51.88,1.784517632802669e-7,350.0
51.9,1.1896784218684461e-7,350.0
51.92,1.784517632802669e-7,350.0
51.94,4.163874476539561e-7,350.0
51.96,1.784517632802669e-7,350.0
51.98,5.353552898408007e-7,350.0
52.0,2.3793568437368922e-7,350.0
52.02,5.9483921093422304e-8,350.0
52.04,2.9741960546711153e-7,350.0
52.06,2.3793568437368922e-7,350.0
52.08,1.784517632802669e-7,350.0
52.1,5.948392109342231e-7,350.0
52.12,2.3793568437368922e-7,350.0
52.14,2.3793568437368922e-7,350.0
52.16,2.9741960546711153e-7,350.0
52.18,2.9741960546711153e-7,350.0
52.2,1.1896784218684461e-7,350.0
52.22,2.9741960546711153e-7,350.0
52.24,5.9483921093422304e-8,350.0
52.26,2.9741960546711153e-7,350.0
52.28,2.3793568437368922e-7,350.0
52.3,5.9483921093422304e-8,350.0
52.32,2.3793568437368922e-7,350.0
52.34,1.784517632802669e-7,350.0
52.36,1.1896784218684461e-7,350.0
52.38,1.1896784218684461e-7,350.0
52.4,5.9483921093422304e-8,350.0
52.42,2.3793568437368922e-7,350.0
52.44,0.0,350.0
52.46,4.163874476539561e-7,350.0
52.48,2.3793568437368922e-7,350.0
52.5,2.9741960546711153e-7,350.0
52.52,1.1896784218684461e-7,350.0
52.54,5.9483921093422304e-8,350.0
52.56,5.9483921093422304e-8,350.0
52.58,2.9741960546711153e-7,350.0
52.6,1.1896784218684461e-7,350.0
52.62,5.353552898408007e-7,350.0
52.64,1.1896784218684461e-7,350.0
52.66,3.569035265605338e-7,350.0
52.68,1.784517632802669e-7,350.0
52.7,2.9741960546711153e-7,350.0
52.72,1.1896784218684461e-7,350.0
52.74,1.784517632802669e-7,350.0
52.76,1.1896784218684461e-7,350.0
52.78,3.569035265605338e-7,350.0
52.8,5.9483921093422304e-8,350.0
52.82,1.784517632802669e-7,350.0
52.84,5.9483921093422304e-8,350.0
52.86,1.784517632802669e-7,350.0
52.88,2.3793568437368922e-7,350.0
52.9,1.784517632802669e-7,350.0
52.92,2.3793568437368922e-7,350.0
52.94,2.9741960546711153e-7,350.0
52.96,0.0,350.0
52.98,1.784517632802669e-7,350.0
53.0,1.1896784218684461e-7,350.0
53.02,2.3793568437368922e-7,350.0
53.04,2.3793568437368922e-7,350.0
53.06,1.784517632802669e-7,350.0
53.08,1.1896784218684461e-7,350.0
53.1,3.569035265605338e-7,350.0
53.12,1.784517632802669e-7,350.0
53.14,2.3793568437368922e-7,350.0
53.16,1.784517632802669e-7,350.0
53.18,1.1896784218684461e-7,350.0
53.2,1.784517632802669e-7,350.0
53.22,2.9741960546711153e-7,350.0
53.24,2.3793568437368922e-7,350.0
53.26,1.1896784218684461e-7,350.0
53.28,1.784517632802669e-7,350.0
53.3,1.784517632802669e-7,350.0
53.32,5.353552898408007e-7,350.0
53.34,5.9483921093422304e-8,350.0
53.36,1.1896784218684461e-7,350.0
53.38,3.569035265605338e-7,350.0
53.4,2.9741960546711153e-7,350.0
53.42,1.784517632802669e-7,350.0
53.44,2.9741960546711153e-7,350.0
53.46,1.784517632802669e-7,350.0
53.48,1.1896784218684461e-7,350.0
53.5,2.3793568437368922e-7,350.0
53.52,1.1896784218684461e-7,350.0
53.54,1.1896784218684461e-7,350.0
53.56,1.1896784218684461e-7,350.0
53.58,2.3793568437368922e-7,350.0
53.6,2.3793568437368922e-7,350.0
53.62,1.784517632802669e-7,350.0
53.64,2.3793568437368922e-7,350.0
53.66,1.784517632802669e-7,350.0
53.68,2.3793568437368922e-7,350.0
53.7,1.784517632802669e-7,350.0
53.72,2.3793568437368922e-7,350.0
53.74,1.1896784218684461e-7,350.0
53.76,5.9483921093422304e-8,350.0
53.78,1.1896784218684461e-7,350.0
53.8,1.784517632802669e-7,350.0
53.82,2.9741960546711153e-7,350.0
53.84,0.0,350.0
53.86,5.9483921093422304e-8,350.0
53.88,2.9741960546711153e-7,350.0
53.9,1.784517632802669e-7,350.0
53.92,2.3793568437368922e-7,350.0
53.94,1.1896784218684461e-7,350.0
53.96,5.9483921093422304e-8,350.0
53.98,5.9483921093422304e-8,350.0
54.0,1.784517632802669e-7,350.0
54.02,1.1896784218684461e-7,350.0
54.04,1.1896784218684461e-7,350.0
54.06,3.569035265605338e-7,350.0
54.08,1.784517632802669e-7,350.0
54.1,2.3793568437368922e-7,350.0
54.12,5.9483921093422304e-8,350.0
54.14,2.3793568437368922e-7,350.0
54.16,1.784517632802669e-7,350.0
54.18,1.1896784218684461e-7,350.0
54.2,1.784517632802669e-7,350.0
54.22,1.784517632802669e-7,350.0
54.24,1.784517632802669e-7,350.0
54.26,2.9741960546711153e-7,350.0
54.28,2.9741960546711153e-7,350.0
54.3,1.1896784218684461e-7,350.0
54.32,5.9483921093422304e-8,350.0
54.34,1.784517632802669e-7,350.0
54.36,0.0,350.0
54.38,5.9483921093422304e-8,350.0
54.4,5.9483921093422304e-8,350.0
54.42,1.784517632802669e-7,350.0
54.44,0.0,350.0
54.46,0.0,350.0
54.48,1.1896784218684461e-7,350.0
54.5,2.9741960546711153e-7,350.0
54.52,1.784517632802669e-7,350.0
54.54,0.0,350.0
54.56,4.163874476539561e-7,350.0
54.58,2.3793568437368922e-7,350.0
54.6,1.1896784218684461e-7,350.0
54.62,2.3793568437368922e-7,350.0
54.64,5.9483921093422304e-8,350.0
54.66,3.569035265605338e-7,350.0
54.68,1.1896784218684461e-7,350.0
54.7,2.9741960546711153e-7,350.0
54.72,1.1896784218684461e-7,350.0
54.74,0.0,350.0
54.76,0.0,350.0
54.78,1.1896784218684461e-7,350.0
54.8,2.3793568437368922e-7,350.0
54.82,5.9483921093422304e-8,350.0
54.84,0.0,350.0
54.86,1.784517632802669e-7,350.0
54.88,2.3793568437368922e-7,350.0
54.9,0.0,350.0
54.92,2.3793568437368922e-7,350.0
54.94,0.0,350.0
54.96,1.1896784218684461e-7,350.0
54.98,5.9483921093422304e-8,350.0
55.0,2.9741960546711153e-7,350.0
55.02,5.9483921093422304e-8,350.0
55.04,1.1896784218684461e-7,350.0
55.06,5.9483921093422304e-8,350.0
55.08,1.1896784218684461e-7,350.0
55.1,2.9741960546711153e-7,350.0
55.12,1.784517632802669e-7,350.0
55.14,5.9483921093422304e-8,350.0
55.16,1.1896784218684461e-7,350.0
55.18,5.9483921093422304e-8,350.0
55.2,2.9741960546711153e-7,350.0
55.22,2.9741960546711153e-7,350.0
55.24,5.9483921093422304e-8,350.0
55.26,2.9741960546711153e-7,350.0
55.28,1.1896784218684461e-7,350.0
55.3,3.569035265605338e-7,350.0
55.32,2.9741960546711153e-7,350.0
55.34,1.1896784218684461e-7,350.0
55.36,1.1896784218684461e-7,350.0
55.38,1.784517632802669e-7,350.0
55.4,1.784517632802669e-7,350.0
55.42,1.784517632802669e-7,350.0
55.44,1.1896784218684461e-7,350.0
55.46,5.9483921093422304e-8,350.0
55.48,1.784517632802669e-7,350.0
55.5,5.9483921093422304e-8,350.0
55.52,1.1896784218684461e-7,350.0
55.54,1.1896784218684461e-7,350.0
55.56,5.9483921093422304e-8,350.0
55.58,2.3793568437368922e-7,350.0
55.6,1.1896784218684461e-7,350.0
55.62,1.784517632802669e-7,350.0
55.64,5.9483921093422304e-8,350.0
55.66,2.3793568437368922e-7,350.0
55.68,2.3793568437368922e-7,350.0
55.7,1.784517632802669e-7,350.0
55.72,1.784517632802669e-7,350.0
55.74,0.0,350.0
55.76,1.784517632802669e-7,350.0
55.78,5.9483921093422304e-8,350.0
55.8,1.784517632802669e-7,350.0
55.82,1.1896784218684461e-7,350.0
55.84,0.0,350.0
55.86,0.0,350.0
55.88,1.1896784218684461e-7,350.0
55.9,2.3793568437368922e-7,350.0
55.92,1.784517632802669e-7,350.0
55.94,0.0,350.0
55.96,1.784517632802669e-7,350.0
55.98,1.784517632802669e-7,350.0
56.0,1.1896784218684461e-7,350.0
56.02,5.9483921093422304e-8,350.0
56.04,2.3793568437368922e-7,350.0
56.06,5.9483921093422304e-8,350.0
56.08,1.784517632802669e-7,350.0
56.1,5.9483921093422304e-8,350.0
56.12,5.9483921093422304e-8,350.0
56.14,2.3793568437368922e-7,350.0
56.16,1.1896784218684461e-7,350.0
56.18,1.1896784218684461e-7,350.0
56.2,1.784517632802669e-7,350.0
56.22,3.569035265605338e-7,350.0
56.24,2.3793568437368922e-7,350.0
56.26,5.9483921093422304e-8,350.0
56.28,1.1896784218684461e-7,350.0
56.3,1.1896784218684461e-7,350.0
56.32,2.9741960546711153e-7,350.0
56.34,2.3793568437368922e-7,350.0
56.36,0.0,350.0
56.38,5.9483921093422304e-8,350.0
56.4,1.1896784218684461e-7,350.0
56.42,5.9483921093422304e-8,350.0
56.44,0.0,350.0
56.46,0.0,350.0
56.48,2.9741960546711153e-7,350.0
56.5,5.9483921093422304e-8,350.0
56.52,1.1896784218684461e-7,350.0
56.54,2.9741960546711153e-7,350.0
56.56,1.1896784218684461e-7,350.0
56.58,5.9483921093422304e-8,350.0
56.6,1.1896784218684461e-7,350.0
56.62,5.9483921093422304e-8,350.0
56.64,1.1896784218684461e-7,350.0
56.66,5.9483921093422304e-8,350.0
56.68,0.0,350.0
56.7,1.1896784218684461e-7,350.0
56.72,0.0,350.0
56.74,2.3793568437368922e-7,350.0
56.76,5.9483921093422304e-8,350.0
56.78,1.1896784218684461e-7,350.0
56.8,2.9741960546711153e-7,350.0
56.82,1.784517632802669e-7,350.0
56.84,1.1896784218684461e-7,350.0
56.86,0.0,350.0
56.88,0.0,350.0
56.9,1.784517632802669e-7,350.0
56.92,0.0,350.0
56.94,1.784517632802669e-7,350.0
56.96,1.784517632802669e-7,350.0
56.98,1.784517632802669e-7,350.0
57.0,5.9483921093422304e-8,350.0
57.02,2.9741960546711153e-7,350.0
57.04,2.3793568437368922e-7,350.0
57.06,2.9741960546711153e-7,350.0
57.08,0.0,350.0
57.1,1.784517632802669e-7,350.0
57.12,5.9483921093422304e-8,350.0
57.14,1.784517632802669e-7,350.0
57.16,5.9483921093422304e-8,350.0
57.18,1.784517632802669e-7,350.0
57.2,1.1896784218684461e-7,350.0
57.22,5.9483921093422304e-8,350.0
57.24,1.1896784218684461e-7,350.0
57.26,1.1896784218684461e-7,350.0
57.28,5.9483921093422304e-8,350.0
57.3,1.784517632802669e-7,350.0
57.32,5.9483921093422304e-8,350.0
57.34,1.1896784218684461e-7,350.0
57.36,1.1896784218684461e-7,350.0
57.38,2.9741960546711153e-7,350.0
57.4,2.3793568437368922e-7,350.0
57.42,1.784517632802669e-7,350.0
57.44,5.9483921093422304e-8,350.0
57.46,1.1896784218684461e-7,350.0
57.48,1.1896784218684461e-7,350.0
57.5,1.784517632802669e-7,350.0
57.52,1.784517632802669e-7,350.0
57.54,1.1896784218684461e-7,350.0
57.56,5.9483921093422304e-8,350.0
57.58,1.784517632802669e-7,350.0
57.6,5.9483921093422304e-8,350.0
57.62,1.784517632802669e-7,350.0
57.64,1.1896784218684461e-7,350.0
57.66,2.3793568437368922e-7,350.0
57.68,1.1896784218684461e-7,350.0
57.7,2.3793568437368922e-7,350.0
57.72,5.9483921093422304e-8,350.0
57.74,1.1896784218684461e-7,350.0
57.76,1.1896784218684461e-7,350.0
57.78,1.1896784218684461e-7,350.0
57.8,0.0,350.0
57.82,1.784517632802669e-7,350.0
57.84,1.1896784218684461e-7,350.0
57.86,1.1896784218684461e-7,350.0
57.88,1.1896784218684461e-7,350.0
57.9,1.1896784218684461e-7,350.0
57.92,1.1896784218684461e-7,350.0
57.94,2.9741960546711153e-7,350.0
57.96,1.1896784218684461e-7,350.0
57.98,1.1896784218684461e-7,350.0
58.0,5.9483921093422304e-8,350.0
58.02,0.0,350.0
58.04,1.1896784218684461e-7,350.0
58.06,0.0,350.0
58.08,2.3793568437368922e-7,350.0
58.1,0.0,350.0
58.12,1.784517632802669e-7,350.0
58.14,5.9483921093422304e-8,350.0
58.16,0.0,350.0
58.18,1.1896784218684461e-7,350.0
58.2,1.1896784218684461e-7,350.0
58.22,1.1896784218684461e-7,350.0
58.24,1.1896784218684461e-7,350.0
58.26,5.9483921093422304e-8,350.0
58.28,5.9483921093422304e-8,350.0
58.3,0.0,350.0
58.32,1.1896784218684461e-7,350.0
58.34,1.784517632802669e-7,350.0
58.36,3.569035265605338e-7,350.0
58.38,0.0,350.0
58.4,1.1896784218684461e-7,350.0
58.42,1.784517632802669e-7,350.0
58.44,0.0,350.0
58.46,1.784517632802669e-7,350.0
58.48,5.9483921093422304e-8,350.0
58.5,1.1896784218684461e-7,350.0
58.52,5.9483921093422304e-8,350.0
58.54,5.9483921093422304e-8,350.0
58.56,1.784517632802669e-7,350.0
58.58,1.1896784218684461e-7,350.0
58.6,1.1896784218684461e-7,350.0
58.62,1.784517632802669e-7,350.0
58.64,0.0,350.0
58.66,1.1896784218684461e-7,350.0
58.68,5.9483921093422304e-8,350.0
58.7,1.1896784218684461e-7,350.0
58.72,1.1896784218684461e-7,350.0
58.74,1.1896784218684461e-7,350.0
58.76,1.784517632802669e-7,350.0
58.78,5.9483921093422304e-8,350.0
58.8,1.1896784218684461e-7,350.0
58.82,2.9741960546711153e-7,350.0
58.84,1.1896784218684461e-7,350.0
58.86,5.9483921093422304e-8,350.0
58.88,5.9483921093422304e-8,350.0
58.9,5.9483921093422304e-8,350.0
58.92,5.9483921093422304e-8,350.0
58.94,1.784517632802669e-7,350.0
58.96,1.1896784218684461e-7,350.0
58.98,1.784517632802669e-7,350.0
59.0,5.9483921093422304e-8,350.0
59.02,5.9483921093422304e-8,350.0
59.04,5.9483921093422304e-8,350.0
59.06,5.9483921093422304e-8,350.0
59.08,5.9483921093422304e-8,350.0
59.1,5.9483921093422304e-8,350.0
59.12,1.1896784218684461e-7,350.0
59.14,0.0,350.0
59.16,5.9483921093422304e-8,350.0
59.18,2.3793568437368922e-7,350.0
59.2,1.784517632802669e-7,350.0
59.22,2.3793568437368922e-7,350.0
59.24,2.3793568437368922e-7,350.0
59.26,5.9483921093422304e-8,350.0
59.28,2.3793568437368922e-7,350.0
59.3,0.0,350.0
59.32,1.1896784218684461e-7,350.0
59.34,3.569035265605338e-7,350.0
59.36,2.3793568437368922e-7,350.0
59.38,2.3793568437368922e-7,350.0
59.4,0.0,350.0
59.42,5.9483921093422304e-8,350.0
59.44,5.9483921093422304e-8,350.0
59.46,2.3793568437368922e-7,350.0
59.48,1.784517632802669e-7,350.0
59.5,1.1896784218684461e-7,350.0
59.52,5.9483921093422304e-8,350.0
59.54,0.0,350.0
59.56,5.9483921093422304e-8,350.0
59.58,1.784517632802669e-7,350.0
59.6,5.9483921093422304e-8,350.0
59.62,1.784517632802669e-7,350.0
59.64,2.9741960546711153e-7,350.0
59.66,0.0,350.0
59.68,0.0,350.0
59.7,1.1896784218684461e-7,350.0
59.72,5.9483921093422304e-8,350.0
59.74,1.1896784218684461e-7,350.0
59.76,2.3793568437368922e-7,350.0
59.78,1.1896784218684461e-7,350.0
59.8,1.784517632802669e-7,350.0
59.82,5.9483921093422304e-8,350.0
59.84,1.784517632802669e-7,350.0
59.86,5.9483921093422304e-8,350.0
59.88,1.784517632802669e-7,350.0
59.9,1.784517632802669e-7,350.0
59.92,5.9483921093422304e-8,350.0
59.94,0.0,350.0
59.96,5.9483921093422304e-8,350.0
59.98,1.784517632802669e-7,350.0
60.0,5.9483921093422304e-8,350.0
10.0,3.8825734553616684e-7,550.0
10.02,1.2941911517872228e-7,550.0
10.04,4.5296690312552795e-7,550.0
10.06,3.235477879468057e-7,550.0
10.08,5.823860183042502e-7,550.0
10.1,1.9412867276808342e-7,550.0
10.12,2.5883823035744456e-7,550.0
10.14,3.8825734553616684e-7,550.0
10.16,6.470955758936113e-7,550.0
10.18,3.8825734553616684e-7,550.0
10.2,4.5296690312552795e-7,550.0
10.22,4.5296690312552795e-7,550.0
10.24,4.5296690312552795e-7,550.0
10.26,6.470955758936113e-7,550.0
10.28,3.235477879468057e-7,550.0
10.3,5.176764607148891e-7,550.0
10.32,4.5296690312552795e-7,550.0
10.34,2.5883823035744456e-7,550.0
10.36,3.235477879468057e-7,550.0
10.38,5.823860183042502e-7,550.0
10.4,2.5883823035744456e-7,550.0
10.42,4.5296690312552795e-7,550.0
10.44,5.176764607148891e-7,550.0
10.46,3.8825734553616684e-7,550.0
10.48,3.8825734553616684e-7,550.0
10.5,5.823860183042502e-7,550.0
10.52,1.2941911517872228e-7,550.0
10.54,2.5883823035744456e-7,550.0
10.56,6.470955758936113e-7,550.0
10.58,1.2941911517872228e-7,550.0
10.6,4.5296690312552795e-7,550.0
10.62,1.9412867276808342e-7,550.0
10.64,2.5883823035744456e-7,550.0
10.66,3.235477879468057e-7,550.0
10.68,5.176764607148891e-7,550.0
10.7,3.8825734553616684e-7,550.0
10.72,3.235477879468057e-7,550.0
10.74,4.5296690312552795e-7,550.0
10.76,4.5296690312552795e-7,550.0
10.78,4.5296690312552795e-7,550.0
10.8,5.176764607148891e-7,550.0
10.82,4.5296690312552795e-7,550.0
10.84,1.2941911517872228e-7,550.0
10.86,3.8825734553616684e-7,550.0
10.88,3.235477879468057e-7,550.0
10.9,1.9412867276808342e-7,550.0
10.92,4.5296690312552795e-7,550.0
10.94,3.8825734553616684e-7,550.0
10.96,4.5296690312552795e-7,550.0
10.98,3.8825734553616684e-7,550.0
11.0,3.8825734553616684e-7,550.0
11.02,5.176764607148891e-7,550.0
11.04,4.5296690312552795e-7,550.0
11.06,3.235477879468057e-7,550.0
11.08,5.823860183042502e-7,550.0
11.1,6.470955758936113e-7,550.0
11.12,7.118051334829725e-7,550.0
11.14,6.470955758936113e-7,550.0
11.16,6.470955758936113e-7,550.0
11.18,3.8825734553616684e-7,550.0
11.2,3.8825734553616684e-7,550.0
11.22,4.5296690312552795e-7,550.0
11.24,2.5883823035744456e-7,550.0
11.26,4.5296690312552795e-7,550.0
11.28,1.2941911517872228e-7,550.0
11.3,3.8825734553616684e-7,550.0
11.32,6.470955758936113e-7,550.0
11.34,2.5883823035744456e-7,550.0
11.36,3.235477879468057e-7,550.0
11.38,3.8825734553616684e-7,550.0
11.4,5.176764607148891e-7,550.0
11.42,5.176764607148891e-7,550.0
11.44,4.5296690312552795e-7,550.0
11.46,1.9412867276808342e-7,550.0
11.48,4.5296690312552795e-7,550.0
11.5,3.8825734553616684e-7,550.0
11.52,4.5296690312552795e-7,550.0
11.54,5.823860183042502e-7,550.0
11.56,5.176764607148891e-7,550.0
11.58,3.235477879468057e-7,550.0
11.6,1.9412867276808342e-7,550.0
11.62,3.8825734553616684e-7,550.0
11.64,3.235477879468057e-7,550.0
11.66,3.8825734553616684e-7,550.0
11.68,3.235477879468057e-7,550.0
11.7,7.765146910723337e-7,550.0
11.72,5.823860183042502e-7,550.0
11.74,2.5883823035744456e-7,550.0
11.76,3.235477879468057e-7,550.0
11.78,1.9412867276808342e-7,550.0
11.8,1.2941911517872228e-7,550.0
11.82,4.5296690312552795e-7,550.0
11.84,6.470955758936113e-7,550.0
11.86,4.5296690312552795e-7,550.0
11.88,3.8825734553616684e-7,550.0
11.9,7.118051334829725e-7,550.0
11.92,3.8825734553616684e-7,550.0
11.94,2.5883823035744456e-7,550.0
11.96,3.235477879468057e-7,550.0
11.98,1.2941911517872228e-7,550.0
12.0,3.235477879468057e-7,550.0
12.02,2.5883823035744456e-7,550.0
12.04,3.8825734553616684e-7,550.0
12.06,3.235477879468057e-7,550.0
12.08,3.235477879468057e-7,550.0
12.1,3.8825734553616684e-7,550.0
12.12,6.470955758936114e-8,550.0
12.14,4.5296690312552795e-7,550.0
12.16,3.235477879468057e-7,550.0
12.18,5.176764607148891e-7,550.0
12.2,3.8825734553616684e-7,550.0
12.22,3.235477879468057e-7,550.0
12.24,3.235477879468057e-7,550.0
12.26,1.9412867276808342e-7,550.0
12.28,5.176764607148891e-7,550.0
12.3,4.5296690312552795e-7,550.0
12.32,1.9412867276808342e-7,550.0
12.34,2.5883823035744456e-7,550.0
12.36,3.235477879468057e-7,550.0
12.38,5.823860183042502e-7,550.0
12.4,5.176764607148891e-7,550.0
12.42,3.8825734553616684e-7,550.0
12.44,5.823860183042502e-7,550.0
12.46,2.5883823035744456e-7,550.0
12.48,3.235477879468057e-7,550.0
12.5,3.235477879468057e-7,550.0
12.52,3.8825734553616684e-7,550.0
12.54,9.059338062510559e-7,550.0
12.56,4.5296690312552795e-7,550.0
12.58,2.5883823035744456e-7,550.0
12.6,4.5296690312552795e-7,550.0
12.62,1.2941911517872228e-7,550.0
12.64,4.5296690312552795e-7,550.0
12.66,3.235477879468057e-7,550.0
12.68,3.8825734553616684e-7,550.0
12.7,1.9412867276808342e-7,550.0
12.72,3.8825734553616684e-7,550.0
12.74,5.176764607148891e-7,550.0
12.76,2.5883823035744456e-7,550.0
12.78,4.5296690312552795e-7,550.0
12.8,2.5883823035744456e-7,550.0
12.82,5.823860183042502e-7,550.0
12.84,2.5883823035744456e-7,550.0
12.86,7.118051334829725e-7,550.0
12.88,4.5296690312552795e-7,550.0
12.9,1.9412867276808342e-7,550.0
12.92,3.235477879468057e-7,550.0
12.94,3.8825734553616684e-7,550.0
12.96,3.8825734553616684e-7,550.0
12.98,0.0,550.0
13.0,4.5296690312552795e-7,550.0
13.02,3.235477879468057e-7,550.0
13.04,1.9412867276808342e-7,550.0
13.06,1.2941911517872228e-7,550.0
13.08,3.235477879468057e-7,550.0
13.1,3.8825734553616684e-7,550.0
13.12,5.823860183042502e-7,550.0
13.14,1.9412867276808342e-7,550.0
13.16,6.470955758936114e-8,550.0
13.18,2.5883823035744456e-7,550.0
13.2,3.8825734553616684e-7,550.0
13.22,1.9412867276808342e-7,550.0
13.24,4.5296690312552795e-7,550.0
13.26,1.2941911517872228e-7,550.0
13.28,2.5883823035744456e-7,550.0
13.3,5.176764607148891e-7,550.0
13.32,1.9412867276808342e-7,550.0
13.34,1.9412867276808342e-7,550.0
13.36,2.5883823035744456e-7,550.0
13.38,2.5883823035744456e-7,550.0
13.4,3.8825734553616684e-7,550.0
13.42,4.5296690312552795e-7,550.0
13.44,1.9412867276808342e-7,550.0
13.46,3.235477879468057e-7,550.0
13.48,4.5296690312552795e-7,550.0
13.5,2.5883823035744456e-7,550.0
13.52,4.5296690312552795e-7,550.0
13.54,1.2941911517872228e-7,550.0
13.56,3.235477879468057e-7,550.0
13.58,3.235477879468057e-7,550.0
13.6,5.176764607148891e-7,550.0
13.62,2.5883823035744456e-7,550.0
13.64,3.8825734553616684e-7,550.0
13.66,2.5883823035744456e-7,550.0
13.68,2.5883823035744456e-7,550.0
13.7,1.9412867276808342e-7,550.0
13.72,1.9412867276808342e-7,550.0
13.74,1.0353529214297782e-6,550.0
13.76,3.235477879468057e-7,550.0
13.78,4.5296690312552795e-7,550.0
13.8,3.8825734553616684e-7,550.0
13.82,5.176764607148891e-7,550.0
13.84,6.470955758936113e-7,550.0
13.86,3.8825734553616684e-7,550.0
13.88,5.823860183042502e-7,550.0
13.9,3.8825734553616684e-7,550.0
13.92,2.5883823035744456e-7,550.0
13.94,3.235477879468057e-7,550.0
13.96,2.5883823035744456e-7,550.0
13.98,2.5883823035744456e-7,550.0
14.0,3.8825734553616684e-7,550.0
14.02,3.8825734553616684e-7,550.0
14.04,6.470955758936113e-7,550.0
14.06,3.8825734553616684e-7,550.0
14.08,3.235477879468057e-7,550.0
14.1,2.5883823035744456e-7,550.0
14.12,3.8825734553616684e-7,550.0
14.14,2.5883823035744456e-7,550.0
14.16,2.5883823035744456e-7,550.0
14.18,1.9412867276808342e-7,550.0
14.2,3.235477879468057e-7,550.0
14.22,2.5883823035744456e-7,550.0
14.24,5.176764607148891e-7,550.0
14.26,6.470955758936114e-8,550.0
14.28,1.9412867276808342e-7,550.0
14.3,2.5883823035744456e-7,550.0
14.32,3.235477879468057e-7,550.0
14.34,2.5883823035744456e-7,550.0
14.36,2.5883823035744456e-7,550.0
14.38,1.2941911517872228e-7,550.0
14.4,3.8825734553616684e-7,550.0
14.42,5.823860183042502e-7,550.0
14.44,1.2941911517872228e-7,550.0
14.46,4.5296690312552795e-7,550.0
14.48,2.5883823035744456e-7,550.0
14.5,3.235477879468057e-7,550.0
14.52,2.5883823035744456e-7,550.0
14.54,1.9412867276808342e-7,550.0
14.56,1.9412867276808342e-7,550.0
14.58,4.5296690312552795e-7,550.0
14.6,1.2941911517872228e-7,550.0
14.62,1.2941911517872228e-7,550.0
14.64,3.8825734553616684e-7,550.0
14.66,1.9412867276808342e-7,550.0
14.68,2.5883823035744456e-7,550.0
14.7,2.5883823035744456e-7,550.0
14.72,3.8825734553616684e-7,550.0
14.74,1.9412867276808342e-7,550.0
14.76,3.8825734553616684e-7,550.0
14.78,1.9412867276808342e-7,550.0
14.8,3.235477879468057e-7,550.0
14.82,3.8825734553616684e-7,550.0
14.84,2.5883823035744456e-7,550.0
14.86,2.5883823035744456e-7,550.0
14.88,1.9412867276808342e-7,550.0
14.9,1.2941911517872228e-7,550.0
14.92,2.5883823035744456e-7,550.0
14.94,3.8825734553616684e-7,550.0
14.96,4.5296690312552795e-7,550.0
14.98,5.176764607148891e-7,550.0
15.0,5.176764607148891e-7,550.0
15.02,1.9412867276808342e-7,550.0
15.04,1.9412867276808342e-7,550.0
15.06,3.235477879468057e-7,550.0
15.08,2.5883823035744456e-7,550.0
15.1,1.2941911517872228e-7,550.0
15.12,3.235477879468057e-7,550.0
15.14,4.5296690312552795e-7,550.0
15.16,4.5296690312552795e-7,550.0
15.18,3.8825734553616684e-7,550.0
15.2,3.235477879468057e-7,550.0
15.22,6.470955758936114e-8,550.0
15.24,1.9412867276808342e-7,550.0
15.26,6.470955758936113e-7,550.0
15.28,5.823860183042502e-7,550.0
15.3,3.8825734553616684e-7,550.0
15.32,3.8825734553616684e-7,550.0
