variable,value,stderr,label,temperature
osc2_x0,-0.001300016059172427,0.0,flake16,60
osc32_ratio,0.08413562368840598,0.022284172718143543,flake16,60
osc3_amplitude,0.000012434128392451391,3.3161092731992924e-6,flake16,60
osc3_frequency,230.87384370384987,0.17644778175167738,flake16,60
osc3_decay,0.019276958566830274,0.006807323921286,flake16,60
osc3_phase,0.12870873112007697,0.01284518757303847,flake16,60
osc3_x0,-0.001300016059172427,0.0,flake16,60
exp_fast_amplitude,-0.00010948633331788318,1.4914083608770453e-6,flake16,60
exp_fast_decay,0.0970071707838482,0.002863804835038284,flake16,60
exp_fast_x0,-0.001300016059172427,0.0,flake16,60
exp_slow_amplitude,-0.0005746137740812251,1.6130585282223643e-6,flake16,60
exp_slow_decay,2.401223348169625,0.028921702594495318,flake16,60
exp_slow_x0,-0.001300016059172427,0.0,flake16,60
step_x0,-0.001300016059172427,0.0,flake10,60
step_sigma,0.0006,0.0,flake10,60
osc1_amplitude,7.510443003425152e-6,6.707660960306364e-7,flake10,60
osc1_frequency,47.3,0.0,flake10,60
osc1_decay,0.3236793559743461,0.04458296000690509,flake10,60
osc1_phase,-1.4010188878507188,0.060576072878729605,flake10,60
osc1_x0,-0.001300016059172427,0.0,flake10,60
osc2_amplitude,0.00017452861582547026,1.4994531829870826e-6,flake10,60
osc2_frequency,76.35638586768599,0.02665355429746032,flake10,60
osc2_decay,0.06734325897224805,0.0007851836306029091,flake10,60
osc2_phase,0.3845581777928859,0.008064372006069532,flake10,60
osc2_x0,-0.001300016059172427,0.0,flake10,60
osc32_ratio,0.06968136911305658,0.01272562858815486,flake10,60
osc3_amplitude,0.000012161392900125442,2.2293119889489084e-6,flake10,60
osc3_frequency,229.06915760305796,0.07996066255855717,flake10,60
osc3_decay,0.02993300093849368,0.007477952933079622,flake10,60
osc3_phase,0.3845581777928859,0.008064372020571758,flake10,60
osc3_x0,-0.001300016059172427,0.0,flake10,60
exp_fast_amplitude,-0.00010671950682378671,1.1883849972484155e-6,flake10,60
exp_fast_decay,0.07738243849242772,0.0019239162900569376,flake10,60
exp_fast_x0,-0.001300016059172427,0.0,flake10,60
exp_slow_amplitude,-0.0006307759565316785,1.1187122876003481e-6,flake10,60
exp_slow_decay,1.7135766773999914,0.010104742903107063,flake10,60
exp_slow_x0,-0.001300016059172427,0.0,flake10,60
step_x0,-0.001300016059172427,0.0,flake11,60
step_sigma,0.0006,0.0,flake11,60
osc1_amplitude,9.724827814597226e-6,7.159711392156087e-7,flake11,60
osc1_frequency,47.3,0.0,flake11,60
osc1_decay,0.34164064084243473,0.039398429196715545,flake11,60
osc1_phase,-1.4999403001702214,0.04956588483635744,flake11,60
osc1_x0,-0.001300016059172427,0.0,flake11,60
osc2_amplitude,0.00018324930845227112,1.9630478304220754e-6,flake11,60
osc2_frequency,77.8395120253787,0.04458255866974619,flake11,60
osc2_decay,0.04905855251125183,0.0007032210941561192,flake11,60
osc2_phase,0.2718266330036247,0.009867725713217543,flake11,60
osc2_x0,-0.001300016059172427,0.0,flake11,60
osc32_ratio,0.07993723343426305,0.017129257227904173,flake11,60
osc3_amplitude,0.00001464844274641647,3.158501706844348e-6,flake11,60
osc3_frequency,233.5185360761361,0.13374767574455806,flake11,60
osc3_decay,0.01939312191702271,0.005562976726223274,flake11,60
osc3_phase,0.2718266330036247,0.009867725688432902,flake11,60
osc3_x0,-0.001300016059172427,0.0,flake11,60
exp_fast_amplitude,-0.00010188223523229821,1.3480384185599359e-6,flake11,60
exp_fast_decay,0.09516118852094371,0.002813536519943481,flake11,60
exp_fast_x0,-0.001300016059172427,0.0,flake11,60
exp_slow_amplitude,-0.0006774290724627908,1.420536910006724e-6,flake11,60
exp_slow_decay,3.3044671999700013,0.04107924129040577,flake11,60
exp_slow_x0,-0.001300016059172427,0.0,flake11,60
step_x0,-0.001300016059172427,0.0,flake7,60
step_sigma,0.0006,0.0,flake7,60
osc1_amplitude,9.793933754326587e-6,7.328993867536591e-7,flake7,60
osc1_frequency,47.3,0.0,flake7,60
osc1_decay,0.37781620001598903,0.045861135369628624,flake7,60
osc1_phase,-1.4465506186857688,0.04972999577584791,flake7,60
osc1_x0,-0.001300016059172427,0.0,flake7,60
osc2_amplitude,0.00017173314343815234,2.284267597081855e-6,flake7,60
osc2_frequency,77.92401906806225,0.06284587638160999,flake7,60
osc2_decay,0.042402471149922336,0.0007468187406062841,flake7,60
osc2_phase,0.3349678384519342,0.012066230651615373,flake7,60
osc2_x0,-0.001300016059172427,0.0,flake7,60
osc32_ratio,0.11425332991636494,0.022710659594129604,flake7,60
osc3_amplitude,0.000019621083494813643,3.937348399758933e-6,flake7,60
osc3_frequency,233.77205720418675,0.18853762864109133,flake7,60
osc3_decay,0.015008420058114683,0.0039375488152106185,flake7,60
osc3_phase,0.3349678384519342,0.012066230656959017,flake7,60
osc3_x0,-0.001300016059172427,0.0,flake7,60
exp_fast_amplitude,-0.00010607399496989318,1.3817224280577974e-6,flake7,60
exp_fast_decay,0.08987202301283041,0.0026443655591821442,flake7,60
exp_fast_x0,-0.001300016059172427,0.0,flake7,60
exp_slow_amplitude,-0.0006462316893666816,1.4065139070449884e-6,flake7,60
exp_slow_decay,2.960929594651358,0.03492874029135271,flake7,60
exp_slow_x0,-0.001300016059172427,0.0,flake7,60
step_x0,-0.001300016059172427,0.0,flake9,60
step_sigma,0.0006,0.0,flake9,60
osc1_amplitude,4.306093662301641e-6,5.716484917840908e-7,flake9,60
osc1_frequency,47.3,0.0,flake9,60
osc1_decay,0.43915038948294643,0.1009815217930932,flake9,60
osc1_phase,-1.535204988781267,0.08638715840518203,flake9,60
osc1_x0,-0.001300016059172427,0.0,flake9,60
