variable,value,stderr,label,temperature
exp_fast_amplitude,-0.00011430122297461906,1.6561784319690647e-6,flake1,60
exp_fast_decay,0.1188819981597555,0.0033299151673265685,flake1,60
exp_fast_x0,-0.001300016059172427,0.0,flake1,60
exp_slow_amplitude,-0.0006831037289507566,1.8897097485270551e-6,flake1,60
exp_slow_decay,3.1298025453759917,0.044715484590918966,flake1,60
exp_slow_x0,-0.001300016059172427,0.0,flake1,60
step_x0,-0.001300016059172427,0.0,flake4,60
step_sigma,0.0006,0.0,flake4,60
osc1_amplitude,2.5182532849259523e-6,6.052516767229192e-7,flake4,60
osc1_frequency,47.3,0.0,flake4,60
osc1_decay,0.7652205069222577,0.44176520527710633,flake4,60
osc1_phase,-1.791623009668603,0.1436030128544331,flake4,60
osc1_x0,-0.001300016059172427,0.0,flake4,60
osc2_amplitude,0.00015544022662152237,1.3520339663815908e-6,flake4,60
osc2_frequency,76.87842156014098,0.01841328991514713,flake4,60
osc2_decay,0.10170520270262362,0.00121981926741706,flake4,60
osc2_phase,0.3066814371504455,0.008376938820649065,flake4,60
osc2_x0,-0.001300016059172427,0.0,flake4,60
osc32_ratio,0.07176321284458413,0.01636093191260258,flake4,60
osc3_amplitude,0.000011154890067650702,2.5495484601297997e-6,flake4,60
osc3_frequency,230.63526468042295,0.0552398699058949,flake4,60
osc3_decay,0.02994371322675747,0.009329121376414444,flake4,60
osc3_phase,0.3066814371504455,0.008376938827953569,flake4,60
osc3_x0,-0.001300016059172427,0.0,flake4,60
exp_fast_amplitude,-0.00012633785891193845,1.2967748031143562e-6,flake4,60
exp_fast_decay,0.06252177021267676,0.0013701656045252506,flake4,60
exp_fast_x0,-0.001300016059172427,0.0,flake4,60
exp_slow_amplitude,-0.0006692406221537902,8.818100625421193e-7,flake4,60
exp_slow_decay,3.3098318064077255,0.02920364893288439,flake4,60
exp_slow_x0,-0.001300016059172427,0.0,flake4,60
step_x0,-0.001300016059172427,0.0,flake20,60
step_sigma,0.0006,0.0,flake20,60
osc1_amplitude,3.0619629407198475e-6,7.227601132827913e-7,flake20,60
osc1_frequency,47.3,0.0,flake20,60
osc1_decay,0.32726573947961185,0.11941053695367773,flake20,60
osc1_phase,-1.6202397760129281,0.1586534999285701,flake20,60
osc1_x0,-0.001300016059172427,0.0,flake20,60
osc2_amplitude,0.00017818659753889216,9.694994473340387e-7,flake20,60
osc2_frequency,77.40403336874718,0.00704417488212051,flake20,60
osc2_decay,0.1703689889136593,0.0012971801825861844,flake20,60
osc2_phase,0.13917001285487923,0.0053358972007124875,flake20,60
osc2_x0,-0.001300016059172427,0.0,flake20,60
osc32_ratio,0.04952332919520973,0.0145291093615769,flake20,60
osc3_amplitude,8.824393528092903e-6,2.592048840817908e-6,flake20,60
osc3_frequency,232.21210010624154,0.02113252463933139,flake20,60
osc3_decay,0.02656003568304714,0.010560357465971384,flake20,60
osc3_phase,0.13917001285487923,0.005335897184683246,flake20,60
osc3_x0,-0.001300016059172427,0.0,flake20,60
exp_fast_amplitude,-0.00014171082658485573,1.2961534326576421e-6,flake20,60
exp_fast_decay,0.05320360801287692,0.0009772960863623787,flake20,60
exp_fast_x0,-0.001300016059172427,0.0,flake20,60
exp_slow_amplitude,-0.0006650748489337393,7.211987122517531e-7,flake20,60
exp_slow_decay,3.234350725819316,0.023775187052423766,flake20,60
exp_slow_x0,-0.001300016059172427,0.0,flake20,60
step_x0,-0.001300016059172427,0.0,flake6,60
step_sigma,0.0006,0.0,flake6,60
osc1_amplitude,6.539613255518254e-6,6.020430694207244e-7,flake6,60
osc1_frequency,47.3,0.0,flake6,60
osc1_decay,0.4186084178114595,0.06528435798232093,flake6,60
osc1_phase,-1.4828285311065408,0.06037574227561664,flake6,60
osc1_x0,-0.001300016059172427,0.0,flake6,60
osc2_amplitude,0.00018261462079690495,1.4924267304949507e-6,flake6,60
osc2_frequency,76.8179526311828,0.02601308468610385,flake6,60
osc2_decay,0.06566780807096921,0.0007271954498183767,flake6,60
osc2_phase,0.27055065102908,0.007679079188178461,flake6,60
osc2_x0,-0.001300016059172427,0.0,flake6,60
osc32_ratio,0.10647258060233816,0.018127293970041005,flake6,60
osc3_amplitude,0.000019443449931963882,3.329881826096671e-6,flake6,60
osc3_frequency,230.45385789354842,0.07803925389858743,flake6,60
osc3_decay,0.015132320040475771,0.0033943373031701117,flake6,60
osc3_phase,0.27055065102908,0.007679079200857422,flake6,60
osc3_x0,-0.001300016059172427,0.0,flake6,60
exp_fast_amplitude,-0.00011455028494266635,1.1245563846052029e-6,flake6,60
exp_fast_decay,0.08183787238006529,0.0018246759638765285,flake6,60
exp_fast_x0,-0.001300016059172427,0.0,flake6,60
exp_slow_amplitude,-0.0006772575788435323,1.05841976388398e-6,flake6,60
exp_slow_decay,2.8239207970735136,0.023520669805486095,flake6,60
exp_slow_x0,-0.001300016059172427,0.0,flake6,60
step_x0,-0.001300016059172427,0.0,flake8,60
step_sigma,0.0006,0.0,flake8,60
osc1_amplitude,2.6372945637472114e-6,5.409128095305226e-7,flake8,60
osc1_frequency,47.3,0.0,flake8,60
osc1_decay,0.643829616502815,0.28277894457564123,flake8,60
osc1_phase,-1.5962001218941473,0.12597426156925495,flake8,60
osc1_x0,-0.001300016059172427,0.0,flake8,60
osc2_amplitude,0.0001700963318460486,1.0683804236329177e-6,flake8,60
osc2_frequency,76.84424711270194,0.011325130271987838,flake8,60
osc2_decay,0.12013604312963674,0.001043827449341575,flake8,60
osc2_phase,0.27031272549469676,0.006079954139200349,flake8,60
osc2_x0,-0.001300016059172427,0.0,flake8,60
osc32_ratio,0.07676879000468198,0.015900516445072458,flake8,60
osc3_amplitude,0.000013058089580056005,2.7111254916601343e-6,flake8,60
osc3_frequency,230.5327413381058,0.033975390846695444,flake8,60
osc3_decay,0.021079789741494926,0.005871265037753919,flake8,60
osc3_phase,0.27031272549469676,0.006079954119863905,flake8,60
osc3_x0,-0.001300016059172427,0.0,flake8,60
exp_fast_amplitude,-0.00012299145284884225,1.1330563977432707e-6,flake8,60
exp_fast_decay,0.05969289616359359,0.001151822947309517,flake8,60
exp_fast_x0,-0.001300016059172427,0.0,flake8,60
exp_slow_amplitude,-0.0006508893306420177,7.181320476296612e-7,flake8,60
exp_slow_decay,3.7424852104989137,0.031513549935284234,flake8,60
exp_slow_x0,-0.001300016059172427,0.0,flake8,60
step_x0,-0.001300016059172427,0.0,flake5,60
step_sigma,0.0006,0.0,flake5,60
osc1_amplitude,4.9402546939063725e-6,6.736715269999924e-7,flake5,60
osc1_frequency,47.3,0.0,flake5,60
osc1_decay,0.4336308831843068,0.10189556562074413,flake5,60
osc1_phase,-1.5083531253919293,0.089049495904045,flake5,60
osc1_x0,-0.001300016059172427,0.0,flake5,60
osc2_amplitude,0.00016208394307924953,1.2994769629009967e-6,flake5,60
osc2_frequency,77.16264198333346,0.01653191415560467,flake5,60
osc2_decay,0.10430568832475214,0.001152265040331655,flake5,60
osc2_phase,0.2571589002430023,0.007711488037381878,flake5,60
osc2_x0,-0.001300016059172427,0.0,flake5,60
osc32_ratio,0.08154962690966147,0.02110718776119512,flake5,60
osc3_amplitude,0.000013217885086159605,3.4310432502451473e-6,flake5,60
osc3_frequency,231.48792595000037,0.04959574237671849,flake5,60
osc3_decay,0.017424411695790287,0.006000625233493936,flake5,60
osc3_phase,0.2571589002430023,0.007711488020492391,flake5,60
osc3_x0,-0.001300016059172427,0.0,flake5,60
exp_fast_amplitude,-0.00013454172790962297,1.3313727038465949e-6,flake5,60
exp_fast_decay,0.09107896403975835,0.0020322142057721637,flake5,60
exp_fast_x0,-0.001300016059172427,0.0,flake5,60
exp_slow_amplitude,-0.0006209311790315726,1.3605615760048057e-6,flake5,60
exp_slow_decay,3.28716891118386,0.04312223384550172,flake5,60
exp_slow_x0,-0.001300016059172427,0.0,flake5,60
step_x0,-0.001300016059172427,0.0,flake12,60
step_sigma,0.0006,0.0,flake12,60
osc1_amplitude,7.373115243495149e-6,6.32461622565988e-7,flake12,60
osc1_frequency,47.3,0.0,flake12,60
osc1_decay,0.36928526420569163,0.05100552203004741,flake12,60
osc1_phase,-1.57252625190061,0.05716119295619525,flake12,60
osc1_x0,-0.001300016059172427,0.0,flake12,60
osc2_amplitude,0.0001805276568807716,1.5276171227675652e-6,flake12,60
osc2_frequency,77.44928308978513,0.027799371033653184,flake12,60
osc2_decay,0.06359330089955226,0.0007294402407419488,flake12,60
osc2_phase,0.2763124043943302,0.00794230549821081,flake12,60
osc2_x0,-0.001300016059172427,0.0,flake12,60
osc32_ratio,0.07764789720478923,0.015606183078824434,flake12,60
osc3_amplitude,0.000014017592944099615,2.8303088249138855e-6,flake12,60
osc3_frequency,232.34784926935538,0.08339811296558897,flake12,60
osc3_decay,0.019739028006462312,0.005317776947887812,flake12,60
osc3_phase,0.2763124043943302,0.007942305522619745,flake12,60
osc3_x0,-0.001300016059172427,0.0,flake12,60
exp_fast_amplitude,-0.0001182071036719587,1.2481596207921363e-6,flake12,60
exp_fast_decay,0.09685013076574502,0.0022652707197841006,flake12,60
exp_fast_x0,-0.001300016059172427,0.0,flake12,60
exp_slow_amplitude,-0.0006302949101031085,1.3301004731563971e-6,flake12,60
exp_slow_decay,3.2507086442780504,0.039773881145591536,flake12,60
exp_slow_x0,-0.001300016059172427,0.0,flake12,60
step_x0,-0.001300016059172427,0.0,flake15,60
step_sigma,0.0006,0.0,flake15,60
osc1_amplitude,3.3319934432940704e-6,6.35891229755388e-7,flake15,60
osc1_frequency,47.3,0.0,flake15,60
osc1_decay,0.5565175678053301,0.2077435967992838,flake15,60
osc1_phase,-1.8348401539987491,0.11932407188250453,flake15,60
osc1_x0,-0.001300016059172427,0.0,flake15,60
osc2_amplitude,0.0001748514472980665,1.160019697549825e-6,flake15,60
osc2_frequency,77.47974933967888,0.011144389480314819,flake15,60
osc2_decay,0.12959778390101692,0.0011926718987548732,flake15,60
osc2_phase,0.19178742537884072,0.006449918308469874,flake15,60
osc2_x0,-0.001300016059172427,0.0,flake15,60
osc32_ratio,0.09166567345330229,0.018071860191000676,flake15,60
osc3_amplitude,0.00001602787567086186,3.1680183643847805e-6,flake15,60
osc3_frequency,232.43924801903663,0.0334331683132627,flake15,60
osc3_decay,0.020106607300330204,0.005312770076614554,flake15,60
osc3_phase,0.19178742537884072,0.006449918310144277,flake15,60
osc3_x0,-0.001300016059172427,0.0,flake15,60
exp_fast_amplitude,-0.00014390095273524356,1.2656115181603743e-6,flake15,60
exp_fast_decay,0.07564879740905499,0.0014972614588452306,flake15,60
exp_fast_x0,-0.001300016059172427,0.0,flake15,60
exp_slow_amplitude,-0.0006071078882403016,1.1103271826304071e-6,flake15,60
exp_slow_decay,2.5604089121470737,0.023208145001941252,flake15,60
exp_slow_x0,-0.001300016059172427,0.0,flake15,60
step_x0,-0.001300016059172427,0.0,flake2,60
step_sigma,0.0006,0.0,flake2,60
osc1_amplitude,5.724542682738762e-6,8.172388246535194e-7,flake2,60
osc1_frequency,47.3,0.0,flake2,60
osc1_decay,0.2731690679880471,0.057598069092200936,flake2,60
osc1_phase,-1.6602462766050419,0.09786556707249254,flake2,60
osc1_x0,-0.001300016059172427,0.0,flake2,60
osc2_amplitude,0.0001682786841589036,1.3592808477001006e-6,flake2,60
osc2_frequency,77.25220331154085,0.01728671223085271,flake2,60
osc2_decay,0.10032160820641317,0.0011150022653028072,flake2,60
osc2_phase,0.2861354652745984,0.00776562296792514,flake2,60
osc2_x0,-0.001300016059172427,0.0,flake2,60
osc32_ratio,0.08983314466681358,0.017987330028910217,flake2,60
osc3_amplitude,0.000015117003378387818,3.036632221221339e-6,flake2,60
osc3_frequency,231.75660993462256,0.051860136901948246,flake2,60
osc3_decay,0.02203579263872707,0.005952651373613161,flake2,60
osc3_phase,0.2861354652745984,0.00776562295794029,flake2,60
osc3_x0,-0.001300016059172427,0.0,flake2,60
exp_fast_amplitude,-0.0001635403813699693,1.2680146508116648e-6,flake2,60
exp_fast_decay,0.07609195126610234,0.0013331842773838013,flake2,60
exp_fast_x0,-0.001300016059172427,0.0,flake2,60
exp_slow_amplitude,-0.000629328621841951,1.0919968988269823e-6,flake2,60
exp_slow_decay,3.2856219353609206,0.03603535581328812,flake2,60
exp_slow_x0,-0.001300016059172427,0.0,flake2,60
step_x0,-0.001300016059172427,0.0,flake18,60
step_sigma,0.0006,0.0,flake18,60
osc1_amplitude,7.956799776774741e-6,6.182356842604485e-7,flake18,60
osc1_frequency,47.3,0.0,flake18,60
osc1_decay,0.4329553123735992,0.05787692346147272,flake18,60
osc1_phase,-1.5685029296593067,0.05075532670495069,flake18,60
osc1_x0,-0.001300016059172427,0.0,flake18,60
osc2_amplitude,0.00018057724349210974,1.6828184683563536e-6,flake18,60
osc2_frequency,78.62173904380897,0.03431014464115066,flake18,60
osc2_decay,0.05641562348752483,0.0007102958190969743,flake18,60
osc2_phase,0.1924292092308566,0.008698153552344726,flake18,60
osc2_x0,-0.001300016059172427,0.0,flake18,60
osc32_ratio,0.06974818436044039,0.017318031271790883,flake18,60
osc3_amplitude,0.000012594934870387806,3.1420531552843604e-6,flake18,60
osc3_frequency,235.8652171314269,0.10293043395724437,flake18,60
osc3_decay,0.01763056938337315,0.00581748687468014,flake18,60
osc3_phase,0.1924292092308566,0.008698153547696423,flake18,60
osc3_x0,-0.001300016059172427,0.0,flake18,60
exp_fast_amplitude,-0.00014923989415416416,4.122558190922954e-6,flake18,60
exp_fast_decay,0.17949025822083237,0.0063454613619965934,flake18,60
exp_fast_x0,-0.001300016059172427,0.0,flake18,60
exp_slow_amplitude,-0.000634853365519973,4.509317963097763e-6,flake18,60
exp_slow_decay,3.5719746176629537,0.12319934449580432,flake18,60
exp_slow_x0,-0.001300016059172427,0.0,flake18,60
step_x0,-0.001300016059172427,0.0,flake3,60
step_sigma,0.0006,0.0,flake3,60
osc1_amplitude,3.5523401157890855e-6,6.073580287758994e-7,flake3,60
osc1_frequency,47.3,0.0,flake3,60
osc1_decay,0.4574838431824315,0.13788401894139438,flake3,60
osc1_phase,-1.652382152997186,0.10999838858314284,flake3,60
osc1_x0,-0.001300016059172427,0.0,flake3,60
osc2_amplitude,0.00017067842848162592,9.832024173163555e-7,flake3,60
osc2_frequency,78.08526447290669,0.008576726271817745,flake3,60
osc2_decay,0.14683320174942086,0.0011769509950253524,flake3,60
osc2_phase,0.32450298066102856,0.005614516173962702,flake3,60
osc2_x0,-0.001300016059172427,0.0,flake3,60
osc32_ratio,0.04697135451366288,0.011532545139653265,flake3,60
osc3_amplitude,8.016996972045307e-6,1.970725988985782e-6,flake3,60
osc3_frequency,234.25579341872006,0.025730178936980874,flake3,60
osc3_decay,0.03800114962205787,0.012844232990572246,flake3,60
osc3_phase,0.32450298066102856,0.005614516168348557,flake3,60
osc3_x0,-0.001300016059172427,0.0,flake3,60
exp_fast_amplitude,-0.00012417706364357278,1.2562103014644721e-6,flake3,60
exp_fast_decay,0.049440590307080395,0.0009804340420729815,flake3,60
exp_fast_x0,-0.001300016059172427,0.0,flake3,60
exp_slow_amplitude,-0.0006460021165746446,6.504671774788914e-7,flake3,60
exp_slow_decay,2.785617380944336,0.016684997986822252,flake3,60
exp_slow_x0,-0.001300016059172427,0.0,flake3,60
step_x0,-0.001300016059172427,0.0,flake16,60
step_sigma,0.0006,0.0,flake16,60
osc1_amplitude,8.11792984113547e-6,6.998532153436634e-7,flake16,60
osc1_frequency,47.3,0.0,flake16,60
osc1_decay,0.40715271501436456,0.05868142397207817,flake16,60
osc1_phase,-1.5496161781263333,0.05668464462473666,flake16,60
osc1_x0,-0.001300016059172427,0.0,flake16,60
osc2_amplitude,0.00014778672632773072,2.0448278619365754e-6,flake16,60
osc2_frequency,76.95794790128329,0.058815927623638006,flake16,60
osc2_decay,0.04829820186153319,0.0008952254008729179,flake16,60
osc2_phase,0.12870873112007697,0.01284518754679013,flake16,60
